shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),United National Movement,Industrialists - Our Homeland,Free Democrats,Georgian Dream,Initiative Group
Precinct,61.28,60.61.28,343,52.13,,,,,1.72,,,,0,,,,0,0.5,0.66,0.17,,,,,,,0.0,0.0,0.0,75.8,24.2
Precinct,61.29,60.61.29,420,51.66,,,,,2.1,,,,1,,,,0,0.71,0.55,0.53,,,,,,,0.0,0.0,0.0,73.33,26.43
Precinct,61.30,60.61.30,224,51.97,,,,,1.75,,,,0,,,,0,0.44,0.28,0.21,,,,,,,0.0,0.0,0.0,79.02,20.98
Precinct,61.31,60.61.31,162,50.78,,,,,0.61,,,,0,,,,0,0.39,0.2,0.06,,,,,,,0.0,0.0,0.0,82.72,17.28
Precinct,61.32,60.61.32,302,46.75,,,,,0.0,,,,6,,,,0,0.46,0.5,0.24,,,,,,,0.0,0.0,0.0,74.17,23.84
Precinct,61.33,60.61.33,266,49.53,,,,,4.66,,,,0,,,,0,0.26,0.51,0.34,,,,,,,0.0,0.0,0.0,74.81,25.19
Precinct,61.34,60.61.34,184,49.6,,,,,1.6,,,,0,,,,0,0.3,0.27,0.19,,,,,,,0.0,0.0,0.0,83.7,16.3
Precinct,61.35,60.61.35,290,43.48,,,,,4.92,,,,0,,,,0,0.57,0.49,0.12,,,,,,,0.0,0.0,0.0,68.28,31.72
Precinct,61.36,60.61.36,335,47.59,,,,,1.76,,,,0,,,,0,0.67,0.5,0.17,,,,,,,0.0,0.0,0.0,71.04,28.96
Precinct,61.37,60.61.37,668,46.71,,,,,1.91,,,,1,,,,0,1.03,0.97,0.79,,,,,,,0.0,0.0,0.0,63.32,36.53
Precinct,61.38,60.61.38,352,47.25,,,,,3.3,,,,0,,,,0,0.54,0.63,0.24,,,,,,,0.0,0.0,0.0,79.55,20.45
Precinct,62.01,60.62.01,424,46.7,,,,,1.62,,,,0,,,,0,0.81,0.68,0.17,,,,,,,0.0,0.0,0.0,76.18,23.82
Precinct,62.02,60.62.02,212,56.68,,,,,7.83,,,,0,,,,0,0.55,0.26,0.11,,,,,,,0.0,0.0,0.0,68.4,31.6
Precinct,62.03,60.62.03,218,58.92,,,,,1.8,,,,0,,,,0,0.36,0.41,0.07,,,,,,,0.0,0.0,0.0,81.65,18.35
Precinct,62.04,60.62.04,307,57.92,,,,,4.66,,,,0,,,,0,0.44,0.64,0.14,,,,,,,0.0,0.0,0.0,73.62,26.38
Precinct,62.05,60.62.05,240,55.56,,,,,3.23,,,,0,,,,0,0.48,0.35,0.14,,,,,,,0.0,0.0,0.0,72.08,27.92
Precinct,62.06,60.62.06,365,45.74,,,,,2.93,,,,0,,,,0,0.52,0.66,0.3,,,,,,,0.0,0.0,0.0,83.01,16.99
Precinct,62.07,60.62.07,338,56.9,,,,,1.74,,,,0,,,,0,0.54,0.58,0.22,,,,,,,0.0,0.0,0.0,80.77,19.23
Precinct,62.08,60.62.08,489,52.36,,,,,2.2,,,,0,,,,0,0.88,0.74,0.38,,,,,,,0.0,0.0,0.0,78.12,21.88
Precinct,62.09,60.62.09,321,47.07,,,,,1.23,,,,0,,,,0,0.49,0.59,0.17,,,,,,,0.0,0.0,0.0,81.31,18.69
Precinct,62.10,60.62.10,72,66.06,,,,,2.7,,,,0,,,,0,0.15,0.12,0.01,,,,,,,0.0,0.0,0.0,88.89,11.11
Precinct,62.11,60.62.11,234,53.3,,,,,3.31,,,,0,,,,0,0.4,0.4,0.14,,,,,,,0.0,0.0,0.0,71.79,28.21
Precinct,62.12,60.62.12,229,63.26,,,,,3.78,,,,0,,,,0,0.38,0.44,0.07,,,,,,,0.0,0.0,0.0,66.38,33.62
Precinct,62.13,60.62.13,146,57.03,,,,,4.58,,,,0,,,,0,0.19,0.29,0.11,,,,,,,0.0,0.0,0.0,76.71,23.29
Precinct,62.14,60.62.14,137,59.83,,,,,2.84,,,,0,,,,0,0.11,0.32,0.11,,,,,,,0.0,0.0,0.0,80.29,19.71
Precinct,62.15,60.62.15,168,57.14,,,,,5.08,,,,0,,,,0,0.24,0.32,0.13,,,,,,,0.0,0.0,0.0,75.6,24.4
Precinct,62.16,60.62.16,181,62.85,,,,,4.23,,,,0,,,,0,0.31,0.25,0.22,,,,,,,0.0,0.0,0.0,54.14,45.86
Precinct,62.17,60.62.17,560,64.22,,,,,2.1,,,,0,,,,0,0.35,1.09,0.89,,,,,,,0.0,0.0,0.0,73.21,26.79
Precinct,62.18,60.62.18,352,42.93,,,,,4.09,,,,0,,,,0,0.55,0.67,0.18,,,,,,,0.0,0.0,0.0,68.47,31.53
Precinct,62.19,60.62.19,152,55.68,,,,,1.94,,,,0,,,,0,0.18,0.34,0.07,,,,,,,0.0,0.0,0.0,58.55,41.45
Precinct,62.20,60.62.20,142,63.68,,,,,2.07,,,,0,,,,0,0.2,0.26,0.11,,,,,,,0.0,0.0,0.0,49.3,50.7
Precinct,62.21,60.62.21,186,53.3,,,,,5.58,,,,0,,,,0,0.17,0.45,0.12,,,,,,,0.0,0.0,0.0,80.65,19.35
Precinct,62.22,60.62.22,172,65.9,,,,,1.15,,,,0,,,,0,0.22,0.31,0.16,,,,,,,0.0,0.0,0.0,62.79,37.21
Precinct,62.23,60.62.23,165,66.8,,,,,1.79,,,,0,,,,0,0.1,0.31,0.28,,,,,,,0.0,0.0,0.0,75.15,24.85
Precinct,62.24,60.62.24,184,42.4,,,,,2.65,,,,0,,,,0,0.33,0.28,0.14,,,,,,,0.0,0.0,0.0,80.43,19.57
Precinct,62.25,60.62.25,162,56.64,,,,,2.41,,,,0,,,,0,0.32,0.25,0.08,,,,,,,0.0,0.0,0.0,88.27,11.73
Precinct,62.26,60.62.26,381,52.19,,,,,1.8,,,,0,,,,0,0.66,0.66,0.18,,,,,,,0.0,0.0,0.0,76.9,23.1
Precinct,62.27,60.62.27,282,52.61,,,,,4.41,,,,0,,,,0,0.5,0.52,0.11,,,,,,,0.0,0.0,0.0,78.37,21.63
Precinct,62.28,60.62.28,358,54.0,,,,,4.02,,,,0,,,,0,0.56,0.72,0.13,,,,,,,0.0,0.0,0.0,78.49,21.51
Precinct,62.29,60.62.29,154,60.16,,,,,2.53,,,,0,,,,0,0.3,0.26,0.04,,,,,,,0.0,0.0,0.0,66.88,33.12
Precinct,62.30,60.62.30,343,60.49,,,,,2.56,,,,0,,,,0,0.59,0.61,0.15,,,,,,,0.0,0.0,0.0,76.97,23.03
Precinct,62.31,60.62.31,439,58.46,,,,,2.88,,,,0,,,,0,0.82,0.7,0.26,,,,,,,0.0,0.0,0.0,84.05,15.95
Precinct,62.32,60.62.32,112,59.26,,,,,2.61,,,,0,,,,0,0.13,0.19,0.14,,,,,,,0.0,0.0,0.0,79.46,20.54
Precinct,62.33,60.62.33,480,50.37,,,,,3.81,,,,0,,,,0,0.96,0.75,0.24,,,,,,,0.0,0.0,0.0,79.58,20.42
Precinct,62.34,60.62.34,283,65.06,,,,,4.71,,,,0,,,,0,0.46,0.52,0.16,,,,,,,0.0,0.0,0.0,89.75,10.25
Precinct,62.35,60.62.35,368,48.1,,,,,2.65,,,,0,,,,0,0.55,0.67,0.24,,,,,,,0.0,0.0,0.0,74.73,25.27
Precinct,62.36,60.62.36,181,64.64,,,,,0.0,,,,0,,,,0,0.44,0.21,0.07,,,,,,,0.0,0.0,0.0,58.01,41.99
Precinct,62.37,60.62.37,95,60.51,,,,,5.94,,,,0,,,,0,0.21,0.15,0.04,,,,,,,0.0,0.0,0.0,78.95,21.05
Precinct,62.38,60.62.38,455,50.56,,,,,2.99,,,,0,,,,0,0.82,0.7,0.36,,,,,,,0.0,0.0,0.0,75.6,24.4
Precinct,60.14,61.60.14,388,54.73,,,,,0.77,,,,0,,,,0,0.81,0.57,0.14,,,,,,,5.67,0.0,0.0,94.33,0.0
Precinct,60.15,61.60.15,257,75.15,,,,,1.53,,,,0,,,,0,0.59,0.32,0.13,,,,,,,12.06,0.0,0.0,87.94,0.0
Precinct,60.40,61.60.40,543,43.61,,,,,1.45,,,,0,,,,0,0.93,0.77,0.53,,,,,,,23.39,0.0,0.0,76.61,0.0
Precinct,60.41,61.60.41,450,45.55,,,,,1.32,,,,0,,,,0,0.75,0.59,0.54,,,,,,,8.44,0.0,0.0,91.56,0.0
Precinct,60.42,61.60.42,449,36.83,,,,,0.88,,,,0,,,,0,0.64,0.85,0.25,,,,,,,14.92,0.0,0.0,85.08,0.0
Precinct,60.61,61.60.61,396,39.96,,,,,2.22,,,,0,,,,0,0.56,0.62,0.47,,,,,,,14.14,0.0,0.0,85.86,0.0
Precinct,61.22,61.61.22,297,41.71,,,,,2.94,,,,0,,,,0,0.41,0.44,0.43,,,,,,,24.24,0.0,0.0,75.76,0.0
Precinct,61.23,61.61.23,414,44.95,,,,,2.36,,,,0,,,,0,0.69,0.58,0.47,,,,,,,21.01,0.0,0.0,78.99,0.0
Precinct,61.24,61.61.24,523,44.32,,,,,3.33,,,,0,,,,0,0.8,0.71,0.77,,,,,,,17.4,0.0,0.0,82.6,0.0
Precinct,61.25,61.61.25,708,50.57,,,,,0.28,,,,0,,,,0,1.06,1.08,0.73,,,,,,,22.03,0.0,0.0,77.97,0.0
Precinct,61.26,61.61.26,537,54.02,,,,,1.47,,,,2,,,,0,0.88,0.79,0.53,,,,,,,11.55,0.0,0.0,88.08,0.0
Precinct,70.01,61.70.01,588,40.83,,,,,2.49,,,,0,,,,0,0.95,0.99,0.43,,,,,,,23.64,0.0,0.0,76.36,0.0
Precinct,70.02,61.70.02,384,44.19,,,,,2.04,,,,0,,,,0,0.63,0.57,0.39,,,,,,,15.89,0.0,0.0,84.11,0.0
Precinct,70.03,61.70.03,509,44.89,,,,,2.68,,,,0,,,,0,0.95,0.78,0.34,,,,,,,21.41,0.0,0.0,78.59,0.0
Precinct,70.04,61.70.04,433,40.58,,,,,1.81,,,,0,,,,0,0.72,0.74,0.26,,,,,,,18.71,0.0,0.0,81.29,0.0
Precinct,70.05,61.70.05,624,40.0,,,,,2.35,,,,0,,,,0,0.99,1.05,0.49,,,,,,,21.96,0.0,0.0,78.04,0.0
Precinct,70.07,61.70.07,534,38.61,,,,,1.66,,,,0,,,,0,0.93,0.83,0.39,,,,,,,23.41,0.0,0.0,76.59,0.0
Precinct,70.08,61.70.08,635,41.4,,,,,2.31,,,,0,,,,0,0.94,1.14,0.46,,,,,,,18.27,0.0,0.0,81.73,0.0
Precinct,70.09,61.70.09,778,51.56,,,,,1.52,,,,0,,,,0,1.22,1.31,0.58,,,,,,,10.15,0.0,0.0,89.85,0.0
Precinct,70.10,61.70.10,588,36.82,,,,,1.84,,,,0,,,,0,0.92,0.88,0.63,,,,,,,26.19,0.0,0.0,73.81,0.0
Precinct,70.11,61.70.11,600,41.64,,,,,2.44,,,,1,,,,0,0.92,1.06,0.42,,,,,,,28.83,0.0,0.0,71.0,0.0
Precinct,70.12,61.70.12,573,38.07,,,,,2.88,,,,0,,,,0,0.98,0.98,0.33,,,,,,,22.16,0.0,0.0,77.84,0.0
Precinct,70.13,61.70.13,437,40.76,,,,,3.32,,,,0,,,,0,0.75,0.73,0.3,,,,,,,26.77,0.0,0.0,73.23,0.0
Precinct,70.14,61.70.14,533,33.35,,,,,1.3,,,,0,,,,0,0.78,0.91,0.44,,,,,,,26.45,0.0,0.0,73.55,0.0
Precinct,70.15,61.70.15,554,39.15,,,,,2.64,,,,0,,,,0,1.05,0.83,0.38,,,,,,,35.56,0.0,0.0,64.44,0.0
Precinct,70.16,61.70.16,555,34.88,,,,,1.6,,,,0,,,,0,0.98,0.9,0.33,,,,,,,31.53,0.0,0.0,68.47,0.0
Precinct,70.17,61.70.17,418,42.18,,,,,3.24,,,,0,,,,0,0.74,0.61,0.39,,,,,,,30.86,0.0,0.0,69.14,0.0
Precinct,70.18,61.70.18,548,36.7,,,,,2.84,,,,0,,,,0,1.0,0.72,0.6,,,,,,,38.14,0.0,0.0,61.86,0.0
Precinct,70.19,61.70.19,665,41.77,,,,,1.77,,,,0,,,,0,0.81,1.22,0.64,,,,,,,38.5,0.0,0.0,61.5,0.0
Precinct,70.20,61.70.20,561,45.95,,,,,2.26,,,,0,,,,0,0.97,0.86,0.46,,,,,,,39.75,0.0,0.0,60.25,0.0
Precinct,70.21,61.70.21,527,35.2,,,,,2.04,,,,0,,,,0,0.93,0.73,0.53,,,,,,,40.42,0.0,0.0,59.58,0.0
Precinct,70.22,61.70.22,136,29.89,,,,,1.45,,,,0,,,,0,0.25,0.17,0.14,,,,,,,32.35,0.0,0.0,67.65,0.0
Precinct,70.23,61.70.23,576,43.24,,,,,2.54,,,,0,,,,0,1.1,0.83,0.42,,,,,,,21.01,0.0,0.0,78.99,0.0
Precinct,70.24,61.70.24,406,34.64,,,,,3.1,,,,0,,,,0,0.78,0.59,0.32,,,,,,,26.35,0.0,0.0,73.65,0.0
Precinct,70.25,61.70.25,157,46.59,,,,,2.48,,,,0,,,,0,0.39,0.19,0.06,,,,,,,31.85,0.0,0.0,68.15,0.0
Precinct,70.26,61.70.26,438,36.38,,,,,1.79,,,,0,,,,0,0.88,0.59,0.32,,,,,,,36.76,0.0,0.0,63.24,0.0
Precinct,70.27,61.70.27,464,40.56,,,,,2.11,,,,0,,,,0,0.75,0.68,0.49,,,,,,,31.03,0.0,0.0,68.97,0.0
Precinct,70.28,61.70.28,624,40.1,,,,,3.11,,,,0,,,,0,0.98,0.88,0.79,,,,,,,28.85,0.0,0.0,71.15,0.0
Precinct,70.29,61.70.29,539,39.17,,,,,3.06,,,,0,,,,0,0.98,0.83,0.41,,,,,,,31.17,0.0,0.0,68.83,0.0
Precinct,70.30,61.70.30,529,40.82,,,,,3.11,,,,0,,,,0,0.75,0.97,0.42,,,,,,,19.09,0.0,0.0,80.91,0.0
Precinct,70.31,61.70.31,499,39.29,,,,,1.96,,,,0,,,,0,0.82,0.79,0.43,,,,,,,14.43,0.0,0.0,85.57,0.0
Precinct,70.33,61.70.33,404,26.86,,,,,1.94,,,,0,,,,0,0.59,0.59,0.52,,,,,,,28.96,0.0,0.0,71.04,0.0
Precinct,70.34,61.70.34,300,22.14,,,,,1.64,,,,0,,,,0,0.44,0.52,0.25,,,,,,,40.67,0.0,0.0,59.33,0.0
Precinct,63.05,63.63.05,588,55.0,,,,,0.68,,,,0,,,,0,0.59,1.2,0.51,,,,,,,15.48,0.0,0.0,84.52,0.0
Precinct,63.09,63.63.09,467,41.15,,,,,0.85,,,,0,,,,0,0.58,0.9,0.34,,,,,,,18.63,0.0,0.0,81.37,0.0
Precinct,63.19,63.63.19,330,61.11,,,,,0.6,,,,0,,,,0,0.48,0.53,0.33,,,,,,,15.76,0.0,0.0,84.24,0.0
Precinct,63.22,63.63.22,340,40.0,,,,,2.86,,,,0,,,,0,0.62,0.52,0.26,,,,,,,16.76,0.0,0.0,83.24,0.0
Precinct,64.01,63.64.01,499,42.4,,,,,1.58,,,,0,,,,0,0.75,0.89,0.33,,,,,,,20.24,0.0,0.0,79.76,0.0
Precinct,64.02,63.64.02,334,34.97,,,,,1.76,,,,0,,,,0,0.55,0.56,0.22,,,,,,,22.46,0.0,0.0,77.54,0.0
Precinct,64.03,63.64.03,430,43.09,,,,,2.05,,,,1,,,,0,0.78,0.66,0.3,,,,,,,16.05,0.0,0.0,83.72,0.0
Precinct,64.04,63.64.04,418,38.35,,,,,1.65,,,,0,,,,0,0.67,0.59,0.49,,,,,,,20.57,0.0,0.0,79.43,0.0
Precinct,64.05,63.64.05,426,40.61,,,,,0.93,,,,0,,,,0,0.62,0.76,0.31,,,,,,,19.72,0.0,0.0,80.28,0.0
Precinct,64.06,63.64.06,297,30.4,,,,,1.33,,,,0,,,,0,0.64,0.4,0.15,,,,,,,28.62,0.0,0.0,71.38,0.0
Precinct,64.07,63.64.07,527,38.13,,,,,3.13,,,,0,,,,0,0.9,0.88,0.36,,,,,,,28.08,0.0,0.0,71.92,0.0
Precinct,64.08,63.64.08,434,29.4,,,,,1.59,,,,0,,,,0,0.81,0.48,0.58,,,,,,,31.8,0.0,0.0,68.2,0.0
Precinct,64.09,63.64.09,557,39.01,,,,,1.94,,,,0,,,,0,1.09,0.68,0.58,,,,,,,34.29,0.0,0.0,65.71,0.0
Precinct,64.10,63.64.10,433,35.17,,,,,2.26,,,,0,,,,0,0.68,0.69,0.41,,,,,,,21.94,0.0,0.0,78.06,0.0
Precinct,64.11,63.64.11,329,41.49,,,,,1.79,,,,0,,,,0,0.57,0.56,0.17,,,,,,,16.41,0.0,0.0,83.59,0.0
Precinct,64.12,63.64.12,436,31.17,,,,,2.24,,,,0,,,,0,0.84,0.56,0.42,,,,,,,25.92,0.0,0.0,74.08,0.0
Precinct,64.13,63.64.13,375,34.98,,,,,1.57,,,,0,,,,0,0.78,0.51,0.22,,,,,,,20.0,0.0,0.0,80.0,0.0
Precinct,64.14,63.64.14,661,52.21,,,,,1.93,,,,0,,,,0,1.5,0.89,0.27,,,,,,,25.57,0.0,0.0,74.43,0.0
Precinct,64.15,63.64.15,412,33.31,,,,,1.67,,,,0,,,,0,0.8,0.59,0.29,,,,,,,25.97,0.0,0.0,74.03,0.0
Precinct,64.16,63.64.16,456,31.51,,,,,2.77,,,,0,,,,0,0.83,0.77,0.22,,,,,,,27.19,0.0,0.0,72.81,0.0
Precinct,64.17,63.64.17,351,30.79,,,,,1.13,,,,0,,,,0,0.63,0.54,0.24,,,,,,,25.64,0.0,0.0,74.36,0.0
Precinct,64.18,63.64.18,391,34.57,,,,,2.49,,,,0,,,,0,0.73,0.55,0.34,,,,,,,30.43,0.0,0.0,69.57,0.0
Precinct,64.19,63.64.19,250,44.48,,,,,2.72,,,,0,,,,0,0.42,0.42,0.17,,,,,,,22.0,0.0,0.0,78.0,0.0
Precinct,64.20,63.64.20,596,44.02,,,,,2.13,,,,0,,,,0,0.91,1.01,0.49,,,,,,,25.84,0.0,0.0,74.16,0.0
Precinct,64.21,63.64.21,533,61.26,,,,,1.66,,,,0,,,,0,0.7,0.89,0.59,,,,,,,27.2,0.0,0.0,72.8,0.0
Precinct,64.22,63.64.22,265,46.17,,,,,1.85,,,,0,,,,0,0.45,0.4,0.22,,,,,,,16.23,0.0,0.0,83.77,0.0
Precinct,64.23,63.64.23,554,52.86,,,,,2.64,,,,0,,,,0,0.97,0.98,0.24,,,,,,,23.1,0.0,0.0,76.9,0.0
Precinct,64.24,63.64.24,288,61.02,,,,,3.03,,,,0,,,,0,0.45,0.46,0.29,,,,,,,23.96,0.0,0.0,76.04,0.0
Precinct,64.25,63.64.25,583,42.55,,,,,2.51,,,,2,,,,0,0.98,0.88,0.55,,,,,,,30.87,0.0,0.0,68.78,0.0
Precinct,64.26,63.64.26,352,53.99,,,,,1.4,,,,0,,,,0,0.69,0.55,0.14,,,,,,,31.53,0.0,0.0,68.47,0.0
Precinct,64.27,63.64.27,104,47.71,,,,,2.8,,,,0,,,,0,0.19,0.18,0.04,,,,,,,21.15,0.0,0.0,78.85,0.0
Precinct,64.28,63.64.28,445,45.22,,,,,1.77,,,,0,,,,0,0.9,0.5,0.48,,,,,,,30.79,0.0,0.0,69.21,0.0
Precinct,64.29,63.64.29,529,37.52,,,,,4.17,,,,0,,,,0,0.9,0.84,0.48,,,,,,,26.84,0.0,0.0,73.16,0.0
Precinct,64.30,63.64.30,255,35.37,,,,,1.92,,,,0,,,,0,0.5,0.3,0.28,,,,,,,18.43,0.0,0.0,81.57,0.0
Precinct,64.31,63.64.31,328,51.82,,,,,0.61,,,,0,,,,0,0.69,0.43,0.21,,,,,,,15.24,0.0,0.0,84.76,0.0
Precinct,64.32,63.64.32,242,48.3,,,,,2.42,,,,0,,,,0,0.52,0.32,0.16,,,,,,,27.69,0.0,0.0,72.31,0.0
Precinct,64.33,63.64.33,400,61.82,,,,,3.38,,,,0,,,,0,0.54,0.7,0.41,,,,,,,28.75,0.0,0.0,71.25,0.0
Precinct,64.34,63.64.34,368,59.07,,,,,0.0,,,,0,,,,0,0.6,0.58,0.28,,,,,,,17.66,0.0,0.0,82.34,0.0
Precinct,64.35,63.64.35,339,49.78,,,,,1.45,,,,0,,,,0,0.57,0.47,0.37,,,,,,,22.42,0.0,0.0,77.58,0.0
Precinct,64.36,63.64.36,647,43.1,,,,,2.41,,,,0,,,,0,1.13,1.06,0.4,,,,,,,24.58,0.0,0.0,75.43,0.0
Precinct,64.37,63.64.37,366,43.99,,,,,1.88,,,,1,,,,0,0.54,0.58,0.38,,,,,,,29.24,0.0,0.0,70.49,0.0
Precinct,64.38,63.64.38,280,49.21,,,,,1.75,,,,0,,,,0,0.49,0.4,0.26,,,,,,,35.71,0.0,0.0,64.29,0.0
Precinct,64.39,63.64.39,300,51.28,,,,,4.15,,,,0,,,,0,0.57,0.42,0.28,,,,,,,20.33,0.0,0.0,79.67,0.0
Precinct,64.40,63.64.40,224,52.83,,,,,1.32,,,,0,,,,0,0.46,0.26,0.21,,,,,,,22.32,0.0,0.0,77.68,0.0
Precinct,64.41,63.64.41,310,54.96,,,,,3.13,,,,0,,,,0,0.51,0.46,0.32,,,,,,,40.0,0.0,0.0,60.0,0.0
Precinct,64.42,63.64.42,191,30.37,,,,,1.04,,,,0,,,,0,0.48,0.2,0.09,,,,,,,32.46,0.0,0.0,67.54,0.0
Precinct,64.43,63.64.43,362,35.49,,,,,1.9,,,,2,,,,0,0.7,0.48,0.32,,,,,,,31.49,0.0,0.0,67.96,0.0
Precinct,66.01,64.66.01,526,45.78,,,,,2.59,,,,0,,,,0,0.94,0.87,0.29,,,,,,,21.48,0.0,0.0,78.52,0.0
Precinct,66.02,64.66.02,482,47.49,,,,,3.41,,,,0,,,,0,0.87,0.78,0.31,,,,,,,21.78,0.0,0.0,78.22,0.0
Precinct,66.03,64.66.03,462,43.38,,,,,3.75,,,,0,,,,0,0.9,0.71,0.28,,,,,,,28.57,0.0,0.0,71.43,0.0
Precinct,66.04,64.66.04,779,52.64,,,,,1.14,,,,1,,,,0,1.09,1.21,0.91,,,,,,,33.5,0.0,0.0,66.37,0.0
Precinct,66.05,64.66.05,479,38.63,,,,,2.84,,,,0,,,,0,0.65,0.74,0.65,,,,,,,31.52,0.0,0.0,68.48,0.0
Precinct,66.06,64.66.06,367,58.63,,,,,2.13,,,,0,,,,0,0.71,0.6,0.14,,,,,,,30.79,0.0,0.0,69.21,0.0
Precinct,66.07,64.66.07,465,51.21,,,,,1.69,,,,0,,,,0,0.64,0.87,0.32,,,,,,,37.63,0.0,0.0,62.37,0.0
Precinct,66.08,64.66.08,387,47.9,,,,,1.78,,,,0,,,,0,0.55,0.69,0.32,,,,,,,25.06,0.0,0.0,74.94,0.0
Precinct,66.09,64.66.09,293,57.91,,,,,4.25,,,,0,,,,0,0.57,0.45,0.18,,,,,,,21.5,0.0,0.0,78.5,0.0
Precinct,66.10,64.66.10,509,55.63,,,,,2.49,,,,0,,,,0,0.76,0.91,0.37,,,,,,,27.11,0.0,0.0,72.89,0.0
Precinct,66.11,64.66.11,613,45.85,,,,,2.23,,,,0,,,,0,0.98,1.03,0.46,,,,,,,29.36,0.0,0.0,70.64,0.0
Precinct,66.12,64.66.12,306,52.31,,,,,1.92,,,,0,,,,0,0.49,0.37,0.46,,,,,,,28.43,0.0,0.0,71.57,0.0
Precinct,66.13,64.66.13,326,62.93,,,,,2.1,,,,0,,,,0,0.45,0.53,0.37,,,,,,,24.23,0.0,0.0,75.77,0.0
Precinct,66.14,64.66.14,229,55.31,,,,,1.29,,,,0,,,,0,0.4,0.32,0.22,,,,,,,24.02,0.0,0.0,75.98,0.0
Precinct,66.15,64.66.15,754,56.56,,,,,2.33,,,,0,,,,0,1.04,1.18,0.93,,,,,,,44.56,0.0,0.0,55.44,0.0
Precinct,66.16,64.66.16,371,55.21,,,,,2.11,,,,2,,,,0,0.63,0.65,0.18,,,,,,,37.74,0.0,0.0,61.73,0.0
Precinct,66.17,64.66.17,238,66.48,,,,,2.46,,,,0,,,,0,0.4,0.44,0.08,,,,,,,32.35,0.0,0.0,67.65,0.0
Precinct,66.18,64.66.18,373,63.76,,,,,1.58,,,,0,,,,0,0.56,0.65,0.27,,,,,,,28.95,0.0,0.0,71.05,0.0
Precinct,66.19,64.66.19,656,44.93,,,,,2.53,,,,1,,,,0,1.13,1.06,0.47,,,,,,,30.79,0.0,0.0,69.05,0.0
Precinct,66.20,64.66.20,324,47.09,,,,,2.7,,,,0,,,,0,0.53,0.51,0.29,,,,,,,29.94,0.0,0.0,70.06,0.0
Precinct,66.21,64.66.21,483,41.93,,,,,2.42,,,,0,,,,0,0.81,0.75,0.42,,,,,,,28.78,0.0,0.0,71.22,0.0
Precinct,66.22,64.66.22,137,56.85,,,,,0.72,,,,0,,,,0,0.34,0.14,0.08,,,,,,,27.01,0.0,0.0,72.99,0.0
Precinct,66.23,64.66.23,557,58.69,,,,,0.54,,,,0,,,,0,1.15,0.79,0.26,,,,,,,15.8,0.0,0.0,84.2,0.0
Precinct,66.24,64.66.24,378,57.62,,,,,1.05,,,,0,,,,0,0.57,0.7,0.21,,,,,,,37.83,0.0,0.0,62.17,0.0
Precinct,66.25,64.66.25,577,47.8,,,,,2.2,,,,0,,,,0,0.76,1.02,0.57,,,,,,,28.6,0.0,0.0,71.4,0.0
Precinct,66.26,64.66.26,589,42.68,,,,,1.17,,,,0,,,,0,0.81,0.93,0.67,,,,,,,23.43,0.0,0.0,76.57,0.0
Precinct,66.27,64.66.27,600,47.54,,,,,1.96,,,,0,,,,0,0.92,0.94,0.61,,,,,,,20.83,0.0,0.0,79.17,0.0
Precinct,66.28,64.66.28,557,42.23,,,,,2.79,,,,0,,,,0,0.92,1.01,0.28,,,,,,,27.29,0.0,0.0,72.71,0.0
Precinct,66.29,64.66.29,435,52.03,,,,,1.58,,,,0,,,,0,0.8,0.71,0.2,,,,,,,29.89,0.0,0.0,70.11,0.0
Precinct,66.30,64.66.30,363,49.52,,,,,2.16,,,,0,,,,0,0.79,0.49,0.19,,,,,,,31.41,0.0,0.0,68.6,0.0
Precinct,66.31,64.66.31,333,72.71,,,,,1.48,,,,0,,,,0,0.38,0.57,0.42,,,,,,,50.45,0.0,0.0,49.55,0.0
Precinct,66.32,64.66.32,228,46.34,,,,,2.56,,,,0,,,,0,0.5,0.23,0.26,,,,,,,32.02,0.0,0.0,67.98,0.0
Precinct,67.103,64.67.103,373,35.46,,,,,3.12,,,,1,,,,0,0.45,0.63,0.49,,,,,,,32.17,0.0,0.0,67.56,0.0
Precinct,67.106,64.67.106,198,30.79,,,,,1.49,,,,0,,,,0,0.33,0.25,0.26,,,,,,,38.89,0.0,0.0,61.11,0.0
Precinct,67.36,64.67.36,262,28.57,,,,,0.38,,,,0,,,,0,0.42,0.36,0.29,,,,,,,31.68,0.0,0.0,68.32,0.0
Precinct,67.37,64.67.37,480,36.04,,,,,1.03,,,,0,,,,0,0.55,0.76,0.68,,,,,,,24.38,0.0,0.0,75.63,0.0
