shape,common_id,common_name,Average age of registered voters,Numbers of voters over 99 years old,Number of voters between 85 and 99 years old,Total Voters,Number of potential voter duplications
Precinct,22.67,36.22.67,44.05,1,7,1316,2
Precinct,22.68,36.22.68,43.02,0,5,1049,1
Precinct,22.69,36.22.69,43.75,1,6,1449,0
Precinct,22.71,36.22.71,44.95,0,24,1104,0
Precinct,22.74,36.22.74,44.37,0,5,583,1
Precinct,22.75,36.22.75,42.64,0,3,501,0
Precinct,22.78,36.22.78,43.54,1,18,1265,2
Precinct,22.83,36.22.83,39.17,0,5,1240,0
Precinct,22.84,36.22.84,44.89,0,18,950,0
Precinct,22.85,36.22.85,44.92,0,17,1095,1
Precinct,22.86,36.22.86,45.12,0,10,699,1
Precinct,22.87,36.22.87,43.86,0,4,314,1
Precinct,22.89,36.22.89,40.81,0,8,943,0
Precinct,27.01,37.27.01,47.23,0,18,1423,2
Precinct,27.02,37.27.02,45.04,0,19,1455,0
Precinct,27.03,37.27.03,45.36,0,10,758,0
Precinct,27.04,37.27.04,46.61,0,15,658,1
Precinct,27.05,37.27.05,46.65,0,27,1266,2
Precinct,27.06,37.27.06,46.49,0,16,1361,0
Precinct,27.07,37.27.07,46.79,0,16,1256,1
Precinct,27.08,37.27.08,43.96,0,17,959,1
Precinct,27.09,37.27.09,47.98,0,27,1361,0
Precinct,27.10,37.27.10,45.95,0,14,1269,0
Precinct,27.11,37.27.11,48.17,0,12,912,1
Precinct,27.12,37.27.12,44.55,0,22,1039,0
Precinct,27.13,37.27.13,41.53,0,0,1304,0
Precinct,27.14,37.27.14,45.06,0,12,1034,0
Precinct,27.15,37.27.15,45.53,0,18,1371,1
Precinct,27.16,37.27.16,45.03,0,12,942,0
Precinct,27.17,37.27.17,45.61,0,14,1480,1
Precinct,27.18,37.27.18,46.16,1,27,1348,0
Precinct,27.19,37.27.19,47.43,0,20,1280,0
Precinct,27.20,37.27.20,45.1,0,4,482,0
Precinct,27.21,37.27.21,46.17,0,13,947,0
Precinct,27.22,37.27.22,46.65,0,11,888,1
Precinct,27.23,37.27.23,47.68,0,26,1102,0
Precinct,27.24,37.27.24,46.39,0,22,1249,0
Precinct,27.25,37.27.25,47.1,0,12,503,1
Precinct,27.26,37.27.26,46.0,0,14,1333,1
Precinct,27.27,37.27.27,46.24,0,15,989,0
Precinct,27.28,37.27.28,45.97,0,5,743,2
Precinct,27.29,37.27.29,48.6,0,21,729,2
Precinct,27.30,37.27.30,47.42,0,15,832,0
Precinct,27.31,37.27.31,46.21,0,24,1386,1
Precinct,27.32,37.27.32,48.2,0,8,463,0
Precinct,27.33,37.27.33,48.88,0,13,576,1
Precinct,27.34,37.27.34,46.9,0,23,1398,0
Precinct,27.35,37.27.35,47.5,0,9,507,1
Precinct,27.36,37.27.36,52.58,0,2,186,0
Precinct,27.37,37.27.37,48.18,0,7,779,0
Precinct,27.38,37.27.38,43.31,0,1,581,1
Precinct,27.39,37.27.39,45.88,0,16,1184,1
Precinct,27.40,37.27.40,46.35,1,29,1260,3
Precinct,27.41,37.27.41,44.87,0,14,1261,1
Precinct,27.42,37.27.42,46.67,0,16,880,1
Precinct,27.43,37.27.43,45.91,0,19,1131,3
Precinct,27.44,37.27.44,46.71,1,4,356,0
Precinct,27.45,37.27.45,46.33,0,5,299,0
Precinct,19.01,38.19.01,48.34,0,15,1153,1
Precinct,19.02,38.19.02,49.49,0,28,1158,0
Precinct,19.03,38.19.03,50.51,1,6,402,1
Precinct,19.04,38.19.04,53.87,0,11,251,0
Precinct,19.05,38.19.05,51.58,0,10,299,2
Precinct,19.06,38.19.06,51.47,0,12,192,0
Precinct,19.07,38.19.07,48.34,0,5,115,0
Precinct,19.08,38.19.08,47.79,0,21,559,0
Precinct,19.09,38.19.09,49.86,1,25,642,1
Precinct,19.10,38.19.10,48.69,0,10,221,0
Precinct,19.11,38.19.11,47.94,0,20,734,1
Precinct,19.12,38.19.12,49.83,0,28,908,0
Precinct,19.13,38.19.13,49.02,0,5,250,0
Precinct,19.14,38.19.14,48.31,0,11,324,0
Precinct,19.15,38.19.15,52.24,0,8,377,0
Precinct,19.16,38.19.16,48.06,0,15,578,0
Precinct,19.17,38.19.17,51.15,0,21,672,1
Precinct,19.18,38.19.18,49.13,0,8,228,0
Precinct,19.19,38.19.19,49.77,0,27,777,0
Precinct,19.20,38.19.20,48.84,0,25,978,1
Precinct,28.01,38.28.01,47.17,2,33,1355,2
Precinct,28.02,38.28.02,48.07,0,32,1285,1
Precinct,28.03,38.28.03,46.44,0,20,1294,0
Precinct,28.04,38.28.04,46.4,0,9,1072,1
Precinct,28.05,38.28.05,50.02,0,5,188,0
Precinct,28.06,38.28.06,54.6,0,5,100,0
Precinct,28.07,38.28.07,49.23,1,35,1153,6
Precinct,28.08,38.28.08,49.77,0,9,383,2
Precinct,28.09,38.28.09,50.24,0,22,521,1
Precinct,28.10,38.28.10,47.11,0,12,671,0
Precinct,28.11,38.28.11,56.93,0,4,76,0
Precinct,28.12,38.28.12,48.12,1,13,632,0
Precinct,28.13,38.28.13,47.93,0,17,569,1
Precinct,28.14,38.28.14,46.9,0,3,532,0
Precinct,28.15,38.28.15,51.17,0,12,333,0
Precinct,28.16,38.28.16,53.2,2,18,275,0
Precinct,28.17,38.28.17,53.17,0,11,230,2
Precinct,28.18,38.28.18,50.14,1,8,442,0
Precinct,28.19,38.28.19,50.73,1,13,448,0
Precinct,28.20,38.28.20,48.31,0,4,143,0
Precinct,28.21,38.28.21,49.76,1,21,977,0
Precinct,28.22,38.28.22,51.99,0,8,268,0
Precinct,28.24,38.28.24,52.3,0,11,229,0
Precinct,28.25,38.28.25,51.59,0,16,690,0
Precinct,28.26,38.28.26,53.05,0,10,241,0
Precinct,28.27,38.28.27,52.2,0,7,137,0
Precinct,28.28,38.28.28,48.25,0,5,330,0
Precinct,28.29,38.28.29,48.1,0,7,357,0
Precinct,28.30,38.28.30,50.41,0,6,264,0
Precinct,28.31,38.28.31,48.06,0,16,388,0
Precinct,28.32,38.28.32,50.72,1,11,164,0
Precinct,28.33,38.28.33,48.98,0,2,112,0
Precinct,28.34,38.28.34,44.76,1,3,160,0
Precinct,28.35,38.28.35,50.26,0,24,632,2
Precinct,28.36,38.28.36,50.3,0,7,361,1
Precinct,28.37,38.28.37,45.4,0,16,963,0
Precinct,28.38,38.28.38,47.28,0,9,510,0
Precinct,28.39,38.28.39,50.04,0,21,655,1
Precinct,28.40,38.28.40,47.9,0,20,607,0
Precinct,28.41,38.28.41,46.66,0,8,294,0
Precinct,28.42,38.28.42,49.32,0,3,182,0
Precinct,28.43,38.28.43,55.44,0,5,164,0
Precinct,28.44,38.28.44,47.81,0,12,751,0
Precinct,28.45,38.28.45,47.46,1,5,291,0
Precinct,28.46,38.28.46,55.91,0,8,116,0
Precinct,28.47,38.28.47,47.86,2,25,808,0
Precinct,28.48,38.28.48,45.14,0,7,331,0
Precinct,28.49,38.28.49,46.02,0,27,1139,0
Precinct,28.50,38.28.50,52.69,0,10,147,0
Precinct,28.52,38.28.52,47.55,0,26,1184,2
Precinct,28.53,38.28.53,44.2,0,8,1108,0
Precinct,29.01,38.29.01,46.48,0,18,1290,0
Precinct,29.02,38.29.02,47.07,0,5,444,1
Precinct,29.03,38.29.03,47.75,0,13,616,2
Precinct,29.04,38.29.04,49.08,0,9,308,1
Precinct,29.05,38.29.05,48.42,0,7,582,0
Precinct,29.06,38.29.06,47.4,2,15,935,1
Precinct,29.07,38.29.07,46.89,0,8,669,3
Precinct,29.08,38.29.08,46.62,1,1,222,0
Precinct,29.09,38.29.09,49.81,0,4,118,0
Precinct,29.10,38.29.10,45.03,0,1,165,0
Precinct,30.01,39.30.01,47.39,0,22,1312,0
Precinct,30.02,39.30.02,43.38,0,2,1413,2
Precinct,30.03,39.30.03,46.22,0,19,1435,1
Precinct,30.04,39.30.04,47.9,0,16,1185,1
Precinct,30.05,39.30.05,45.45,0,19,1562,1
Precinct,30.06,39.30.06,43.1,0,10,803,0
Precinct,30.07,39.30.07,46.33,0,24,1266,0
Precinct,30.08,39.30.08,43.18,0,5,1505,0
Precinct,30.09,39.30.09,48.71,0,27,1379,2
Precinct,30.10,39.30.10,51.32,1,34,830,2
Precinct,30.11,39.30.11,51.7,0,25,714,0
Precinct,30.12,39.30.12,47.57,0,23,1044,0
Precinct,30.13,39.30.13,45.54,1,14,1193,2
Precinct,30.14,39.30.14,49.11,0,5,147,0
Precinct,30.15,39.30.15,47.43,0,33,1532,3
Precinct,30.16,39.30.16,47.57,0,35,1289,0
Precinct,30.17,39.30.17,50.09,0,44,1371,1
Precinct,30.18,39.30.18,50.33,0,32,819,1
Precinct,30.19,39.30.19,51.19,1,11,388,0
Precinct,30.20,39.30.20,49.73,0,18,752,0
Precinct,30.21,39.30.21,49.2,0,27,1326,1
Precinct,30.22,39.30.22,47.77,0,29,1250,0
Precinct,30.23,39.30.23,44.79,0,1,531,0
Precinct,30.24,39.30.24,48.96,0,26,1251,0
Precinct,30.25,39.30.25,47.3,0,13,722,1
Precinct,30.26,39.30.26,41.7,0,10,1129,0
Precinct,30.27,39.30.27,50.76,1,18,630,0
Precinct,30.28,39.30.28,50.38,0,19,723,0
Precinct,30.29,39.30.29,50.66,1,19,730,0
Precinct,30.30,39.30.30,52.89,0,34,690,0
Precinct,30.31,39.30.31,49.5,0,43,1449,0
Precinct,30.32,39.30.32,46.84,0,16,1426,0
Precinct,30.33,39.30.33,46.29,0,17,1426,1
Precinct,30.34,39.30.34,46.36,0,25,1432,1
Precinct,30.35,39.30.35,47.1,0,13,810,0
Precinct,30.36,39.30.36,49.26,0,20,897,0
Precinct,30.37,39.30.37,46.95,0,15,852,0
Precinct,30.38,39.30.38,50.75,0,33,880,1
Precinct,32.67,39.32.67,46.36,0,27,1504,0
Precinct,32.68,39.32.68,46.47,0,16,856,0
Precinct,32.103,40.32.103,49.07,0,4,194,0
Precinct,32.40,40.32.40,45.53,0,18,1585,4
Precinct,32.41,40.32.41,44.92,0,13,1365,2
Precinct,32.42,40.32.42,45.71,0,8,483,1
Precinct,32.43,40.32.43,44.35,0,10,822,0
Precinct,32.71,40.32.71,45.05,0,10,1252,2
Precinct,32.72,40.32.72,44.84,0,6,599,0
Precinct,32.73,40.32.73,44.85,0,6,808,1
Precinct,32.74,40.32.74,45.97,1,8,917,0
Precinct,32.94,40.32.94,44.91,0,9,994,0
Precinct,33.01,40.33.01,46.43,0,18,1476,1
Precinct,33.02,40.33.02,45.31,0,15,1349,0
Precinct,33.03,40.33.03,45.15,0,16,1520,2
Precinct,33.04,40.33.04,45.83,0,14,1133,2
Precinct,33.05,40.33.05,46.03,0,15,1123,4
Precinct,33.06,40.33.06,46.71,0,15,716,2
Precinct,33.07,40.33.07,47.65,1,17,1026,1
Precinct,33.08,40.33.08,48.48,1,24,1120,4
Precinct,33.09,40.33.09,48.19,1,12,464,1
Precinct,33.10,40.33.10,44.64,0,8,1053,0
Precinct,33.11,40.33.11,49.56,0,3,217,0
Precinct,33.12,40.33.12,46.24,0,14,1232,1
Precinct,33.13,40.33.13,46.53,0,13,936,2
Precinct,33.14,40.33.14,45.45,0,17,1280,0
Precinct,33.15,40.33.15,47.48,0,14,722,0
Precinct,33.16,40.33.16,47.6,0,13,716,2
Precinct,33.17,40.33.17,46.36,1,5,330,0
Precinct,33.18,40.33.18,44.63,0,14,1246,0
Precinct,33.19,40.33.19,46.33,0,26,1441,1
Precinct,33.20,40.33.20,46.3,1,24,1275,0
Precinct,33.21,40.33.21,45.54,0,12,857,0
Precinct,33.22,40.33.22,48.74,0,11,453,0
Precinct,33.23,40.33.23,54.03,0,18,474,0
Precinct,33.24,40.33.24,48.34,0,6,162,0
Precinct,33.25,40.33.25,45.97,0,18,1332,0
Precinct,33.26,40.33.26,47.15,0,26,1179,4
Precinct,33.27,40.33.27,44.96,0,23,1530,2
Precinct,33.28,40.33.28,45.25,1,25,1547,1
Precinct,33.29,40.33.29,45.97,0,16,1503,2
Precinct,33.30,40.33.30,46.44,0,19,949,0
Precinct,33.31,40.33.31,46.27,0,22,1593,0
Precinct,33.34,40.33.34,44.88,0,22,1503,1
Precinct,33.35,40.33.35,45.85,0,17,782,1
Precinct,33.36,40.33.36,44.78,0,12,1302,1
Precinct,33.37,40.33.37,43.92,0,2,447,0
Precinct,33.38,40.33.38,45.51,0,11,735,2
Precinct,33.39,40.33.39,47.11,0,4,296,1
Precinct,33.40,40.33.40,46.56,0,4,225,0
Precinct,33.41,40.33.41,45.29,0,1,139,0
Precinct,32.01,41.32.01,46.39,0,15,1453,0
Precinct,32.02,41.32.02,46.4,0,11,1360,0
Precinct,32.03,41.32.03,46.96,0,25,1409,4
Precinct,32.04,41.32.04,44.09,0,9,1521,1
Precinct,32.05,41.32.05,45.21,0,12,1556,4
Precinct,32.06,41.32.06,47.51,0,26,1334,1
Precinct,32.07,41.32.07,47.26,0,25,1251,2
Precinct,32.08,41.32.08,47.29,0,18,961,0
Precinct,32.09,41.32.09,45.79,0,31,1554,2
Precinct,32.10,41.32.10,46.79,0,20,1400,1
Precinct,32.101,41.32.101,42.69,0,7,710,2
Precinct,32.102,41.32.102,48.03,0,4,319,1
Precinct,32.11,41.32.11,47.64,0,18,1248,0
Precinct,32.12,41.32.12,47.44,0,24,1318,1
Precinct,32.13,41.32.13,46.21,0,14,1100,0
Precinct,32.14,41.32.14,45.43,0,7,1014,1
Precinct,32.15,41.32.15,45.4,0,13,1463,0
Precinct,32.16,41.32.16,45.38,0,15,1222,2
Precinct,32.17,41.32.17,43.96,0,4,1337,3
Precinct,32.18,41.32.18,43.23,0,4,1011,1
Precinct,32.19,41.32.19,46.12,0,24,1477,3
Precinct,32.20,41.32.20,45.62,0,18,1328,2
Precinct,32.21,41.32.21,46.24,0,31,1549,1
Precinct,32.22,41.32.22,44.92,0,15,1268,1
Precinct,32.23,41.32.23,44.17,0,7,1239,1
Precinct,32.32,41.32.32,45.75,0,11,791,1
Precinct,32.33,41.32.33,44.08,0,5,795,0
Precinct,32.34,41.32.34,41.86,0,17,1386,0
Precinct,32.35,41.32.35,45.15,0,11,753,0
Precinct,32.61,41.32.61,44.67,0,17,1597,0
Precinct,32.80,41.32.80,46.58,0,13,1244,0
Precinct,32.81,41.32.81,46.14,0,17,1348,2
Precinct,32.82,41.32.82,46.67,0,20,1398,2
Precinct,32.83,41.32.83,45.02,0,13,1409,1
Precinct,32.84,41.32.84,45.78,0,17,1282,0
Precinct,32.85,41.32.85,45.51,0,10,1578,1
Precinct,32.88,41.32.88,48.65,0,13,1062,0
Precinct,32.90,41.32.90,44.96,0,12,897,0
Precinct,32.95,41.32.95,46.47,0,22,1230,0
Precinct,32.96,41.32.96,44.26,0,7,1065,3
Precinct,32.97,41.32.97,45.51,0,17,1162,0
Precinct,32.100,42.32.100,45.18,0,17,1220,1
Precinct,32.104,42.32.104,44.81,0,2,196,0
Precinct,32.105,42.32.105,44.2,0,4,397,0
Precinct,32.106,42.32.106,47.72,0,5,300,0
Precinct,32.25,42.32.25,46.85,0,25,1268,1
Precinct,32.26,42.32.26,49.21,0,10,395,1
Precinct,32.27,42.32.27,48.98,0,8,504,0
Precinct,32.28,42.32.28,47.46,0,18,1106,0
Precinct,32.29,42.32.29,47.27,1,22,872,0
Precinct,32.30,42.32.30,44.74,0,11,966,1
Precinct,32.31,42.32.31,43.28,0,2,593,1
Precinct,32.36,42.32.36,50.27,0,15,443,1
Precinct,32.37,42.32.37,49.06,0,7,252,0
Precinct,32.38,42.32.38,45.68,1,19,1031,0
Precinct,32.39,42.32.39,46.63,0,19,942,1
Precinct,32.44,42.32.44,46.13,0,23,1550,0
Precinct,32.45,42.32.45,46.83,0,10,923,0
Precinct,32.46,42.32.46,46.51,0,17,809,0
Precinct,32.47,42.32.47,44.25,0,14,541,0
Precinct,32.48,42.32.48,45.44,0,15,1369,0
Precinct,32.49,42.32.49,44.98,0,21,1476,0
Precinct,32.50,42.32.50,45.96,0,17,1314,3
Precinct,32.51,42.32.51,46.57,0,28,1576,2
Precinct,32.52,42.32.52,45.46,0,8,659,0
Precinct,32.53,42.32.53,45.85,0,10,663,0
Precinct,32.54,42.32.54,46.17,0,19,1172,3
Precinct,32.55,42.32.55,46.74,0,23,1136,0
Precinct,32.56,42.32.56,44.89,0,11,1261,0
Precinct,32.57,42.32.57,45.13,0,3,333,0
Precinct,32.58,42.32.58,46.14,0,7,734,2
Precinct,32.59,42.32.59,47.56,0,21,1085,2
Precinct,32.60,42.32.60,48.5,0,21,735,1
Precinct,32.62,42.32.62,45.68,0,30,1539,0
Precinct,32.63,42.32.63,45.55,0,31,1241,2
Precinct,32.64,42.32.64,46.14,0,19,1121,3
Precinct,32.65,42.32.65,45.77,0,10,492,0
Precinct,32.66,42.32.66,45.82,0,14,910,1
Precinct,32.69,42.32.69,47.6,1,28,1201,1
Precinct,32.70,42.32.70,49.04,0,18,693,0
Precinct,32.75,42.32.75,47.23,0,34,1394,2
Precinct,32.76,42.32.76,44.85,0,8,485,0
Precinct,32.77,42.32.77,45.13,0,24,1410,0
Precinct,32.78,42.32.78,46.77,0,27,1529,1
Precinct,32.79,42.32.79,47.12,0,23,1577,0
Precinct,32.86,42.32.86,45.68,0,19,986,1
Precinct,32.87,42.32.87,47.92,0,16,662,0
Precinct,32.89,42.32.89,45.42,0,9,839,0
Precinct,32.91,42.32.91,45.25,1,16,1020,0
Precinct,32.92,42.32.92,44.8,1,12,1126,1
Precinct,32.93,42.32.93,45.25,1,18,1208,1
Precinct,32.98,42.32.98,44.88,0,21,1501,0
Precinct,32.99,42.32.99,46.72,0,16,1155,0
Precinct,35.01,43.35.01,45.49,0,18,1106,5
Precinct,35.02,43.35.02,45.86,0,22,1313,2
Precinct,35.03,43.35.03,46.83,0,23,1288,1
Precinct,35.04,43.35.04,45.51,0,22,1443,2
Precinct,35.05,43.35.05,45.13,0,12,1123,2
Precinct,35.06,43.35.06,46.27,0,17,1380,2
Precinct,35.07,43.35.07,46.46,0,16,1076,1
Precinct,35.08,43.35.08,46.14,0,10,828,1
Precinct,35.09,43.35.09,47.29,0,26,1098,0
Precinct,35.10,43.35.10,45.78,0,16,1069,2
Precinct,35.11,43.35.11,45.73,0,19,1303,1
Precinct,35.12,43.35.12,43.52,0,5,1053,2
Precinct,35.13,43.35.13,43.96,0,11,1410,4
Precinct,35.14,43.35.14,45.1,0,8,988,4
Precinct,35.15,43.35.15,47.98,2,14,711,1
Precinct,35.16,43.35.16,46.64,0,22,1251,1
Precinct,35.17,43.35.17,46.25,0,19,1221,6
Precinct,35.18,43.35.18,47.2,0,19,1317,2
Precinct,35.19,43.35.19,45.81,0,9,1265,0
Precinct,35.20,43.35.20,46.43,0,25,1095,3
Precinct,35.21,43.35.21,47.93,0,9,936,2
Precinct,35.22,43.35.22,46.95,0,4,490,0
Precinct,35.23,43.35.23,46.72,0,19,998,4
Precinct,35.24,43.35.24,48.19,0,8,286,0
Precinct,35.25,43.35.25,47.65,1,15,743,2
Precinct,35.26,43.35.26,46.24,0,26,1153,2
Precinct,35.27,43.35.27,48.31,0,10,450,0
Precinct,35.28,43.35.28,45.67,0,21,1145,2
Precinct,35.29,43.35.29,44.54,0,10,809,5
Precinct,35.30,43.35.30,46.74,0,22,794,3
Precinct,35.31,43.35.31,45.32,0,5,469,1
Precinct,35.32,43.35.32,44.82,0,20,1313,5
Precinct,35.33,43.35.33,50.45,0,38,1193,0
Precinct,35.34,43.35.34,48.51,0,28,1024,2
Precinct,35.35,43.35.35,48.23,0,21,816,2
Precinct,35.36,43.35.36,45.38,0,9,925,1
Precinct,35.37,43.35.37,46.56,0,12,623,2
Precinct,35.38,43.35.38,46.03,0,5,397,2
Precinct,35.39,43.35.39,48.67,0,15,470,2
Precinct,35.40,43.35.40,54.3,0,3,47,0
Precinct,35.41,43.35.41,57.05,0,2,83,0
Precinct,35.42,43.35.42,45.09,0,16,1417,3
Precinct,35.43,43.35.43,45.89,0,15,1397,6
Precinct,35.44,43.35.44,45.01,0,9,928,4
Precinct,35.45,43.35.45,46.23,0,17,1212,5
Precinct,35.46,43.35.46,46.06,0,11,1053,1
Precinct,35.47,43.35.47,45.47,0,17,1087,3
Precinct,35.48,43.35.48,45.42,0,16,967,1
Precinct,35.49,43.35.49,44.43,0,10,964,2
Precinct,35.50,43.35.50,45.15,0,10,1111,2
Precinct,35.51,43.35.51,49.29,0,21,628,2
Precinct,35.52,43.35.52,46.35,0,9,675,0
Precinct,37.01,44.37.01,43.42,0,17,1262,3
Precinct,37.02,44.37.02,46.29,0,27,1418,2
Precinct,37.03,44.37.03,44.85,0,9,1279,4
Precinct,37.04,44.37.04,45.71,0,32,1459,3
Precinct,37.05,44.37.05,45.9,0,14,1159,1
Precinct,37.06,44.37.06,45.28,0,8,1156,0
Precinct,37.07,44.37.07,46.33,0,15,695,1
Precinct,37.08,44.37.08,42.56,0,7,1326,2
Precinct,37.09,44.37.09,48.26,0,29,1206,0
Precinct,37.10,44.37.10,46.95,0,23,1139,1
Precinct,37.11,44.37.11,47.8,0,9,320,1
Precinct,37.12,44.37.12,46.51,0,40,1419,3
Precinct,37.13,44.37.13,47.9,0,17,452,0
Precinct,37.14,44.37.14,47.1,0,27,1099,1
Precinct,37.15,44.37.15,45.58,0,15,685,4
Precinct,37.16,44.37.16,46.07,0,29,1304,4
Precinct,37.17,44.37.17,45.85,0,20,1008,1
Precinct,37.18,44.37.18,50.9,0,48,1107,0
Precinct,37.19,44.37.19,51.36,1,27,443,0
Precinct,37.20,44.37.20,47.38,0,14,677,1
Precinct,37.21,44.37.21,50.96,0,29,1095,0
Precinct,37.22,44.37.22,46.8,1,39,1478,1
Precinct,37.23,44.37.23,46.35,0,16,790,1
Precinct,37.24,44.37.24,59.78,0,59,814,0
Precinct,37.25,44.37.25,57.85,0,49,559,0
Precinct,37.26,44.37.26,57.32,0,33,431,1
Precinct,37.27,44.37.27,46.89,0,25,1199,0
Precinct,37.28,44.37.28,45.96,0,28,1118,2
Precinct,37.29,44.37.29,44.73,0,19,1054,2
Precinct,37.30,44.37.30,41.81,0,14,1369,0
Precinct,37.31,44.37.31,42.26,0,3,935,0
Precinct,37.32,44.37.32,45.04,0,12,1072,2
Precinct,37.33,44.37.33,47.47,0,31,927,1
Precinct,37.34,44.37.34,45.26,0,3,453,0
Precinct,37.35,44.37.35,47.04,0,22,859,2
Precinct,38.01,44.38.01,47.06,0,11,832,2
Precinct,38.02,44.38.02,48.9,1,18,1069,1
Precinct,38.03,44.38.03,48.79,0,37,1470,2
Precinct,38.04,44.38.04,46.25,0,21,894,2
Precinct,38.05,44.38.05,45.97,0,17,1064,0
Precinct,38.06,44.38.06,45.23,0,17,816,0
Precinct,38.07,44.38.07,47.22,0,27,1234,0
Precinct,38.08,44.38.08,42.91,0,4,784,1
Precinct,38.09,44.38.09,42.69,0,16,897,3
Precinct,38.10,44.38.10,45.72,1,13,734,0
Precinct,38.11,44.38.11,42.1,0,5,430,0
Precinct,38.12,44.38.12,47.98,1,32,1421,0
Precinct,38.13,44.38.13,43.91,0,7,400,2
Precinct,38.14,44.38.14,44.92,0,7,813,1
Precinct,38.15,44.38.15,43.41,0,2,674,1
Precinct,38.16,44.38.16,49.25,0,35,1325,1
Precinct,38.17,44.38.17,43.82,0,3,246,1
Precinct,38.18,44.38.18,45.44,0,8,383,0
Precinct,36.01,45.36.01,46.09,0,14,1173,1
Precinct,36.02,45.36.02,46.67,0,15,1014,2
Precinct,36.03,45.36.03,48.71,0,21,944,0
Precinct,36.04,45.36.04,48.0,0,26,1152,2
Precinct,36.05,45.36.05,47.68,0,14,919,2
Precinct,36.06,45.36.06,47.37,0,12,734,1
Precinct,36.07,45.36.07,47.91,0,28,858,0
Precinct,36.08,45.36.08,46.86,0,18,926,2
Precinct,36.09,45.36.09,48.37,0,22,1256,0
Precinct,36.10,45.36.10,46.62,0,19,808,3
Precinct,36.11,45.36.11,48.24,0,15,892,1
Precinct,36.12,45.36.12,47.1,0,7,286,0
Precinct,36.13,45.36.13,47.91,0,32,1425,6
Precinct,36.14,45.36.14,45.12,0,6,336,0
Precinct,36.15,45.36.15,46.32,0,20,1272,4
Precinct,36.16,45.36.16,46.09,0,7,669,4
Precinct,36.17,45.36.17,44.2,0,7,528,0
Precinct,36.18,45.36.18,46.39,0,26,1536,2
Precinct,36.19,45.36.19,48.79,0,14,860,3
Precinct,36.20,45.36.20,46.21,0,23,1414,3
Precinct,36.21,45.36.21,48.27,0,17,564,0
Precinct,36.22,45.36.22,46.33,1,16,729,1
Precinct,36.23,45.36.23,56.07,0,32,717,0
Precinct,36.24,45.36.24,43.76,0,2,183,0
Precinct,36.25,45.36.25,47.97,0,19,868,1
Precinct,36.26,45.36.26,47.12,0,22,1119,3
Precinct,36.27,45.36.27,48.27,1,16,902,0
Precinct,36.28,45.36.28,46.66,0,13,767,3
Precinct,36.29,45.36.29,50.17,0,35,910,1
Precinct,36.30,45.36.30,47.43,0,14,954,4
Precinct,39.01,45.39.01,45.64,0,28,1458,4
Precinct,39.02,45.39.02,41.74,0,1,258,0
Precinct,39.03,45.39.03,47.45,0,13,437,0
Precinct,39.04,45.39.04,48.31,0,47,1193,0
Precinct,39.05,45.39.05,51.57,0,6,75,0
Precinct,39.06,45.39.06,45.37,0,2,92,0
Precinct,39.07,45.39.07,47.15,0,7,289,1
Precinct,39.08,45.39.08,44.81,0,3,442,0
Precinct,39.09,45.39.09,45.76,0,16,425,0
Precinct,39.10,45.39.10,46.47,0,5,279,2
Precinct,39.11,45.39.11,38.72,0,1,217,1
Precinct,39.12,45.39.12,43.97,0,5,284,0
Precinct,39.13,45.39.13,46.92,0,3,126,0
Precinct,39.14,45.39.14,50.7,0,3,138,0
Precinct,39.15,45.39.15,43.59,0,4,351,0
Precinct,39.16,45.39.16,45.38,0,5,441,2
Precinct,39.17,45.39.17,42.41,0,3,245,0
Precinct,39.18,45.39.18,46.97,0,6,374,0
Precinct,39.19,45.39.19,47.59,1,8,273,0
Precinct,39.20,45.39.20,47.79,0,17,559,1
Precinct,39.21,45.39.21,48.44,0,11,191,1
Precinct,39.22,45.39.22,46.4,0,7,254,2
Precinct,39.23,45.39.23,46.2,0,25,1310,0
Precinct,40.05,45.40.05,45.12,0,20,960,0
Precinct,40.06,45.40.06,46.91,1,10,433,0
Precinct,40.07,45.40.07,47.06,0,14,415,0
Precinct,40.08,45.40.08,48.42,0,8,288,0
Precinct,40.17,45.40.17,47.03,0,17,666,0
Precinct,40.18,45.40.18,45.32,0,15,829,0
Precinct,40.19,45.40.19,45.31,0,18,702,0
Precinct,40.20,45.40.20,46.18,0,8,303,0
Precinct,40.21,45.40.21,46.94,0,7,263,0
Precinct,40.43,45.40.43,45.16,0,10,372,0
Precinct,40.44,45.40.44,41.89,0,8,447,0
Precinct,40.45,45.40.45,46.37,0,10,397,0
Precinct,40.46,45.40.46,44.25,0,7,730,0
Precinct,40.47,45.40.47,45.59,0,3,168,0
Precinct,40.48,45.40.48,47.17,0,4,101,0
Precinct,40.54,45.40.54,41.68,0,7,260,0
Precinct,40.60,45.40.60,42.58,0,3,262,0
Precinct,40.01,46.40.01,46.95,0,24,1506,0
Precinct,40.02,46.40.02,45.78,1,27,1440,0
Precinct,40.03,46.40.03,45.65,0,16,1269,0
Precinct,40.04,46.40.04,46.67,0,11,796,0
Precinct,40.09,46.40.09,50.69,0,25,614,0
Precinct,40.10,46.40.10,47.51,0,21,470,0
Precinct,40.11,46.40.11,45.38,0,6,345,0
Precinct,40.12,46.40.12,46.86,0,24,696,0
Precinct,40.13,46.40.13,48.36,0,23,645,0
Precinct,40.14,46.40.14,46.94,0,15,453,0
Precinct,40.15,46.40.15,49.94,0,17,408,0
Precinct,40.16,46.40.16,51.3,0,5,149,0
