shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,People's Government,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Our Georgia,Georgian Dream
Precinct,35.44,43.35.44,370,39.78,,,,,3.14,,,,0,,,,0,0.63,0.57,0.33,,,,,,,2.43,0.0,3.24,0.0,21.08,2.43,0.0,13.51,5.68,0.0,0.0,0.54,0.0,0.0,0.27,0.0,6.22,0.0,0.0,0.0,0.54,8.92,0.0,0.0,35.14
Precinct,35.45,43.35.45,583,47.87,,,,,2.83,,,,1,,,,0,0.9,0.78,0.82,,,,,,,3.09,0.0,2.92,0.0,25.9,1.2,0.17,6.35,4.12,0.0,0.0,1.37,0.17,0.0,0.0,0.51,4.63,0.0,0.0,0.0,0.34,5.15,0.0,0.0,43.91
Precinct,35.46,43.35.46,493,46.69,,,,,2.38,,,,0,,,,0,0.73,0.69,0.67,,,,,,,3.65,0.0,4.67,0.0,26.57,1.62,0.0,4.87,7.71,0.0,0.2,0.0,0.0,0.2,0.0,0.2,6.49,0.0,0.0,0.0,0.61,5.48,0.2,0.0,37.53
Precinct,35.47,43.35.47,448,41.25,,,,,5.08,,,,0,,,,0,0.68,0.71,0.52,,,,,,,7.37,0.0,2.01,0.0,23.44,1.34,0.0,4.02,9.82,0.0,0.22,0.22,0.0,0.0,0.45,0.0,1.56,0.0,0.22,0.0,0.22,5.13,0.22,0.0,43.75
Precinct,35.48,43.35.48,649,66.7,,,,,2.84,,,,0,,,,0,1.1,0.83,0.86,,,,,,,7.24,0.0,2.31,0.0,37.75,1.39,0.0,2.93,8.63,0.15,0.15,0.0,0.15,0.0,0.0,0.15,4.31,0.31,0.15,0.0,0.92,3.7,0.31,0.0,29.43
Precinct,35.49,43.35.49,454,47.14,,,,,3.2,,,,0,,,,0,0.61,0.67,0.68,,,,,,,4.41,0.0,2.42,0.0,27.75,1.1,0.0,11.23,5.29,0.0,0.0,0.0,0.22,0.0,0.0,0.22,4.85,0.0,0.0,0.0,0.0,4.63,0.22,0.22,37.44
Precinct,35.50,43.35.50,447,40.45,,,,,3.46,,,,0,,,,0,0.71,0.55,0.71,,,,,,,4.03,0.0,5.15,0.22,32.21,1.34,0.0,7.38,4.92,0.0,0.22,0.0,0.0,0.0,0.0,0.22,2.24,0.0,0.22,0.22,0.0,8.28,0.45,0.0,32.89
Precinct,35.51,43.35.51,279,44.36,,,,,6.38,,,,0,,,,0,0.58,0.35,0.29,,,,,,,5.02,0.0,2.15,0.0,17.92,1.79,0.0,5.73,3.58,0.0,0.0,0.0,0.0,0.0,0.36,0.36,12.19,0.0,0.0,0.0,0.0,4.66,0.0,0.0,46.24
Precinct,35.52,43.35.52,338,49.85,,,,,3.15,,,,0,,,,0,0.53,0.51,0.39,,,,,,,5.03,0.0,3.25,0.0,25.74,0.59,0.0,5.03,6.8,0.3,0.0,0.59,0.0,0.3,0.0,0.0,2.37,0.0,0.0,0.0,0.3,6.51,0.0,0.0,43.2
Precinct,37.01,44.37.01,662,52.75,,,,,3.07,,,,0,,,,1,1.01,1.1,0.62,,,,,,,3.93,0.0,1.36,0.0,44.41,0.45,0.0,4.38,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,1.06,6.19,0.6,0.0,32.93
Precinct,37.02,44.37.02,678,47.65,,,,,3.0,,,,0,,,,0,0.94,1.01,0.95,,,,,,,2.36,0.15,2.8,0.15,40.56,0.3,0.15,2.95,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.44,0.0,0.74,0.0,0.59,2.65,0.0,0.0,43.07
Precinct,37.03,44.37.03,704,55.04,,,,,2.49,,,,0,,,,0,1.1,1.1,0.72,,,,,,,4.55,0.14,1.42,0.0,37.36,0.85,0.0,2.41,2.41,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.57,0.0,0.0,0.0,0.43,4.69,0.0,0.0,44.89
Precinct,37.04,44.37.04,747,51.16,,,,,2.86,,,,2,,,,0,1.06,1.22,0.83,,,,,,,2.54,0.0,1.87,0.0,44.18,0.13,0.0,1.07,2.14,0.13,0.0,0.0,0.13,0.0,0.27,0.0,0.8,0.13,0.0,0.13,0.8,3.21,0.0,0.0,42.17
Precinct,37.05,44.37.05,553,47.67,,,,,3.32,,,,1,,,,0,0.82,0.78,0.78,,,,,,,8.14,0.0,1.45,0.0,52.98,0.54,0.0,1.99,2.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.9,0.0,0.0,0.0,0.0,1.63,0.0,0.0,29.84
Precinct,37.06,44.37.06,593,51.48,,,,,3.1,,,,9,,,,0,0.97,0.91,0.59,,,,,,,4.38,0.0,0.67,0.17,43.84,1.01,0.0,2.19,3.54,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.17,0.0,1.01,2.7,0.0,0.0,37.61
Precinct,37.07,44.37.07,355,51.15,,,,,3.79,,,,0,,,,0,0.48,0.48,0.61,,,,,,,3.1,0.0,1.69,0.28,51.55,0.28,0.0,1.69,1.97,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.28,0.0,0.28,0.0,0.85,1.41,0.0,0.0,36.34
Precinct,37.08,44.37.08,738,55.66,,,,,2.51,,,,0,,,,0,1.19,1.12,0.74,,,,,,,3.93,0.0,2.71,0.14,43.5,0.27,0.0,3.52,3.12,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.54,2.71,0.0,0.0,38.35
Precinct,37.09,44.37.09,834,68.76,,,,,4.14,,,,0,,,,0,1.13,1.16,1.39,,,,,,,1.44,0.0,1.44,0.12,66.19,0.24,0.0,0.6,0.6,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.24,0.0,0.0,0.0,0.0,1.8,0.0,0.0,27.1
Precinct,37.10,44.37.10,608,53.38,,,,,3.03,,,,1,,,,0,1.08,0.77,0.75,,,,,,,2.14,0.0,1.15,0.0,56.91,0.33,0.0,0.66,1.15,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.49,0.16,0.0,0.0,0.33,1.64,0.0,0.16,34.54
Precinct,37.11,44.37.11,192,59.63,,,,,3.03,,,,0,,,,0,0.4,0.21,0.21,,,,,,,0.0,0.0,0.0,0.0,46.88,0.52,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,1.04,0.0,0.0,49.48
Precinct,37.12,44.37.12,788,56.05,,,,,5.52,,,,0,,,,2,1.12,1.2,1.14,,,,,,,1.65,0.0,0.76,0.0,43.78,0.13,0.0,3.93,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.13,4.19,0.0,0.13,0.13,0.25,5.2,0.13,0.0,35.79
Precinct,37.13,44.37.13,298,65.93,,,,,3.56,,,,0,,,,0,0.55,0.36,0.38,,,,,,,1.68,0.0,2.68,0.0,40.6,0.0,0.0,1.01,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.0,0.0,2.35,0.0,0.0,47.32
Precinct,37.14,44.37.14,674,61.55,,,,,2.32,,,,0,,,,0,1.31,0.9,0.58,,,,,,,2.23,0.0,1.63,0.15,25.22,0.0,0.0,2.82,4.6,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,3.86,0.15,0.0,58.9
Precinct,37.15,44.37.15,430,63.05,,,,,4.23,,,,0,,,,0,0.7,0.73,0.35,,,,,,,0.7,0.23,1.4,0.23,35.35,1.4,0.23,0.93,2.09,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.0,0.0,1.86,0.0,0.0,55.12
Precinct,37.16,44.37.16,845,64.6,,,,,2.2,,,,0,,,,0,1.3,1.16,1.13,,,,,,,0.95,0.0,0.95,0.24,43.2,0.36,0.0,2.37,3.55,0.0,0.0,0.0,0.0,0.0,0.12,0.24,1.07,0.12,0.0,0.0,0.12,6.51,0.12,0.0,40.12
Precinct,37.17,44.37.17,631,62.54,,,,,3.52,,,,0,,,,0,0.92,0.91,0.88,,,,,,,1.58,0.16,2.85,0.0,40.57,0.79,0.0,2.38,1.43,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.0,0.16,2.38,0.0,0.16,45.8
Precinct,37.18,44.37.18,518,46.88,,,,,4.25,,,,0,,,,0,0.76,0.68,0.86,,,,,,,0.39,0.0,1.35,0.0,40.73,0.39,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,0.19,2.12,0.0,0.0,0.0,0.0,0.58,0.0,0.19,53.47
Precinct,37.19,44.37.19,260,58.96,,,,,5.8,,,,0,,,,0,0.44,0.45,0.2,,,,,,,0.0,0.0,0.77,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.77,0.0,0.0,72.31
Precinct,37.20,44.37.20,414,61.33,,,,,3.04,,,,0,,,,0,0.61,0.7,0.38,,,,,,,2.17,0.0,2.42,0.24,57.97,0.48,0.0,2.42,2.66,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.48,0.48,0.0,0.0,0.0,3.14,0.0,0.0,27.05
Precinct,37.21,44.37.21,636,58.24,,,,,4.22,,,,9,,,,0,0.83,1.23,0.52,,,,,,,0.31,0.0,0.47,0.0,43.87,0.16,0.0,0.0,0.0,0.31,0.0,0.0,0.16,0.16,0.16,0.31,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,52.36
Precinct,37.22,44.37.22,943,63.93,,,,,1.36,,,,0,,,,0,1.21,1.14,1.79,,,,,,,1.27,0.11,0.64,0.0,44.01,0.21,0.11,2.23,2.55,0.0,0.11,0.21,0.11,0.0,0.0,0.0,0.32,0.0,0.0,0.11,0.0,4.98,0.0,0.21,42.84
Precinct,37.23,44.37.23,509,64.27,,,,,3.96,,,,0,,,,0,0.88,0.75,0.53,,,,,,,2.75,0.0,1.18,0.2,40.08,0.2,0.0,2.75,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,3.93,0.2,0.0,45.19
Precinct,37.24,44.37.24,421,51.85,,,,,6.65,,,,0,,,,0,0.74,0.62,0.48,,,,,,,0.0,0.24,0.48,0.0,23.75,0.0,0.24,0.48,0.48,0.24,0.0,0.48,0.0,0.0,0.24,0.0,3.33,0.0,0.0,0.0,0.0,0.48,0.0,0.24,69.36
Precinct,37.25,44.37.25,278,49.03,,,,,8.85,,,,0,,,,0,0.6,0.36,0.29,,,,,,,0.36,0.0,1.44,0.36,66.19,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.36,0.0,0.72,0.0,2.52,0.0,0.36,0.0,0.0,0.36,0.0,0.0,26.98
Precinct,37.26,44.37.26,214,49.77,,,,,6.14,,,,0,,,,0,0.5,0.2,0.26,,,,,,,0.47,0.0,0.93,0.0,20.56,0.0,0.0,1.87,0.0,0.0,0.47,0.0,0.47,0.0,0.93,0.0,3.27,0.0,0.0,0.0,0.0,1.4,0.0,0.47,69.16
Precinct,37.27,44.37.27,768,64.21,,,,,5.19,,,,2,,,,0,0.77,1.3,1.31,,,,,,,1.82,0.0,1.04,0.0,36.46,0.13,0.0,0.0,0.91,0.13,0.0,0.26,0.0,0.0,0.26,0.0,0.91,0.0,0.0,0.0,0.0,2.34,0.0,0.13,55.34
Precinct,37.28,44.37.28,596,53.21,,,,,3.09,,,,1,,,,0,0.86,0.9,0.77,,,,,,,1.85,0.0,3.69,0.0,43.29,0.5,0.17,1.68,2.35,0.17,0.0,0.5,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.67,5.87,0.17,0.17,38.09
Precinct,37.29,44.37.29,546,51.61,,,,,2.85,,,,1,,,,0,0.62,0.84,0.9,,,,,,,4.4,0.0,2.01,0.37,42.49,0.92,0.0,0.92,1.83,0.18,0.0,0.0,0.0,0.18,0.0,0.0,1.1,0.0,0.18,0.0,0.18,2.56,0.0,0.18,42.31
Precinct,37.30,44.37.30,661,48.28,,,,,2.36,,,,2,,,,0,0.92,1.05,0.78,,,,,,,2.42,0.0,0.91,0.0,54.16,1.66,0.0,1.82,3.48,0.0,0.0,0.45,0.0,0.0,0.15,0.0,0.3,0.0,0.3,0.0,0.61,2.57,0.0,0.3,30.56
Precinct,37.31,44.37.31,504,53.22,,,,,3.63,,,,0,,,,1,0.7,0.79,0.65,,,,,,,3.57,0.0,1.79,0.0,43.85,1.19,0.0,2.58,2.78,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.98,6.75,0.0,0.0,35.32
Precinct,37.32,44.37.32,528,49.58,,,,,2.58,,,,0,,,,0,0.84,0.85,0.48,,,,,,,4.36,0.19,1.52,0.0,41.48,0.95,0.0,2.84,2.84,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.76,0.0,0.0,0.0,0.19,3.6,0.38,0.0,40.53
Precinct,37.33,44.37.33,551,59.5,,,,,4.84,,,,0,,,,0,0.76,0.82,0.84,,,,,,,0.91,0.0,1.63,0.18,62.61,1.09,0.18,0.73,1.63,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.18,2.0,0.0,0.0,28.13
Precinct,37.34,44.37.34,268,59.69,,,,,3.6,,,,0,,,,0,0.44,0.41,0.27,,,,,,,1.49,0.0,1.12,0.0,55.22,0.0,0.0,0.75,1.87,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.75,0.0,0.0,0.0,0.37,1.87,0.0,0.0,36.19
Precinct,37.35,44.37.35,442,50.63,,,,,3.07,,,,0,,,,0,1.11,0.38,0.41,,,,,,,0.91,0.0,2.04,0.0,44.34,0.45,0.23,2.26,6.33,0.0,0.0,0.23,0.0,0.0,0.0,0.0,1.13,0.0,0.68,0.0,0.23,2.71,0.0,0.0,38.46
Precinct,38.01,44.38.01,497,58.89,,,,,2.17,,,,0,,,,0,1.06,0.69,0.25,,,,,,,3.22,0.0,3.02,0.2,16.7,0.6,0.0,1.81,2.01,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.82,0.0,0.2,0.0,0.0,2.21,0.2,0.0,65.59
Precinct,38.02,44.38.02,661,61.55,,,,,1.49,,,,4,,,,0,1.08,0.85,0.87,,,,,,,1.36,0.15,3.03,0.0,16.79,0.3,0.15,4.24,1.51,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.3,0.0,0.0,3.18,0.15,0.0,67.47
Precinct,38.03,44.38.03,1020,69.25,,,,,2.39,,,,0,,,,119,1.58,1.5,1.19,,,,,,,13.04,0.0,1.86,0.2,55.69,0.69,0.0,0.69,2.06,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.2,0.2,0.0,2.94,0.0,0.0,33.63
Precinct,38.04,44.38.04,605,67.75,,,,,2.42,,,,0,,,,0,0.87,1.01,0.6,,,,,,,1.49,0.0,1.16,0.17,37.02,1.16,0.0,1.32,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.99,0.17,0.0,0.0,0.0,1.98,0.0,0.17,50.25
Precinct,38.05,44.38.05,579,54.73,,,,,4.77,,,,0,,,,0,0.95,0.69,0.95,,,,,,,1.9,0.0,2.42,0.0,33.33,0.0,1.55,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.17,0.0,0.0,0.0,3.45,0.0,0.0,53.02
Precinct,38.06,44.38.06,461,56.63,,,,,3.56,,,,0,,,,0,0.73,0.55,0.77,,,,,,,4.56,0.0,3.9,0.0,32.1,1.08,0.65,1.08,3.69,0.0,0.0,0.0,0.0,0.22,0.0,0.22,1.74,0.0,0.0,0.0,0.0,1.52,0.0,0.0,49.24
Precinct,38.07,44.38.07,753,60.73,,,,,1.95,,,,3,,,,0,1.06,1.23,0.81,,,,,,,0.8,0.0,1.59,0.13,27.89,0.53,0.0,1.33,2.39,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.27,0.13,0.0,0.0,2.26,0.0,0.13,61.89
Precinct,38.08,44.38.08,557,70.69,,,,,3.3,,,,0,,,,0,0.91,0.63,0.94,,,,,,,5.39,0.0,3.41,0.0,40.22,0.72,0.0,0.36,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.54,0.0,0.0,48.29
Precinct,38.09,44.38.09,498,55.7,,,,,4.23,,,,2,,,,0,0.89,0.52,0.83,,,,,,,1.61,0.0,2.41,0.0,36.35,0.0,0.0,1.61,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.6,0.0,0.0,2.61,0.0,0.0,50.4
Precinct,38.10,44.38.10,392,53.33,,,,,3.92,,,,0,,,,0,0.84,0.52,0.28,,,,,,,3.06,0.0,3.83,0.26,21.94,0.26,0.0,2.3,4.34,0.0,0.0,0.26,0.0,0.0,0.0,0.0,2.55,0.0,1.79,0.0,0.0,3.57,0.0,0.0,55.87
Precinct,38.11,44.38.11,282,66.04,,,,,2.76,,,,0,,,,0,0.5,0.39,0.29,,,,,,,0.35,0.35,3.9,0.35,45.04,1.06,0.0,2.13,0.35,0.0,0.0,0.35,0.0,0.0,0.35,0.0,0.71,0.0,0.0,0.0,0.35,2.84,0.0,0.0,41.84
Precinct,38.12,44.38.12,959,67.44,,,,,3.03,,,,0,,,,0,1.77,1.04,1.41,,,,,,,2.09,0.0,0.83,0.21,56.73,0.63,0.21,0.63,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.21,35.04
Precinct,38.13,44.38.13,283,70.22,,,,,3.08,,,,0,,,,0,0.58,0.39,0.2,,,,,,,0.35,0.0,2.47,0.0,35.69,1.06,0.35,3.18,1.06,0.0,0.0,1.41,0.0,0.0,0.0,0.0,6.01,0.0,0.0,0.0,0.0,6.01,0.0,0.0,42.4
Precinct,38.14,44.38.14,458,55.92,,,,,3.17,,,,0,,,,0,0.95,0.58,0.39,,,,,,,2.4,0.0,3.28,0.0,27.29,0.66,0.0,1.97,2.18,0.0,0.44,0.0,0.0,0.44,0.0,0.0,2.4,0.0,0.87,0.0,0.22,5.02,0.44,0.0,52.4
Precinct,38.15,44.38.15,421,62.65,,,,,1.41,,,,0,,,,0,0.6,0.6,0.57,,,,,,,2.61,0.24,4.04,0.48,49.41,1.19,0.0,1.9,3.56,0.0,0.0,0.24,0.24,0.24,0.0,0.0,2.14,0.0,0.24,0.0,0.0,1.43,0.24,0.0,31.83
Precinct,38.16,44.38.16,945,70.95,,,,,2.98,,,,0,,,,0,1.4,1.29,1.41,,,,,,,2.96,0.0,0.32,0.0,56.51,0.53,0.32,0.63,2.12,0.0,0.11,0.0,0.0,0.11,0.21,0.0,0.0,0.21,0.0,0.0,0.32,1.69,0.0,0.11,33.86
Precinct,38.17,44.38.17,181,74.18,,,,,1.63,,,,0,,,,0,0.3,0.31,0.11,,,,,,,1.66,0.0,1.66,0.0,47.51,1.11,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.55,0.0,0.0,44.75
Precinct,38.18,44.38.18,218,55.33,,,,,5.22,,,,0,,,,0,0.57,0.18,0.21,,,,,,,0.46,0.0,3.21,0.0,36.7,1.38,0.0,0.46,4.13,0.0,0.0,0.0,0.46,0.46,0.0,0.0,3.67,0.0,0.0,0.0,0.0,3.21,0.0,0.46,45.41
Precinct,36.01,45.36.01,465,39.91,,,,,4.32,,,,0,,,,0,0.81,0.74,0.39,,,,,,,0.65,0.22,11.4,0.0,21.72,0.43,3.44,13.55,4.09,0.0,0.0,0.43,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.43,0.0,3.01,0.0,0.0,40.43
Precinct,36.02,45.36.02,468,46.29,,,,,2.5,,,,0,,,,0,0.85,0.6,0.54,,,,,,,1.92,0.0,5.98,0.0,25.21,0.85,12.39,10.26,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.43,0.43,2.99,0.0,0.21,36.11
Precinct,36.03,45.36.03,506,53.55,,,,,0.78,,,,0,,,,0,0.74,0.96,0.24,,,,,,,1.98,0.0,5.93,0.0,13.64,0.4,1.58,23.32,3.56,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.0,2.17,0.4,3.75,0.2,0.0,42.09
Precinct,36.04,45.36.04,559,48.61,,,,,2.61,,,,0,,,,0,0.86,0.8,0.71,,,,,,,1.97,0.0,3.4,0.0,15.74,1.61,0.18,12.88,5.01,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.18,3.58,0.0,0.0,54.56
Precinct,36.05,45.36.05,463,50.49,,,,,2.73,,,,0,,,,0,0.7,0.72,0.51,,,,,,,4.97,0.0,4.54,0.0,24.84,1.08,0.65,12.31,4.1,0.0,0.0,0.0,0.0,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.43,2.38,0.0,0.0,44.06
Precinct,36.06,45.36.06,349,47.68,,,,,4.12,,,,0,,,,0,0.67,0.52,0.27,,,,,,,3.15,0.0,8.31,0.0,29.23,1.43,1.15,10.03,5.44,0.0,0.29,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,0.29,0.0,5.16,0.0,0.0,34.38
Precinct,36.07,45.36.07,335,39.09,,,,,4.56,,,,0,,,,0,0.63,0.48,0.3,,,,,,,2.09,0.3,2.39,0.3,20.3,2.39,0.0,9.85,5.67,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.0,1.19,0.0,0.0,5.97,0.3,0.0,48.36
Precinct,36.08,45.36.08,331,35.67,,,,,3.78,,,,0,,,,0,0.65,0.43,0.32,,,,,,,3.32,0.0,8.16,0.0,18.43,1.51,0.6,14.8,5.44,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,4.23,0.0,0.0,41.39
Precinct,36.09,45.36.09,527,42.23,,,,,5.05,,,,0,,,,0,1.01,0.72,0.54,,,,,,,3.04,0.0,5.5,0.0,23.34,0.95,0.38,18.6,5.88,0.0,0.0,0.57,0.19,0.19,0.0,0.19,0.38,0.0,0.19,0.0,0.0,4.36,0.0,0.19,36.05
Precinct,36.10,45.36.10,350,43.32,,,,,2.78,,,,0,,,,0,0.65,0.52,0.27,,,,,,,1.71,0.0,5.14,0.0,16.86,0.57,0.29,13.43,8.86,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,2.0,0.0,0.0,50.29
Precinct,36.11,45.36.11,491,54.92,,,,,3.35,,,,0,,,,0,0.75,0.82,0.46,,,,,,,3.26,0.0,9.16,0.0,16.29,1.63,0.2,5.3,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.2,0.0,0.0,1.63,0.0,0.0,58.04
Precinct,36.12,45.36.12,191,66.32,,,,,0.52,,,,0,,,,0,0.5,0.17,0.13,,,,,,,1.57,0.0,4.19,0.0,26.7,0.52,0.0,8.38,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.52,0.52,0.0,0.0,0.0,56.54
Precinct,36.13,45.36.13,745,51.99,,,,,5.1,,,,0,,,,0,1.25,1.09,0.87,,,,,,,2.55,0.0,21.88,0.0,13.02,0.54,0.13,11.95,6.31,0.0,0.0,0.27,0.0,0.0,0.13,0.13,0.67,0.13,0.0,0.13,0.27,2.55,0.0,0.0,39.33
Precinct,36.14,45.36.14,180,54.05,,,,,2.7,,,,0,,,,0,0.36,0.1,0.38,,,,,,,0.0,0.0,7.78,0.0,30.56,0.56,2.22,0.56,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.56,0.0,52.22
Precinct,36.15,45.36.15,731,57.11,,,,,2.79,,,,0,,,,0,1.26,0.99,0.84,,,,,,,1.78,0.0,3.97,0.0,20.11,0.55,0.0,8.62,3.42,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.0,0.0,0.14,0.0,1.78,0.14,0.0,58.69
Precinct,36.16,45.36.16,337,50.45,,,,,4.53,,,,0,,,,0,0.62,0.45,0.38,,,,,,,1.78,0.0,5.93,0.0,15.73,1.19,0.89,16.02,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,50.15
Precinct,36.17,45.36.17,259,49.24,,,,,4.78,,,,0,,,,0,0.53,0.19,0.49,,,,,,,2.32,0.0,3.47,0.0,11.58,0.39,0.0,11.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.39,66.8
Precinct,36.18,45.36.18,911,58.89,,,,,3.6,,,,0,,,,0,1.32,1.33,1.28,,,,,,,2.09,0.0,2.96,0.11,16.68,0.55,0.11,8.45,7.57,0.11,0.11,0.22,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.66,0.0,0.0,59.82
Precinct,36.19,45.36.19,488,56.03,,,,,3.56,,,,0,,,,0,0.88,0.74,0.42,,,,,,,2.05,0.0,4.51,0.2,13.73,0.2,0.2,28.07,5.74,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,2.87,0.0,0.0,41.6
Precinct,36.20,45.36.20,750,53.04,,,,,3.35,,,,10,,,,0,1.2,1.03,0.99,,,,,,,4.0,0.0,2.67,0.0,19.2,1.6,0.8,15.2,4.8,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,3.6,0.27,0.27,45.87
Precinct,36.21,45.36.21,312,54.93,,,,,3.7,,,,0,,,,0,0.57,0.44,0.29,,,,,,,3.53,0.0,5.13,0.0,24.68,0.32,0.32,8.65,4.49,0.0,0.32,0.96,0.0,0.0,0.32,0.32,0.0,0.0,0.32,0.0,0.0,3.85,0.0,0.0,46.79
Precinct,36.22,45.36.22,368,50.62,,,,,4.91,,,,0,,,,0,0.75,0.52,0.27,,,,,,,2.72,0.0,4.62,0.54,11.68,0.54,0.0,23.37,5.43,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,0.27,0.0,0.54,3.53,0.0,0.0,45.65
Precinct,36.23,45.36.23,256,35.8,,,,,5.19,,,,0,,,,0,0.65,0.3,0.14,,,,,,,0.78,0.0,6.25,0.0,33.59,0.78,0.0,6.25,1.17,0.0,0.39,0.39,0.39,0.0,0.0,0.0,0.39,0.0,0.78,0.39,1.95,1.56,0.0,0.0,44.92
