shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,People's Government,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Our Georgia,Georgian Dream
Precinct,65.31,62.65.31,500,65.36,,,,,2.91,,,,0,,,,0,0.59,0.91,0.56,,,,,,,1.6,0.2,0.2,0.0,36.8,0.0,0.0,2.6,1.0,0.2,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,55.6
Precinct,65.32,62.65.32,629,47.26,,,,,4.12,,,,1,,,,0,1.1,1.0,0.51,,,,,,,1.27,0.0,1.59,0.0,41.81,0.48,0.0,5.41,0.64,0.0,0.0,0.32,0.16,0.16,0.0,0.0,0.64,0.0,0.0,0.16,0.32,8.74,0.48,0.16,37.52
Precinct,65.33,62.65.33,654,51.86,,,,,4.11,,,,0,,,,0,0.84,1.08,0.87,,,,,,,2.29,0.0,1.68,0.15,33.33,0.46,0.0,2.14,1.38,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.46,0.0,0.0,0.0,0.0,10.86,0.0,0.0,47.09
Precinct,65.34,62.65.34,662,64.33,,,,,2.22,,,,2,,,,0,0.88,1.03,0.87,,,,,,,6.8,0.0,4.38,0.15,23.11,0.0,0.3,6.65,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,2.57,0.0,0.0,54.53
Precinct,65.35,62.65.35,817,59.12,,,,,5.22,,,,0,,,,0,1.23,1.17,1.21,,,,,,,2.2,0.0,1.47,0.37,35.13,0.12,0.0,1.22,1.35,0.0,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,54.22
Precinct,65.36,62.65.36,739,54.99,,,,,2.38,,,,0,,,,0,0.82,1.22,1.07,,,,,,,4.06,0.0,2.17,0.27,32.21,0.27,0.0,14.48,1.49,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.41,0.0,0.0,0.27,0.14,4.6,0.14,0.0,39.24
Precinct,65.37,62.65.37,313,53.41,,,,,6.85,,,,0,,,,0,0.65,0.48,0.21,,,,,,,1.92,0.0,2.24,0.0,24.28,0.64,0.0,4.15,0.32,0.0,0.0,0.0,1.28,0.0,0.0,0.32,2.24,0.0,0.0,0.0,0.32,2.24,0.0,0.0,60.06
Precinct,65.38,62.65.38,375,54.82,,,,,4.58,,,,0,,,,0,0.57,0.59,0.45,,,,,,,3.47,0.0,1.6,0.0,46.93,0.53,0.27,2.13,1.87,0.0,0.0,0.27,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,4.0,0.0,0.0,36.8
Precinct,65.39,62.65.39,210,54.69,,,,,7.49,,,,0,,,,0,0.39,0.3,0.24,,,,,,,3.81,0.0,10.95,0.48,32.38,1.9,0.0,5.24,0.48,0.0,0.0,0.0,0.0,0.0,0.48,0.0,2.38,0.0,0.0,0.0,0.0,5.24,0.0,0.0,36.67
Precinct,63.05,63.63.05,736,68.91,,,,,1.47,,,,4,,,,0,1.13,1.3,0.47,,,,,,,5.84,0.0,1.09,0.0,35.73,0.14,0.0,0.54,0.82,0.0,0.0,0.27,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,1.77,0.0,0.0,52.99
Precinct,63.09,63.63.09,628,55.23,,,,,2.33,,,,0,,,,0,1.03,1.06,0.43,,,,,,,14.65,0.0,1.75,0.0,28.98,0.32,0.0,1.59,1.75,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.16,0.16,47.77
Precinct,63.19,63.63.19,349,64.63,,,,,1.97,,,,0,,,,0,0.75,0.5,0.14,,,,,,,10.03,0.0,2.58,0.29,40.97,0.29,0.0,2.87,1.72,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,1.72,0.0,0.0,38.68
Precinct,63.22,63.63.22,516,60.71,,,,,2.09,,,,0,,,,0,0.84,0.83,0.42,,,,,,,7.36,0.0,1.36,0.0,31.98,0.39,0.19,1.36,2.71,0.0,0.0,0.19,0.0,0.39,0.0,0.19,0.0,0.19,0.19,0.0,0.0,2.91,0.19,0.0,50.39
Precinct,64.01,63.64.01,565,49.6,,,,,2.92,,,,1,,,,0,0.99,0.87,0.47,,,,,,,5.84,0.0,5.84,0.18,26.19,0.35,0.0,2.83,2.48,0.18,0.18,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.35,5.49,0.18,0.0,49.03
Precinct,64.02,63.64.02,425,44.5,,,,,1.62,,,,0,,,,0,0.9,0.54,0.29,,,,,,,9.41,0.0,3.29,0.24,28.94,0.47,0.0,3.06,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.24,0.0,0.0,0.0,2.12,6.12,0.24,0.0,42.82
Precinct,64.03,63.64.03,511,51.2,,,,,1.92,,,,26,,,,0,1.0,0.68,0.43,,,,,,,6.65,0.2,3.52,0.0,22.7,1.17,0.0,1.76,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.2,0.0,0.0,0.78,0.0,0.39,0.0,52.84
Precinct,64.04,63.64.04,521,47.75,,,,,2.62,,,,0,,,,0,0.97,0.68,0.56,,,,,,,3.65,0.0,2.88,0.0,25.91,1.34,0.0,0.96,4.99,0.19,0.0,0.19,0.0,0.0,0.19,0.19,0.19,0.0,0.19,0.0,1.34,6.53,0.19,0.0,51.06
Precinct,64.05,63.64.05,496,47.28,,,,,4.8,,,,0,,,,0,1.07,0.69,0.33,,,,,,,3.43,0.0,2.82,0.4,26.81,0.4,0.0,1.81,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.41,0.2,0.0,0.0,0.2,8.06,0.2,0.2,50.6
Precinct,64.06,63.64.06,443,45.39,,,,,2.64,,,,22,,,,0,0.88,0.55,0.44,,,,,,,3.84,0.0,3.39,0.0,31.15,0.0,0.0,2.71,0.9,0.0,0.23,0.0,0.0,0.0,0.23,0.9,0.45,0.0,0.0,0.0,0.68,7.67,0.0,0.0,42.89
Precinct,64.07,63.64.07,677,49.02,,,,,2.03,,,,1,,,,0,1.25,0.85,0.75,,,,,,,5.91,0.0,3.25,0.0,32.79,0.15,0.0,1.48,2.66,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.44,0.0,0.0,0.0,0.59,4.14,0.15,0.0,48.01
Precinct,64.08,63.64.08,653,44.21,,,,,3.26,,,,0,,,,0,1.05,0.9,0.85,,,,,,,6.43,0.15,3.52,0.15,38.9,1.84,0.15,2.14,3.37,0.0,0.0,0.0,0.15,0.0,0.15,0.77,0.15,0.0,0.0,0.0,0.31,7.5,0.0,0.0,34.3
Precinct,64.09,63.64.09,669,46.88,,,,,4.02,,,,0,,,,0,1.3,0.75,0.89,,,,,,,4.48,0.0,1.94,0.15,45.14,0.6,0.0,1.94,2.99,0.15,0.15,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.3,4.33,0.15,0.0,35.43
Precinct,64.10,63.64.10,615,49.92,,,,,2.69,,,,0,,,,0,0.98,0.95,0.62,,,,,,,4.72,0.0,3.25,0.33,29.59,0.49,0.0,4.23,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.16,0.0,0.0,0.0,2.76,5.69,0.16,0.0,45.2
Precinct,64.11,63.64.11,386,48.49,,,,,3.5,,,,0,,,,0,0.76,0.58,0.24,,,,,,,6.74,0.0,4.4,0.0,20.73,0.78,0.0,2.85,2.85,0.26,0.0,0.0,0.0,0.0,0.52,0.26,0.0,0.0,0.0,0.0,3.89,8.03,0.0,0.0,48.7
Precinct,64.12,63.64.12,610,43.57,,,,,4.24,,,,1,,,,0,1.31,0.71,0.61,,,,,,,5.9,0.0,3.93,0.16,31.97,0.82,0.0,0.98,1.31,0.0,0.0,0.0,0.0,0.16,0.0,0.66,0.0,0.0,0.0,0.0,4.59,6.56,0.0,0.0,42.79
Precinct,64.13,63.64.13,436,40.63,,,,,4.8,,,,0,,,,0,0.79,0.63,0.44,,,,,,,4.13,0.0,4.36,0.0,39.91,1.61,0.0,1.83,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.69,0.0,0.0,0.23,1.61,3.9,0.69,0.0,37.39
Precinct,64.14,63.64.14,526,41.61,,,,,4.71,,,,0,,,,0,1.11,0.63,0.53,,,,,,,4.75,0.0,1.71,0.0,50.57,0.38,0.19,1.71,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.0,1.14,7.98,0.19,0.0,27.76
Precinct,64.15,63.64.15,549,44.31,,,,,5.51,,,,0,,,,0,1.14,0.68,0.58,,,,,,,4.74,0.0,2.73,0.18,36.98,0.91,0.18,2.0,4.92,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.56,0.0,0.0,38.62
Precinct,64.16,63.64.16,687,46.26,,,,,2.41,,,,9,,,,0,1.26,0.98,0.6,,,,,,,8.01,0.0,2.04,0.0,35.52,1.89,0.0,1.31,3.64,0.29,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.73,6.4,0.15,0.15,38.28
Precinct,64.17,63.64.17,490,42.98,,,,,3.16,,,,0,,,,0,0.9,0.72,0.42,,,,,,,9.39,0.0,4.49,0.0,34.08,3.47,0.2,2.04,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.02,7.35,0.0,0.0,34.9
Precinct,64.18,63.64.18,533,47.08,,,,,2.91,,,,0,,,,0,1.03,0.7,0.5,,,,,,,4.5,0.0,4.32,0.0,39.21,0.56,0.0,1.31,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.19,0.0,0.0,0.38,5.25,0.56,0.0,38.65
Precinct,64.19,63.64.19,303,53.82,,,,,2.88,,,,0,,,,0,0.6,0.45,0.18,,,,,,,5.28,0.0,2.31,0.33,30.36,0.99,0.0,0.99,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,2.64,5.28,0.0,0.0,47.85
Precinct,64.20,63.64.20,673,49.63,,,,,5.48,,,,0,,,,0,1.13,1.0,0.78,,,,,,,5.35,0.0,1.19,0.0,35.96,2.23,0.0,1.78,3.12,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.3,6.09,0.15,0.15,43.39
Precinct,64.21,63.64.21,581,66.94,,,,,5.07,,,,0,,,,0,0.88,0.89,0.74,,,,,,,15.15,0.0,1.2,0.34,39.76,0.69,0.0,1.03,1.2,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.34,4.13,0.0,0.0,35.8
Precinct,64.22,63.64.22,340,59.13,,,,,4.49,,,,0,,,,0,0.61,0.51,0.32,,,,,,,12.65,0.0,2.65,0.29,25.0,2.35,0.0,0.59,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.59,0.0,0.0,0.0,1.18,2.35,0.0,0.0,50.88
Precinct,64.23,63.64.23,667,63.71,,,,,4.71,,,,0,,,,0,1.2,1.09,0.48,,,,,,,5.4,0.0,2.25,0.15,22.34,0.45,0.0,1.65,7.05,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.6,0.0,0.0,0.0,0.15,12.29,0.0,0.0,47.38
Precinct,64.24,63.64.24,307,65.04,,,,,4.36,,,,0,,,,0,0.5,0.54,0.22,,,,,,,3.58,0.0,1.3,0.33,28.66,1.63,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.65,2.61,0.0,0.0,58.63
Precinct,64.25,63.64.25,592,43.12,,,,,4.67,,,,0,,,,0,1.15,0.74,0.69,,,,,,,3.55,0.17,3.38,0.0,38.51,1.52,0.0,2.53,1.69,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1.18,6.76,0.0,0.0,40.37
Precinct,64.26,63.64.26,422,64.82,,,,,2.99,,,,0,,,,0,0.73,0.79,0.12,,,,,,,6.4,0.0,3.55,0.47,31.04,1.18,0.47,0.47,3.08,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,6.16,0.0,0.0,45.26
Precinct,64.27,63.64.27,139,63.76,,,,,8.55,,,,0,,,,0,0.39,0.15,0.07,,,,,,,10.79,0.0,5.04,0.0,33.09,5.76,0.0,1.44,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,2.88,0.0,0.0,38.13
Precinct,64.28,63.64.28,564,57.32,,,,,3.59,,,,0,,,,0,1.26,0.74,0.33,,,,,,,10.99,0.35,2.48,0.0,35.11,1.24,0.18,0.35,4.43,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1.24,3.19,0.0,0.0,39.54
Precinct,64.29,63.64.29,708,50.18,,,,,2.48,,,,1,,,,0,1.12,1.06,0.78,,,,,,,4.1,0.0,2.12,0.0,42.37,0.85,0.14,0.56,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,1.27,3.39,0.0,0.0,42.23
Precinct,64.30,63.64.30,363,50.35,,,,,4.47,,,,1,,,,0,0.78,0.51,0.22,,,,,,,10.19,0.28,4.41,0.0,30.58,0.83,0.28,1.93,3.58,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.28,0.0,0.0,0.0,1.65,1.93,0.0,0.0,43.53
Precinct,64.31,63.64.31,369,58.39,,,,,4.4,,,,0,,,,0,0.78,0.52,0.23,,,,,,,6.78,0.0,2.98,0.27,41.19,1.9,0.27,0.27,1.63,0.0,0.0,0.27,0.27,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,41.46
Precinct,64.32,63.64.32,298,59.36,,,,,2.61,,,,0,,,,0,0.63,0.41,0.18,,,,,,,7.38,0.0,3.36,0.0,39.93,0.67,0.0,1.34,3.36,0.34,0.0,0.67,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,6.04,0.0,0.34,36.24
Precinct,64.33,63.64.33,452,69.97,,,,,4.44,,,,1,,,,0,0.67,0.73,0.53,,,,,,,8.41,0.22,1.33,0.0,29.2,3.76,0.0,1.99,1.55,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,48.67
Precinct,64.34,63.64.34,374,60.23,,,,,9.44,,,,0,,,,0,0.71,0.62,0.32,,,,,,,8.02,0.0,2.41,0.27,33.69,0.27,0.0,1.87,2.14,0.0,0.0,0.53,0.0,0.0,0.27,1.87,2.14,0.0,0.27,0.0,0.0,2.67,0.0,0.0,43.58
Precinct,64.35,63.64.35,408,59.82,,,,,2.39,,,,1,,,,0,0.75,0.56,0.39,,,,,,,11.03,0.0,0.74,0.25,24.02,0.98,0.0,1.47,2.7,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.49,0.25,0.25,0.0,0.74,3.92,0.0,0.0,52.45
Precinct,64.36,63.64.36,694,46.33,,,,,2.94,,,,1,,,,0,1.18,1.01,0.71,,,,,,,4.18,0.14,1.87,0.14,47.55,0.86,0.14,0.72,2.59,0.29,0.0,0.14,0.0,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.29,6.2,0.0,0.0,34.29
Precinct,64.37,63.64.37,456,54.74,,,,,1.94,,,,2,,,,0,0.9,0.56,0.46,,,,,,,4.17,0.0,3.29,0.0,36.84,0.66,0.0,0.44,3.07,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.44,0.88,0.0,0.22,0.44,1.97,0.0,0.0,46.71
Precinct,64.38,63.64.38,332,58.25,,,,,3.49,,,,0,,,,0,0.71,0.43,0.24,,,,,,,7.83,0.0,0.6,0.3,39.16,0.3,0.0,1.2,2.11,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.9,5.42,0.0,0.0,40.66
Precinct,64.39,63.64.39,348,59.39,,,,,5.43,,,,0,,,,0,0.74,0.47,0.28,,,,,,,8.91,0.0,3.45,0.0,32.47,0.86,0.0,2.3,2.59,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,4.02,0.0,0.0,43.68
Precinct,64.40,63.64.40,252,59.43,,,,,6.32,,,,0,,,,0,0.65,0.23,0.24,,,,,,,4.76,0.0,1.59,0.0,25.0,0.79,0.0,1.19,0.79,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.79,3.57,0.0,0.0,59.52
Precinct,64.41,63.64.41,344,60.99,,,,,1.99,,,,0,,,,0,0.68,0.52,0.17,,,,,,,4.65,0.29,2.33,0.0,40.7,0.58,0.0,2.33,2.03,0.0,0.0,0.29,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,7.56,0.29,0.0,37.5
Precinct,64.42,63.64.42,240,38.16,,,,,4.38,,,,0,,,,0,0.61,0.25,0.17,,,,,,,12.92,0.0,5.42,0.0,44.17,1.67,0.0,0.0,2.5,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.0,0.0,0.83,0.0,0.0,31.25
Precinct,64.43,63.64.43,519,50.88,,,,,4.77,,,,0,,,,0,1.29,0.48,0.5,,,,,,,5.2,0.0,3.47,0.0,40.46,1.54,0.0,1.54,5.78,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.19,6.36,0.19,0.0,34.87
Precinct,66.01,64.66.01,613,53.44,,,,,8.23,,,,0,,,,21,1.21,0.96,0.5,,,,,,,9.3,0.0,5.38,0.16,21.21,0.82,0.0,4.24,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.33,0.0,0.0,0.0,0.16,5.22,0.16,0.0,54.98
Precinct,66.02,64.66.02,561,55.22,,,,,4.43,,,,2,,,,0,1.29,0.64,0.48,,,,,,,7.31,0.0,1.96,0.36,23.17,0.36,0.18,6.42,2.32,0.18,0.0,0.0,0.0,0.36,0.18,0.0,0.36,0.18,0.0,0.0,0.0,3.03,0.18,0.18,52.94
Precinct,66.03,64.66.03,613,57.5,,,,,3.01,,,,0,,,,0,1.33,0.73,0.52,,,,,,,18.27,0.16,4.08,0.0,22.35,0.33,0.16,5.06,3.1,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.16,0.0,0.0,0.0,5.71,0.16,0.16,39.8
Precinct,66.04,64.66.04,918,61.94,,,,,4.47,,,,0,,,,0,1.3,1.44,1.2,,,,,,,4.47,0.11,1.09,0.0,41.18,0.33,0.0,5.56,1.85,0.22,0.22,0.0,0.0,0.44,0.0,0.0,0.0,0.11,0.0,0.11,0.0,2.4,0.0,0.33,41.61
Precinct,66.05,64.66.05,690,55.51,,,,,4.17,,,,0,,,,0,1.14,0.93,0.93,,,,,,,5.94,0.0,1.74,0.14,34.06,1.01,0.29,6.52,2.61,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,2.46,0.0,0.0,44.78
Precinct,66.06,64.66.06,412,65.81,,,,,4.63,,,,0,,,,0,0.71,0.68,0.31,,,,,,,4.37,0.0,1.46,0.0,32.28,0.24,0.24,8.01,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55,0.0,0.0,44.66
Precinct,66.07,64.66.07,551,60.68,,,,,3.16,,,,3,,,,0,0.98,0.9,0.36,,,,,,,2.0,0.0,2.54,0.0,40.83,0.36,0.18,4.54,1.63,0.36,0.36,0.0,0.0,0.36,0.0,0.18,0.54,0.0,0.0,0.0,0.18,4.72,0.18,0.0,40.47
Precinct,66.08,64.66.08,472,58.42,,,,,5.41,,,,0,,,,0,0.86,0.74,0.39,,,,,,,8.9,0.21,5.51,0.0,26.27,0.64,0.0,3.18,2.97,0.0,0.0,0.0,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.21,0.0,48.09
Precinct,66.09,64.66.09,336,66.53,,,,,5.62,,,,0,,,,0,0.73,0.47,0.23,,,,,,,4.46,0.0,1.49,0.0,22.92,0.0,0.0,1.19,1.49,0.0,0.0,0.3,0.0,1.49,0.0,0.3,0.0,0.0,0.3,0.0,0.0,2.38,0.0,0.0,63.69
Precinct,66.10,64.66.10,602,65.79,,,,,4.6,,,,0,,,,0,0.88,1.06,0.57,,,,,,,4.15,0.0,0.83,0.17,40.03,0.33,0.0,4.32,1.0,0.17,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.17,1.16,0.17,0.0,47.01
Precinct,66.11,64.66.11,722,54.12,,,,,3.6,,,,0,,,,0,1.24,1.07,0.72,,,,,,,5.82,0.0,2.63,0.14,30.33,0.42,0.28,6.23,2.22,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.42,4.29,0.14,0.14,46.68
Precinct,66.12,64.66.12,378,64.4,,,,,8.25,,,,0,,,,0,0.92,0.44,0.34,,,,,,,2.12,0.0,1.06,0.0,35.19,0.26,0.0,5.03,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,1.85,0.0,0.0,53.17
Precinct,66.13,64.66.13,381,73.41,,,,,3.79,,,,0,,,,0,0.84,0.52,0.21,,,,,,,3.41,0.0,3.67,0.0,25.72,0.52,0.0,3.94,1.57,0.0,0.0,0.0,0.0,0.0,0.26,0.26,1.84,0.0,0.0,0.0,0.0,4.2,0.26,0.0,54.33
Precinct,66.14,64.66.14,279,67.55,,,,,1.41,,,,2,,,,0,0.58,0.32,0.26,,,,,,,3.23,0.0,2.15,0.0,21.51,0.36,0.0,2.87,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,3.23,0.0,0.0,63.44
Precinct,66.15,64.66.15,850,63.81,,,,,4.28,,,,0,,,,0,1.25,1.23,1.22,,,,,,,2.82,0.0,1.41,0.0,47.88,0.24,0.0,2.35,0.82,0.12,0.12,0.35,0.0,0.0,0.12,0.0,0.0,0.24,0.0,0.24,0.12,7.76,0.24,0.0,35.18
Precinct,66.16,64.66.16,442,65.87,,,,,2.43,,,,0,,,,0,0.76,0.77,0.22,,,,,,,1.36,0.0,1.81,0.0,47.06,0.45,0.0,3.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,3.17,0.0,0.0,41.63
Precinct,66.17,64.66.17,265,74.02,,,,,2.57,,,,3,,,,0,0.56,0.38,0.13,,,,,,,4.15,0.0,2.64,0.38,28.68,1.89,0.0,10.57,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,3.4,0.0,0.0,42.64
Precinct,66.18,64.66.18,412,70.55,,,,,2.14,,,,0,,,,0,0.57,0.71,0.39,,,,,,,6.07,0.0,1.46,0.0,36.89,0.49,0.0,4.13,2.18,0.24,0.0,0.49,0.0,0.0,0.24,0.49,0.73,0.24,0.0,0.0,0.24,3.4,0.0,0.24,42.48
Precinct,66.19,64.66.19,824,56.36,,,,,4.52,,,,3,,,,0,1.74,0.98,0.84,,,,,,,7.28,0.36,1.7,0.12,34.1,0.12,0.12,3.03,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,2.67,0.12,0.0,46.72
Precinct,66.20,64.66.20,381,55.3,,,,,2.81,,,,0,,,,0,0.82,0.5,0.26,,,,,,,5.51,0.0,3.15,0.26,33.07,0.0,0.0,3.67,13.91,0.0,0.0,0.79,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.26,0.26,0.0,38.58
Precinct,66.21,64.66.21,608,52.73,,,,,4.25,,,,0,,,,0,1.17,0.8,0.63,,,,,,,2.96,0.33,2.63,0.0,32.89,0.16,0.16,6.09,3.13,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.91,0.16,0.0,44.08
Precinct,66.22,64.66.22,176,73.03,,,,,4.35,,,,0,,,,0,0.43,0.19,0.13,,,,,,,0.57,0.0,4.55,0.0,25.57,0.0,0.0,14.2,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.57,5.11,0.0,0.0,46.59
Precinct,66.23,64.66.23,598,63.08,,,,,3.24,,,,0,,,,0,0.97,0.91,0.63,,,,,,,9.53,0.0,1.84,0.0,25.42,0.17,0.17,6.19,3.68,0.0,0.0,0.17,0.17,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,6.35,0.17,0.17,45.65
Precinct,66.24,64.66.24,432,65.85,,,,,4.85,,,,0,,,,0,0.78,0.62,0.46,,,,,,,2.31,0.0,1.16,0.0,53.7,0.93,0.0,2.08,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,36.57
Precinct,66.25,64.66.25,750,61.93,,,,,2.09,,,,0,,,,0,1.15,1.17,0.78,,,,,,,3.73,0.0,2.13,0.0,26.93,2.27,0.0,11.07,1.87,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.87,0.0,0.0,49.2
Precinct,66.26,64.66.26,811,58.77,,,,,2.87,,,,5,,,,0,1.38,1.21,0.78,,,,,,,6.29,0.12,4.81,0.25,27.74,0.62,0.25,5.18,1.36,0.0,0.0,0.12,0.0,0.25,0.0,0.12,0.0,0.12,0.0,0.12,0.12,6.04,0.0,0.12,45.75
Precinct,66.27,64.66.27,738,58.39,,,,,3.78,,,,2,,,,0,1.37,1.0,0.77,,,,,,,5.56,0.0,1.76,0.0,23.85,0.27,0.41,10.7,1.36,0.0,0.0,0.41,0.0,0.14,0.14,0.14,0.0,0.14,0.0,0.0,0.0,3.12,0.41,0.0,51.36
Precinct,66.28,64.66.28,690,52.27,,,,,3.77,,,,0,,,,0,1.33,0.89,0.73,,,,,,,14.78,0.0,5.22,0.14,22.75,1.45,0.0,5.07,1.74,0.0,0.14,0.14,0.0,0.29,0.14,0.14,0.14,0.0,0.0,0.0,0.14,5.94,0.0,0.14,41.59
Precinct,66.29,64.66.29,515,61.75,,,,,3.74,,,,0,,,,0,1.12,0.64,0.41,,,,,,,4.27,0.0,1.55,0.19,29.32,0.78,0.19,9.71,1.55,0.19,0.0,0.39,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,3.11,0.39,0.0,48.16
