shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Georgian Dream,Initiative Group
Precinct,49.14,50.49.14,833,62.58,,,,,2.46,,,,2,,,,0,0.91,1.26,1.43,,,,,,,0.0,0.24,2.28,0.0,37.09,0.0,0.24,4.68,1.32,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.24,2.4,0.84,0.0,48.98,1.32
Precinct,49.15,50.49.15,638,46.81,,,,,4.35,,,,0,,,,0,0.97,1.05,0.67,,,,,,,0.0,0.47,2.66,0.0,25.55,0.0,0.78,5.96,0.94,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.31,2.82,1.88,0.0,54.86,3.61
Precinct,49.16,50.49.16,401,58.97,,,,,6.53,,,,1,,,,0,0.52,0.73,0.47,,,,,,,0.0,0.0,3.49,0.0,21.95,0.0,0.25,6.73,1.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,1.25,0.0,57.86,5.24
Precinct,49.18,50.49.18,851,55.22,,,,,3.41,,,,0,,,,15,1.24,1.28,1.11,,,,,,,0.0,1.06,3.41,0.0,41.95,0.0,0.12,4.11,1.18,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.24,0.0,4.58,3.17,0.0,39.37,2.47
Precinct,49.19,50.49.19,797,64.64,,,,,3.39,,,,0,,,,0,0.96,1.31,1.12,,,,,,,0.0,0.5,0.75,0.0,32.75,0.0,0.38,3.76,0.88,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,4.89,0.63,0.63,0.0,50.56,4.14
Precinct,49.20,50.49.20,731,67.19,,,,,3.31,,,,1,,,,0,0.99,1.13,1.01,,,,,,,0.0,0.27,0.68,0.0,32.01,0.0,0.27,2.46,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,29.14,34.2
Precinct,49.21,50.49.21,658,55.16,,,,,4.36,,,,4,,,,0,0.97,0.84,1.13,,,,,,,0.0,0.15,1.52,0.0,34.5,0.0,0.15,1.82,1.06,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,3.5,0.61,0.0,50.3,5.47
Precinct,49.22,50.49.22,696,61.32,,,,,2.66,,,,1,,,,0,0.96,1.01,1.01,,,,,,,0.0,0.72,3.45,0.0,25.0,0.0,0.86,7.33,2.87,0.43,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.29,0.14,0.86,1.58,0.0,50.29,5.6
Precinct,49.23,50.49.23,775,61.36,,,,,2.64,,,,4,,,,0,1.18,1.27,0.73,,,,,,,0.0,0.26,1.94,0.0,22.71,0.0,0.26,6.97,0.65,0.26,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.52,0.65,1.68,0.0,60.13,3.23
Precinct,49.24,50.49.24,894,61.11,,,,,2.51,,,,1,,,,0,1.31,1.39,1.03,,,,,,,0.0,0.22,3.02,0.0,27.29,0.0,0.34,3.02,1.12,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,1.23,0.67,0.0,60.96,1.68
Precinct,49.26,50.49.26,717,62.35,,,,,3.5,,,,0,,,,0,1.08,1.04,0.97,,,,,,,0.0,0.14,2.37,0.0,29.71,0.0,0.14,7.81,0.7,0.42,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.14,5.86,1.53,0.0,46.44,3.91
Precinct,49.27,50.49.27,569,68.89,,,,,3.72,,,,0,,,,0,0.79,0.98,0.59,,,,,,,0.0,0.0,1.41,0.0,21.97,0.0,0.0,1.76,2.28,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.18,0.0,3.16,0.7,0.0,56.59,11.78
Precinct,49.28,50.49.28,348,64.56,,,,,6.2,,,,0,,,,0,0.63,0.57,0.27,,,,,,,0.0,0.0,3.16,0.0,22.41,0.0,0.29,3.45,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.44,0.0,44.83,22.41
Precinct,49.29,50.49.29,463,60.52,,,,,3.74,,,,1,,,,0,0.84,0.66,0.45,,,,,,,0.0,1.51,4.97,0.0,25.27,0.0,0.0,3.24,0.65,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.22,5.4,1.08,0.0,55.29,1.94
Precinct,49.30,50.49.30,519,69.66,,,,,1.33,,,,3,,,,0,0.7,0.8,0.67,,,,,,,0.0,0.19,1.35,0.0,26.2,0.0,0.0,3.47,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.76,0.77,0.0,46.63,2.5
Precinct,49.31,50.49.31,386,54.75,,,,,4.22,,,,0,,,,0,0.58,0.7,0.29,,,,,,,0.0,0.26,1.81,0.0,34.46,0.0,0.0,1.81,1.81,0.26,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.26,5.96,2.33,0.0,47.67,2.85
Precinct,49.32,50.49.32,509,63.31,,,,,3.23,,,,2,,,,0,0.74,0.73,0.73,,,,,,,0.0,0.0,2.36,0.0,32.22,0.0,0.59,1.57,2.55,0.2,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.2,0.2,1.77,0.59,0.0,54.81,2.16
Precinct,57.01,50.57.01,200,48.31,,,,,2.44,,,,0,,,,0,0.51,0.2,0.13,,,,,,,0.0,2.0,16.0,0.0,33.0,0.0,0.5,1.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,42.0,3.0
Precinct,57.02,50.57.02,604,52.39,,,,,3.67,,,,0,,,,0,1.26,0.86,0.37,,,,,,,0.0,0.5,12.25,0.0,24.17,0.0,0.0,2.65,1.49,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.83,2.15,0.0,54.3,0.83
Precinct,57.03,50.57.03,468,53.18,,,,,2.7,,,,2,,,,0,1.01,0.6,0.33,,,,,,,0.0,0.0,11.32,0.0,24.57,0.0,0.43,2.56,0.64,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,1.28,2.78,0.0,54.27,1.07
Precinct,57.04,50.57.04,442,51.4,,,,,2.86,,,,6,,,,0,0.83,0.66,0.32,,,,,,,0.0,0.45,4.75,0.0,30.32,0.0,0.0,2.49,1.58,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,57.47,0.45
Precinct,57.05,50.57.05,435,51.66,,,,,2.03,,,,3,,,,0,0.75,0.68,0.33,,,,,,,0.0,0.23,15.63,0.0,27.36,0.0,0.0,3.91,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.61,0.0,45.52,2.76
Precinct,57.06,50.57.06,425,47.27,,,,,2.52,,,,0,,,,1,0.82,0.55,0.42,,,,,,,0.0,0.47,8.94,0.0,33.88,0.0,1.18,5.65,2.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,46.12,0.47
Precinct,57.07,50.57.07,477,44.5,,,,,2.45,,,,2,,,,0,1.1,0.6,0.26,,,,,,,0.0,0.0,15.93,0.0,21.17,0.0,0.0,1.68,0.63,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.47,0.0,53.46,4.82
Precinct,57.08,50.57.08,527,44.62,,,,,3.13,,,,0,,,,0,0.94,0.77,0.49,,,,,,,0.0,0.19,13.09,0.0,30.55,0.0,0.19,3.23,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,45.73,3.42
Precinct,57.09,50.57.09,307,53.86,,,,,3.46,,,,0,,,,0,0.53,0.41,0.38,,,,,,,0.0,1.95,8.79,0.0,34.2,0.0,0.33,2.28,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.65,0.0,45.93,2.93
Precinct,57.10,50.57.10,187,58.07,,,,,2.09,,,,0,,,,0,0.32,0.24,0.24,,,,,,,0.0,0.0,2.67,0.0,43.32,0.0,0.0,4.28,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,45.45,1.6
Precinct,57.11,50.57.11,256,58.72,,,,,3.4,,,,1,,,,0,0.53,0.28,0.3,,,,,,,0.0,2.73,4.3,0.0,26.95,0.0,0.0,1.95,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,59.38,1.56
Precinct,57.12,50.57.12,329,60.37,,,,,2.08,,,,0,,,,0,0.86,0.28,0.26,,,,,,,0.0,0.3,8.81,0.0,32.52,0.0,0.0,1.52,1.52,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,52.28,0.91
Precinct,57.13,50.57.13,484,66.48,,,,,2.81,,,,1,,,,0,0.84,0.75,0.41,,,,,,,0.0,0.41,5.58,0.0,25.41,0.0,0.0,3.31,1.24,0.41,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,56.41,4.55
Precinct,57.14,50.57.14,209,68.08,,,,,1.88,,,,0,,,,0,0.4,0.27,0.19,,,,,,,0.0,0.0,4.31,0.0,22.01,0.0,0.0,6.22,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,2.39,0.0,62.68,0.48
Precinct,57.15,50.57.15,192,68.82,,,,,1.54,,,,0,,,,0,0.44,0.27,0.05,,,,,,,0.0,0.52,7.81,0.0,34.9,0.0,0.0,4.69,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.0,0.0,48.44,1.04
Precinct,57.16,50.57.16,339,70.04,,,,,3.69,,,,0,,,,0,0.52,0.5,0.43,,,,,,,0.0,0.3,8.85,0.0,32.45,0.0,0.59,2.95,0.3,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.89,0.0,49.56,2.95
Precinct,57.17,50.57.17,186,68.63,,,,,4.12,,,,1,,,,0,0.27,0.32,0.18,,,,,,,0.0,0.0,3.23,0.0,43.55,0.0,0.0,1.08,1.08,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,48.39,1.08
Precinct,57.18,50.57.18,661,61.72,,,,,2.07,,,,2,,,,0,1.21,0.9,0.64,,,,,,,0.0,0.61,2.72,0.0,44.63,0.0,0.45,6.66,1.51,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.45,0.0,41.45,0.76
Precinct,57.19,50.57.19,89,71.77,,,,,8.25,,,,0,,,,0,0.21,0.11,0.08,,,,,,,0.0,1.12,1.12,0.0,35.96,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.43,0.0
Precinct,57.20,50.57.20,423,66.82,,,,,2.98,,,,3,,,,0,0.72,0.73,0.24,,,,,,,0.0,0.0,4.26,0.0,25.53,0.0,0.24,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.43,0.95
Precinct,57.21,50.57.21,515,58.0,,,,,4.45,,,,0,,,,0,1.23,0.6,0.36,,,,,,,0.0,0.58,3.5,0.0,39.81,0.0,0.0,2.52,3.69,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.39,0.0,2.33,0.0,46.02,0.58
Precinct,57.22,50.57.22,303,65.73,,,,,1.94,,,,0,,,,0,0.63,0.4,0.21,,,,,,,0.0,0.66,3.63,0.0,41.58,0.0,0.0,0.66,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.66,0.0,50.5,0.99
Precinct,57.23,50.57.23,242,55.76,,,,,5.84,,,,3,,,,0,0.55,0.27,0.25,,,,,,,0.0,0.83,6.61,0.0,25.62,0.0,0.41,2.48,4.96,1.24,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.41,0.0,0.0,3.31,0.0,51.24,0.83
Precinct,57.24,50.57.24,144,63.44,,,,,4.0,,,,1,,,,0,0.35,0.15,0.13,,,,,,,0.0,3.47,1.39,0.0,34.03,0.0,0.0,1.39,0.69,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.94,0.0
Precinct,57.25,50.57.25,214,60.97,,,,,3.17,,,,0,,,,0,0.59,0.21,0.09,,,,,,,0.0,1.87,9.81,0.0,40.65,0.0,0.0,3.27,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,39.25,0.93
Precinct,57.26,50.57.26,179,77.49,,,,,1.11,,,,0,,,,0,0.46,0.19,0.07,,,,,,,0.0,1.12,3.91,0.0,43.02,0.0,0.0,0.56,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,49.16,0.56
Precinct,57.27,50.57.27,287,67.53,,,,,3.04,,,,0,,,,0,0.67,0.37,0.14,,,,,,,0.0,0.0,1.05,0.0,49.83,0.0,0.35,1.39,2.09,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.95,0.0
Precinct,57.28,50.57.28,45,77.59,,,,,0.0,,,,5,,,,0,0.17,0.02,0.0,,,,,,,0.0,0.0,13.33,0.0,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,26.67,0.0
Precinct,57.29,50.57.29,398,60.67,,,,,1.97,,,,4,,,,0,0.74,0.55,0.36,,,,,,,0.0,0.5,11.81,0.0,27.64,0.0,0.25,3.52,1.26,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,52.26,1.0
Precinct,57.30,50.57.30,105,71.92,,,,,4.55,,,,1,,,,0,0.3,0.11,0.03,,,,,,,0.0,0.0,7.62,0.0,21.9,0.0,0.0,16.19,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.9,0.0,48.57,0.0
Precinct,57.31,50.57.31,410,44.37,,,,,1.2,,,,3,,,,0,0.94,0.46,0.29,,,,,,,0.0,0.0,6.1,0.0,42.44,0.0,0.0,2.44,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.24,0.73,0.0,42.44,1.95
Precinct,57.32,50.57.32,400,44.64,,,,,2.68,,,,1,,,,0,0.88,0.51,0.26,,,,,,,0.0,0.25,16.75,0.0,22.0,0.0,0.25,2.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,52.5,1.25
Precinct,57.33,50.57.33,458,55.25,,,,,1.72,,,,4,,,,0,0.93,0.64,0.28,,,,,,,0.0,0.0,3.93,0.0,28.38,0.0,0.44,2.18,0.44,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,62.23,0.22
Precinct,57.34,50.57.34,247,50.31,,,,,1.2,,,,0,,,,0,0.43,0.41,0.13,,,,,,,0.0,0.81,25.51,0.0,22.67,0.0,0.0,2.02,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,43.72,0.81
Precinct,57.35,50.57.35,385,40.48,,,,,3.75,,,,0,,,,0,0.85,0.47,0.31,,,,,,,0.0,1.3,17.14,0.0,32.47,0.0,0.0,3.38,1.56,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.82,0.0,38.96,2.86
Precinct,57.36,50.57.36,490,49.0,,,,,4.11,,,,0,,,,0,1.0,0.67,0.39,,,,,,,0.0,0.61,15.92,0.0,18.57,0.0,0.61,4.69,2.45,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.82,0.0,53.47,2.04
Precinct,57.37,50.57.37,360,67.42,,,,,3.23,,,,0,,,,0,0.63,0.59,0.25,,,,,,,0.0,0.56,5.83,0.0,28.89,0.0,0.28,7.22,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,1.67,0.0,48.61,4.72
Precinct,48.01,51.48.01,764,65.19,,,,,2.8,,,,3,,,,0,1.13,1.23,0.81,,,,,,,6.54,0.0,1.57,0.0,15.71,16.88,0.0,4.71,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,6.28,0.0,47.64,0.0
Precinct,48.02,51.48.02,535,62.21,,,,,4.46,,,,0,,,,0,0.83,0.83,0.61,,,,,,,5.05,0.0,1.31,0.0,15.14,16.82,0.0,2.99,0.0,0.0,0.0,0.0,0.19,0.37,0.0,0.19,0.0,0.0,0.0,0.19,3.74,0.0,54.02,0.0
Precinct,48.03,51.48.03,447,80.25,,,,,2.4,,,,1,,,,0,0.76,0.81,0.18,,,,,,,0.45,0.0,0.89,0.0,11.41,4.03,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,1.79,0.0,80.54,0.0
Precinct,48.04,51.48.04,485,60.32,,,,,7.44,,,,3,,,,0,0.65,0.78,0.75,,,,,,,7.84,0.0,1.86,0.0,22.27,8.66,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,4.95,0.0,51.96,0.0
Precinct,48.05,51.48.05,210,69.77,,,,,0.94,,,,0,,,,0,0.42,0.33,0.07,,,,,,,2.38,0.0,0.95,0.0,21.9,4.76,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,2.38,0.0,65.71,0.0
Precinct,48.06,51.48.06,262,61.79,,,,,2.6,,,,0,,,,0,0.52,0.4,0.13,,,,,,,0.38,0.0,0.38,0.0,28.63,7.25,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,61.07,0.0
Precinct,48.07,51.48.07,196,72.86,,,,,4.85,,,,2,,,,0,0.46,0.2,0.2,,,,,,,4.59,0.0,3.57,0.0,25.51,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,8.67,0.0,49.49,0.0
Precinct,48.08,51.48.08,682,64.83,,,,,3.26,,,,0,,,,0,0.78,1.36,0.62,,,,,,,3.81,0.0,1.03,0.0,25.66,8.8,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.29,2.2,0.0,56.6,0.0
Precinct,48.09,51.48.09,429,60.42,,,,,4.67,,,,2,,,,0,0.63,0.66,0.57,,,,,,,6.53,0.0,1.17,0.0,13.29,28.67,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.86,0.0,43.12,0.0
Precinct,48.10,51.48.10,505,68.99,,,,,3.26,,,,0,,,,0,0.9,0.77,0.42,,,,,,,6.34,0.0,0.59,0.0,39.41,3.37,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,2.18,0.0,47.13,0.0
Precinct,48.11,51.48.11,644,56.29,,,,,3.88,,,,0,,,,0,0.87,1.1,0.73,,,,,,,1.4,0.31,1.71,0.0,19.1,17.55,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.31,21.89,0.0,35.4,0.0
Precinct,48.12,51.48.12,286,80.79,,,,,1.38,,,,0,,,,0,0.4,0.43,0.36,,,,,,,2.8,0.0,1.75,0.0,10.14,3.5,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,77.27,0.0
Precinct,48.13,51.48.13,499,62.69,,,,,5.31,,,,2,,,,0,0.83,0.73,0.59,,,,,,,5.81,0.4,1.2,0.0,30.26,8.62,0.0,3.81,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,3.01,0.0,45.69,0.0
Precinct,48.14,51.48.14,439,65.42,,,,,2.88,,,,11,,,,0,0.67,0.75,0.38,,,,,,,2.96,0.0,2.73,0.0,27.33,22.55,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,38.72,0.0
Precinct,48.15,51.48.15,234,63.93,,,,,4.1,,,,0,,,,0,0.38,0.35,0.27,,,,,,,5.56,0.0,0.85,0.0,15.81,21.79,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.71,0.0,51.28,0.0
Precinct,48.16,51.48.16,93,69.4,,,,,3.13,,,,1,,,,0,0.19,0.13,0.06,,,,,,,9.68,0.0,5.38,0.0,16.13,22.58,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,40.86,0.0
Precinct,48.17,51.48.17,396,68.87,,,,,2.7,,,,0,,,,0,0.72,0.54,0.41,,,,,,,1.52,0.0,2.02,0.0,22.22,4.04,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.01,0.0,66.67,0.0
Precinct,48.18,51.48.18,123,71.51,,,,,2.38,,,,0,,,,0,0.19,0.19,0.13,,,,,,,2.44,0.0,4.88,0.0,19.51,13.01,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,52.85,0.0
Precinct,48.19,51.48.19,233,68.33,,,,,1.27,,,,1,,,,0,0.51,0.25,0.22,,,,,,,4.72,0.0,2.58,0.0,27.47,10.3,0.0,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,1.29,1.29,0.0,45.06,0.0
Precinct,48.20,51.48.20,244,69.12,,,,,1.61,,,,3,,,,0,0.38,0.43,0.14,,,,,,,3.28,0.41,0.0,0.0,22.54,1.64,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,68.85,0.0
Precinct,48.21,51.48.21,238,69.59,,,,,4.42,,,,0,,,,0,0.4,0.32,0.31,,,,,,,2.1,0.0,0.42,0.0,26.89,2.1,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,1.26,1.26,0.0,62.61,0.0
Precinct,48.22,51.48.22,82,69.49,,,,,3.53,,,,0,,,,0,0.17,0.14,0.02,,,,,,,6.1,0.0,4.88,0.0,21.95,3.66,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,3.66,0.0,57.32,0.0
Precinct,48.23,51.48.23,354,67.17,,,,,3.54,,,,0,,,,0,0.55,0.58,0.33,,,,,,,12.71,0.0,5.08,0.0,14.69,11.3,0.0,7.34,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.56,0.0,0.0,0.0,0.0,5.37,0.0,42.66,0.0
Precinct,48.24,51.48.24,216,65.65,,,,,4.42,,,,0,,,,0,0.44,0.34,0.11,,,,,,,11.57,0.0,1.39,0.0,15.74,6.94,0.0,1.85,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,0.46,0.0,0.0,0.0,10.65,0.0,50.0,0.0
Precinct,48.25,51.48.25,197,64.17,,,,,0.0,,,,1,,,,0,0.38,0.31,0.07,,,,,,,19.8,0.0,0.51,0.0,8.63,8.12,0.0,7.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.51,2.54,0.0,51.27,0.0
Precinct,48.26,51.48.26,358,67.55,,,,,4.28,,,,2,,,,0,0.67,0.61,0.18,,,,,,,9.78,0.0,0.28,0.0,17.04,24.58,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.28,0.0,0.0,0.0,5.03,0.0,39.39,0.0
Precinct,48.27,51.48.27,477,67.18,,,,,3.64,,,,0,,,,0,1.01,0.54,0.51,,,,,,,6.92,0.0,0.63,0.0,16.98,16.14,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.42,7.34,0.0,49.9,0.0
Precinct,48.28,51.48.28,414,65.09,,,,,4.17,,,,0,,,,0,0.8,0.56,0.4,,,,,,,1.21,0.0,5.07,0.0,16.43,13.77,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.24,0.0,0.0,0.72,1.93,0.0,57.73,0.0
Precinct,48.29,51.48.29,536,60.57,,,,,4.11,,,,0,,,,0,0.75,0.87,0.66,,,,,,,2.99,0.0,0.75,0.0,26.68,11.38,0.0,0.93,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,55.22,0.0
Precinct,48.30,51.48.30,574,57.34,,,,,5.12,,,,1,,,,0,0.9,0.94,0.58,,,,,,,5.23,0.0,1.57,0.0,29.44,6.45,0.0,1.39,0.0,0.0,0.0,0.0,0.52,0.0,0.0,2.79,0.17,0.0,0.0,0.0,1.39,0.0,50.87,0.0
Precinct,48.31,51.48.31,443,67.43,,,,,2.64,,,,0,,,,0,0.58,0.83,0.36,,,,,,,10.61,0.23,1.35,0.0,19.64,7.9,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,3.61,0.0,53.72,0.0
Precinct,48.32,51.48.32,290,63.32,,,,,4.92,,,,1,,,,0,0.57,0.46,0.17,,,,,,,2.41,0.34,1.03,0.0,30.0,5.86,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.34,1.72,0.0,55.17,0.0
Precinct,48.33,51.48.33,451,66.81,,,,,4.85,,,,0,,,,0,0.81,0.56,0.62,,,,,,,6.43,0.0,0.89,0.0,31.04,7.1,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.22,0.0,0.0,0.0,3.33,0.0,47.45,0.0
