shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Georgian Dream,Initiative Group
Precinct,59.122,48.59.122,627,41.63,,,,,4.42,,,,2,,,,0,1.08,0.97,0.59,,,,,,,0.0,0.0,3.35,0.0,29.82,1.44,0.96,3.67,3.03,0.16,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,1.91,4.94,0.0,47.21,0.0
Precinct,59.123,48.59.123,585,43.95,,,,,3.47,,,,1,,,,0,1.0,0.81,0.69,,,,,,,0.0,0.0,2.05,0.0,25.3,2.39,0.51,6.32,3.93,0.17,0.0,0.0,0.17,0.0,0.0,3.08,0.0,0.0,0.0,1.88,2.91,0.0,51.11,0.0
Precinct,59.124,48.59.124,593,40.87,,,,,4.97,,,,1,,,,0,1.05,0.77,0.79,,,,,,,0.0,0.0,3.71,0.0,31.2,1.69,1.18,5.23,4.22,0.17,0.0,0.0,0.0,1.69,0.0,0.51,0.0,0.0,0.0,2.02,2.87,0.0,45.36,0.0
Precinct,59.125,48.59.125,573,38.64,,,,,3.21,,,,4,,,,0,0.98,0.83,0.61,,,,,,,0.0,0.0,2.44,0.0,24.61,5.93,0.17,3.14,3.84,0.0,0.0,0.0,0.35,1.05,0.0,0.87,0.0,0.0,0.0,1.92,5.76,0.0,49.21,0.0
Precinct,59.126,48.59.126,653,41.73,,,,,4.39,,,,6,,,,0,1.16,0.92,0.71,,,,,,,0.0,0.0,3.06,0.0,27.11,4.44,0.46,3.22,2.3,0.0,0.0,0.0,0.31,0.92,0.0,2.3,0.0,0.0,0.0,1.53,4.44,0.0,49.0,0.0
Precinct,59.31,48.59.31,493,41.6,,,,,5.74,,,,5,,,,0,0.91,0.72,0.49,,,,,,,0.0,0.0,3.45,0.0,38.34,3.04,0.2,3.04,3.45,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,1.22,4.87,0.0,39.76,0.0
Precinct,59.32,48.59.32,359,43.94,,,,,4.77,,,,1,,,,0,0.65,0.49,0.41,,,,,,,0.0,0.0,3.9,0.0,28.97,3.62,0.56,3.9,4.46,0.28,0.0,0.0,0.84,0.28,0.0,1.67,0.0,0.0,0.0,1.39,4.18,0.0,45.68,0.0
Precinct,59.33,48.59.33,431,47.89,,,,,4.65,,,,2,,,,0,0.86,0.62,0.34,,,,,,,0.0,0.0,7.66,0.0,26.91,2.55,0.7,7.19,1.39,0.0,0.0,0.0,0.23,0.23,0.0,3.71,0.0,0.0,0.0,0.23,2.55,0.0,46.17,0.0
Precinct,59.34,48.59.34,529,40.38,,,,,3.47,,,,3,,,,0,1.0,0.69,0.56,,,,,,,0.0,0.0,3.78,0.0,28.54,2.84,1.51,3.78,2.65,0.0,0.0,0.0,0.38,0.38,0.0,8.51,0.0,0.0,0.0,2.08,6.99,0.0,38.0,0.0
Precinct,59.35,48.59.35,576,41.98,,,,,6.49,,,,2,,,,0,0.99,0.72,0.91,,,,,,,0.0,0.0,2.26,0.0,26.04,4.34,0.69,4.86,3.82,0.0,0.0,0.0,0.17,0.52,0.0,3.13,0.0,0.0,0.0,1.56,5.73,0.0,46.53,0.0
Precinct,59.36,48.59.36,565,43.9,,,,,3.42,,,,1,,,,0,1.0,0.66,0.82,,,,,,,0.0,0.0,4.25,0.0,22.65,1.95,2.3,6.9,1.95,0.35,0.0,0.0,0.35,0.0,0.0,4.78,0.0,0.0,0.0,0.71,2.65,0.0,50.97,0.0
Precinct,59.37,48.59.37,607,42.01,,,,,4.41,,,,1,,,,0,1.01,0.91,0.66,,,,,,,0.0,0.0,3.62,0.0,20.1,3.29,5.11,5.11,3.46,0.16,0.0,0.0,0.33,0.0,0.0,2.31,0.0,0.0,0.0,0.66,5.6,0.0,50.08,0.0
Precinct,59.38,48.59.38,565,37.97,,,,,3.58,,,,8,,,,0,0.86,0.78,0.82,,,,,,,0.0,0.0,2.83,0.0,32.04,1.77,11.86,5.49,3.19,0.0,0.0,0.0,0.35,0.18,0.0,2.12,0.0,0.0,0.0,0.18,5.49,0.0,33.1,0.0
Precinct,59.39,48.59.39,638,44.77,,,,,4.49,,,,11,,,,0,0.99,1.01,0.72,,,,,,,0.0,0.0,10.66,0.0,22.88,2.66,1.25,5.17,1.1,0.31,0.0,0.0,0.16,0.16,0.0,1.1,0.0,0.0,0.0,1.88,3.13,0.0,47.81,0.0
Precinct,59.40,48.59.40,718,47.05,,,,,2.45,,,,6,,,,0,1.14,1.0,0.91,,,,,,,0.0,0.0,3.76,0.0,20.33,1.67,0.42,4.04,3.9,0.14,0.0,0.0,0.14,0.14,0.0,1.95,0.0,0.0,0.0,3.2,3.34,0.0,56.13,0.0
Precinct,59.41,48.59.41,607,46.66,,,,,3.5,,,,2,,,,0,0.98,0.82,0.83,,,,,,,0.0,0.0,5.27,0.0,15.82,2.31,0.16,4.12,1.81,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,5.6,0.0,62.93,0.0
Precinct,59.42,48.59.42,623,44.28,,,,,4.89,,,,14,,,,0,0.97,0.99,0.69,,,,,,,0.0,0.0,4.49,0.0,26.0,2.25,0.8,9.95,1.61,0.0,0.0,0.0,0.0,0.48,0.0,8.35,0.0,0.0,0.0,0.8,6.1,0.0,36.92,0.0
Precinct,59.43,48.59.43,588,41.91,,,,,3.45,,,,1,,,,0,0.84,0.96,0.66,,,,,,,0.0,0.0,4.76,0.0,24.66,6.12,2.89,5.95,3.91,0.0,0.0,0.0,0.17,0.17,0.0,3.4,0.0,0.0,0.0,0.34,2.89,0.0,44.56,0.0
Precinct,59.44,48.59.44,644,43.25,,,,,3.59,,,,0,,,,0,1.0,1.04,0.64,,,,,,,0.0,0.0,4.04,0.0,25.31,4.81,0.93,6.37,0.93,0.0,0.0,0.0,0.16,0.0,0.0,5.59,0.0,0.0,0.0,0.78,5.43,0.0,45.65,0.0
Precinct,59.45,48.59.45,590,42.45,,,,,4.84,,,,1,,,,0,0.99,0.84,0.72,,,,,,,0.0,0.0,3.9,0.0,26.95,2.37,0.68,6.1,3.39,0.17,0.0,0.0,0.0,0.34,0.0,4.92,0.0,0.0,0.0,0.85,4.41,0.0,45.76,0.0
Precinct,59.46,48.59.46,648,41.81,,,,,4.99,,,,0,,,,0,1.04,0.97,0.79,,,,,,,0.0,0.0,4.17,0.0,29.78,3.4,0.15,4.17,3.24,0.46,0.0,0.0,0.15,0.15,0.0,1.08,0.0,0.0,0.0,1.23,3.24,0.0,48.77,0.0
Precinct,59.47,48.59.47,641,41.12,,,,,4.19,,,,4,,,,0,0.95,0.98,0.82,,,,,,,0.0,0.0,3.43,0.0,26.05,3.9,0.94,5.93,0.94,0.31,0.0,0.0,0.31,0.0,0.0,5.46,0.0,0.0,0.0,0.94,5.62,0.0,45.55,0.0
Precinct,59.48,48.59.48,499,34.32,,,,,4.59,,,,5,,,,0,0.84,0.69,0.64,,,,,,,0.0,0.0,3.61,0.0,25.65,4.81,0.4,5.81,3.81,0.2,0.0,0.0,0.4,0.0,0.0,1.2,0.0,0.0,0.0,2.0,4.01,0.0,47.09,0.0
Precinct,59.49,48.59.49,414,42.16,,,,,3.72,,,,3,,,,0,0.64,0.57,0.58,,,,,,,0.0,0.0,1.69,0.0,34.3,1.69,0.48,5.07,2.42,0.0,0.0,0.0,0.48,0.48,0.0,6.76,0.0,0.0,0.0,1.21,1.93,0.0,42.75,0.0
Precinct,59.50,48.59.50,521,42.92,,,,,3.7,,,,3,,,,0,1.07,0.65,0.49,,,,,,,0.0,0.0,3.26,0.0,24.38,6.72,1.73,3.45,2.69,0.19,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,1.34,3.26,0.0,48.94,0.0
Precinct,59.51,48.59.51,535,38.46,,,,,5.14,,,,1,,,,0,1.03,0.7,0.59,,,,,,,0.0,0.0,2.8,0.0,32.34,2.06,0.37,4.49,3.36,0.0,0.0,0.0,0.0,0.19,0.0,3.93,0.0,0.0,0.0,1.12,4.67,0.0,44.49,0.0
Precinct,59.52,48.59.52,253,40.29,,,,,4.89,,,,1,,,,0,0.52,0.28,0.33,,,,,,,0.0,0.0,5.93,0.0,40.32,8.3,0.0,6.32,1.98,0.0,0.0,0.0,0.4,0.79,0.0,3.95,0.0,0.0,0.0,0.4,2.37,0.0,28.85,0.0
Precinct,59.53,48.59.53,379,37.64,,,,,3.81,,,,3,,,,0,0.72,0.46,0.47,,,,,,,0.0,0.0,3.17,0.0,28.5,2.11,1.06,4.49,2.9,0.0,0.0,0.0,0.0,0.26,0.0,8.97,0.0,0.0,0.0,1.58,2.37,0.0,43.8,0.0
Precinct,59.54,48.59.54,571,38.82,,,,,5.31,,,,0,,,,0,1.08,0.69,0.77,,,,,,,0.0,0.0,1.93,0.0,28.72,7.01,0.18,4.73,4.55,0.0,0.0,0.0,0.35,0.18,0.0,2.63,0.0,0.0,0.0,0.18,4.73,0.0,44.83,0.0
Precinct,59.55,48.59.55,532,37.2,,,,,4.66,,,,3,,,,0,0.85,0.85,0.54,,,,,,,0.0,0.0,3.57,0.0,28.95,3.38,1.32,2.07,3.01,0.0,0.0,0.0,0.19,0.19,0.0,1.88,0.0,0.0,0.0,0.19,6.39,0.0,48.31,0.0
Precinct,59.56,48.59.56,458,34.28,,,,,3.17,,,,3,,,,0,0.77,0.74,0.37,,,,,,,0.0,0.0,5.68,0.0,24.02,1.53,0.44,4.59,3.06,0.22,0.0,0.0,0.44,0.0,0.0,1.53,0.0,0.0,0.0,0.44,4.37,0.0,53.06,0.0
Precinct,59.57,48.59.57,618,40.79,,,,,3.59,,,,8,,,,0,0.98,0.94,0.69,,,,,,,0.0,0.0,3.24,0.0,27.35,3.56,0.81,5.34,3.24,0.32,0.0,0.0,0.0,0.81,0.0,1.78,0.0,0.0,0.0,2.27,5.18,0.0,44.82,0.0
Precinct,59.58,48.59.58,583,39.82,,,,,6.27,,,,7,,,,0,1.13,0.71,0.76,,,,,,,0.0,0.0,7.2,0.0,24.7,6.0,1.03,2.23,2.74,0.17,0.0,0.0,0.34,0.34,0.0,0.69,0.0,0.0,0.0,1.89,4.46,0.0,47.0,0.0
Precinct,59.59,48.59.59,556,38.0,,,,,3.14,,,,20,,,,0,0.86,0.83,0.66,,,,,,,0.0,0.0,6.47,0.0,35.79,3.24,0.18,4.5,5.4,0.18,0.0,0.0,0.18,0.72,0.0,0.18,0.0,0.0,0.0,0.36,3.78,0.0,35.43,0.0
Precinct,59.100,49.59.100,458,44.38,,,,,3.78,,,,3,,,,0,0.92,0.59,0.43,,,,,,,5.02,0.0,0.0,0.0,37.34,0.0,0.0,3.06,1.97,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,39.3,7.86
Precinct,59.101,49.59.101,442,38.77,,,,,4.95,,,,2,,,,0,0.77,0.62,0.52,,,,,,,2.49,0.0,0.0,0.0,31.45,0.0,0.0,5.66,4.52,0.23,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,50.23,2.71
Precinct,59.102,49.59.102,488,39.01,,,,,2.4,,,,0,,,,0,0.75,0.74,0.54,,,,,,,3.89,0.0,0.0,0.0,31.76,0.0,0.0,4.51,9.02,0.2,0.0,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,43.85,2.87
Precinct,59.103,49.59.103,466,35.01,,,,,6.24,,,,2,,,,0,1.13,0.37,0.64,,,,,,,3.43,0.0,0.0,0.0,31.55,0.0,0.0,5.36,4.72,0.43,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,47.42,1.5
Precinct,59.104,49.59.104,451,38.55,,,,,4.65,,,,8,,,,0,0.78,0.61,0.57,,,,,,,3.55,0.0,0.0,0.0,42.13,0.0,0.0,4.66,3.1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,39.47,1.77
Precinct,59.60,49.59.60,533,37.59,,,,,3.09,,,,0,,,,0,0.92,0.64,0.76,,,,,,,3.38,0.0,0.0,0.0,37.9,0.0,0.0,5.07,3.19,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,42.96,4.69
Precinct,59.61,49.59.61,508,38.66,,,,,6.96,,,,0,,,,3,0.93,0.74,0.55,,,,,,,1.77,0.0,0.0,0.0,38.98,0.0,0.0,4.13,4.92,0.2,0.0,0.0,0.59,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.53,0.0,40.94,4.33
Precinct,59.62,49.59.62,531,39.16,,,,,6.02,,,,2,,,,0,1.2,0.65,0.46,,,,,,,3.2,0.0,0.0,0.0,44.26,0.0,0.0,11.3,2.64,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,31.45,3.39
Precinct,59.63,49.59.63,652,44.35,,,,,4.96,,,,4,,,,0,1.21,0.82,0.82,,,,,,,4.45,0.0,0.0,0.0,36.66,0.0,0.0,9.05,2.61,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,33.13,10.43
Precinct,59.64,49.59.64,564,36.67,,,,,4.89,,,,4,,,,0,1.04,0.76,0.65,,,,,,,1.42,0.0,0.0,0.0,31.21,0.0,0.0,22.52,2.48,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,27.48,10.46
Precinct,59.65,49.59.65,591,38.65,,,,,2.8,,,,0,,,,0,1.02,0.82,0.66,,,,,,,1.69,0.0,0.0,0.0,40.1,0.0,0.0,6.43,1.86,0.0,0.0,0.0,0.17,0.34,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,33.84,12.18
Precinct,59.66,49.59.66,558,38.3,,,,,3.79,,,,3,,,,0,1.04,0.88,0.37,,,,,,,1.97,0.0,0.0,0.0,31.54,0.0,0.0,13.26,2.15,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,43.19,4.48
Precinct,59.67,49.59.67,402,38.73,,,,,5.85,,,,0,,,,0,0.8,0.46,0.54,,,,,,,1.99,0.0,0.0,0.0,33.08,0.0,0.0,9.45,2.74,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,33.08,17.66
Precinct,59.68,49.59.68,481,35.63,,,,,2.63,,,,0,,,,0,0.76,0.65,0.64,,,,,,,0.42,0.0,0.0,0.0,41.16,0.0,0.0,4.78,2.29,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,42.62,4.37
Precinct,59.69,49.59.69,410,42.62,,,,,4.43,,,,0,,,,0,0.83,0.55,0.36,,,,,,,0.98,0.0,0.0,0.0,35.37,0.0,0.0,9.76,2.2,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,4.15,0.0,42.2,5.12
Precinct,59.70,49.59.70,378,33.27,,,,,4.3,,,,8,,,,0,0.79,0.42,0.44,,,,,,,3.7,0.0,0.0,0.0,41.01,0.0,0.0,6.61,3.7,0.26,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,35.45,3.17
Precinct,59.71,49.59.71,439,34.49,,,,,4.15,,,,0,,,,0,0.98,0.4,0.57,,,,,,,2.51,0.0,0.0,0.0,36.22,0.0,0.0,3.64,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,46.01,5.01
Precinct,59.72,49.59.72,654,54.91,,,,,3.68,,,,182,,,,0,0.82,0.62,1.65,,,,,,,3.67,0.0,0.0,0.0,25.99,0.0,0.0,3.67,2.14,0.31,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,29.2,4.28
Precinct,59.73,49.59.73,573,39.54,,,,,5.6,,,,3,,,,0,0.95,0.79,0.79,,,,,,,3.66,0.0,0.0,0.0,25.48,0.0,0.0,9.42,1.57,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,42.93,12.04
Precinct,59.74,49.59.74,523,40.92,,,,,4.04,,,,1,,,,0,1.07,0.64,0.53,,,,,,,2.1,0.0,0.0,0.0,43.79,0.0,0.0,5.74,2.87,0.57,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,35.56,5.74
Precinct,59.76,49.59.76,597,44.82,,,,,2.29,,,,0,,,,0,1.03,0.67,0.89,,,,,,,3.85,0.0,0.0,0.0,30.49,0.0,0.0,15.75,3.02,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,40.03,4.02
Precinct,59.77,49.59.77,665,44.24,,,,,3.48,,,,5,,,,0,1.0,0.91,0.97,,,,,,,3.46,0.0,0.0,0.0,38.65,0.0,0.0,10.83,2.26,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,37.89,3.16
Precinct,59.78,49.59.78,513,36.77,,,,,3.39,,,,1,,,,0,0.97,0.65,0.58,,,,,,,2.53,0.0,0.0,0.0,39.77,0.0,0.0,12.09,1.95,0.19,0.0,0.0,0.39,0.19,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,34.89,4.29
Precinct,59.79,49.59.79,592,40.8,,,,,5.58,,,,0,,,,0,1.27,0.76,0.53,,,,,,,2.53,0.0,0.0,0.0,36.32,0.0,0.0,6.25,2.03,0.17,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,46.11,3.21
Precinct,59.80,49.59.80,454,36.15,,,,,4.02,,,,1,,,,0,0.95,0.56,0.43,,,,,,,4.41,0.0,0.0,0.0,37.0,0.0,0.0,5.73,3.3,0.22,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.0,42.29,2.64
Precinct,59.81,49.59.81,483,35.96,,,,,5.48,,,,5,,,,0,0.99,0.56,0.59,,,,,,,3.11,0.0,0.0,0.0,49.07,0.0,0.0,5.59,2.69,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,33.33,2.07
Precinct,59.82,49.59.82,447,39.35,,,,,2.61,,,,0,,,,0,0.83,0.49,0.62,,,,,,,1.34,0.0,0.0,0.0,43.62,0.0,0.0,7.16,2.68,0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,36.69,3.8
Precinct,59.83,49.59.83,477,34.22,,,,,5.54,,,,3,,,,0,0.98,0.59,0.51,,,,,,,2.73,0.0,0.0,0.0,45.07,0.0,0.0,4.61,2.1,0.21,0.0,0.0,0.21,1.26,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,38.99,2.1
Precinct,59.85,49.59.85,433,32.78,,,,,6.07,,,,2,,,,0,0.76,0.53,0.66,,,,,,,3.93,0.0,0.0,0.0,33.26,0.0,0.0,6.0,2.54,0.23,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,46.88,2.08
Precinct,59.86,49.59.86,523,37.79,,,,,3.15,,,,1,,,,0,1.01,0.64,0.59,,,,,,,10.52,0.0,0.0,0.0,44.55,0.0,0.0,6.5,2.87,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,29.25,2.87
Precinct,59.87,49.59.87,447,34.6,,,,,4.69,,,,2,,,,0,0.75,0.64,0.53,,,,,,,6.26,0.0,0.0,0.0,45.41,0.0,0.0,6.04,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,34.0,2.46
Precinct,59.88,49.59.88,413,31.99,,,,,5.06,,,,0,,,,0,0.73,0.55,0.53,,,,,,,7.02,0.0,0.0,0.0,38.26,0.0,0.0,5.33,4.6,0.24,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,37.77,3.15
Precinct,59.89,49.59.89,314,33.26,,,,,4.56,,,,3,,,,0,0.59,0.41,0.36,,,,,,,13.38,0.0,0.0,0.0,28.66,0.0,0.0,8.6,2.55,0.32,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,42.99,0.96
Precinct,59.91,49.59.91,478,38.42,,,,,5.72,,,,4,,,,0,0.92,0.63,0.54,,,,,,,23.64,0.0,0.0,0.0,29.71,0.0,0.0,4.6,2.09,0.42,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,35.36,1.46
Precinct,59.92,49.59.92,189,40.3,,,,,6.9,,,,2,,,,0,0.4,0.22,0.23,,,,,,,2.12,0.0,0.0,0.0,44.44,0.0,0.0,5.29,3.7,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,1.06
Precinct,59.93,49.59.93,457,36.94,,,,,2.56,,,,0,,,,0,0.87,0.64,0.38,,,,,,,3.5,0.0,0.0,0.0,28.67,0.0,0.0,1.31,2.84,0.44,0.0,0.0,0.22,0.44,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,55.58,3.5
Precinct,59.94,49.59.94,571,36.42,,,,,5.46,,,,5,,,,0,1.01,0.78,0.71,,,,,,,3.15,0.0,0.0,0.0,35.38,0.0,0.0,5.08,5.6,0.53,0.0,0.0,0.35,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,42.73,4.2
Precinct,59.95,49.59.95,474,38.69,,,,,2.47,,,,0,,,,0,0.93,0.64,0.39,,,,,,,3.59,0.0,0.0,0.0,34.6,0.0,0.0,5.91,4.43,0.63,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,46.84,1.9
Precinct,59.96,49.59.96,482,37.89,,,,,3.98,,,,4,,,,0,0.76,0.64,0.71,,,,,,,3.53,0.0,0.0,0.0,33.61,0.0,0.0,4.36,2.9,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,50.21,1.87
Precinct,59.97,49.59.97,364,38.08,,,,,6.67,,,,10,,,,0,0.6,0.49,0.55,,,,,,,2.47,0.0,0.0,0.0,40.93,0.0,0.0,3.02,3.57,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,42.86,1.65
Precinct,59.98,49.59.98,530,37.67,,,,,5.02,,,,3,,,,0,0.97,0.74,0.57,,,,,,,1.89,0.0,0.0,0.0,44.34,0.0,0.0,2.64,2.26,0.38,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,42.64,2.26
Precinct,59.99,49.59.99,439,35.9,,,,,5.79,,,,2,,,,0,0.91,0.58,0.41,,,,,,,4.33,0.0,0.0,0.0,42.6,0.0,0.0,5.24,3.42,0.23,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,3.87,0.0,38.27,1.37
Precinct,49.01,50.49.01,637,53.94,,,,,2.0,,,,1,,,,0,1.1,0.84,0.74,,,,,,,0.0,0.16,1.26,0.0,30.46,0.0,0.16,5.49,0.31,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,3.14,0.63,0.0,52.9,4.87
Precinct,49.02,50.49.02,776,57.19,,,,,3.48,,,,0,,,,0,1.02,1.14,1.2,,,,,,,0.0,0.52,2.19,0.0,30.15,0.0,0.13,3.87,1.8,0.39,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.13,2.06,1.03,0.0,51.8,5.67
Precinct,49.03,50.49.03,829,61.45,,,,,1.66,,,,0,,,,0,1.22,1.19,1.07,,,,,,,0.0,0.36,5.31,0.0,24.73,0.0,0.12,16.53,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.02,0.48,0.0,42.7,5.91
Precinct,49.04,50.49.04,627,58.43,,,,,4.86,,,,0,,,,5,0.75,1.0,0.99,,,,,,,0.0,0.0,2.39,0.0,45.14,0.0,3.03,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.96,1.12,1.12,0.0,43.06,2.39
Precinct,49.05,50.49.05,657,60.05,,,,,2.09,,,,2,,,,0,0.85,1.06,0.84,,,,,,,0.0,0.46,2.59,0.0,40.49,0.0,0.3,2.74,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3,3.04,2.59,0.0,42.92,3.04
Precinct,49.06,50.49.06,896,63.14,,,,,3.24,,,,0,,,,0,1.31,1.27,1.29,,,,,,,0.0,0.33,2.68,0.0,30.25,0.0,0.11,6.81,1.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,2.9,1.0,0.0,51.34,3.35
Precinct,49.07,50.49.07,386,56.52,,,,,3.26,,,,2,,,,0,0.63,0.57,0.44,,,,,,,0.0,0.0,3.37,0.0,21.76,0.0,0.0,1.55,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,33.68,0.26,0.0,36.27,0.78
Precinct,49.08,50.49.08,339,76.87,,,,,2.59,,,,1,,,,0,0.66,0.56,0.13,,,,,,,0.0,0.0,1.47,0.0,33.92,0.0,0.0,1.18,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,60.77,1.18
Precinct,49.11,50.49.11,875,62.9,,,,,2.02,,,,1,,,,0,1.29,1.25,1.15,,,,,,,0.0,0.57,2.86,0.0,31.77,0.0,0.34,10.63,0.91,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.23,1.03,0.69,0.0,45.37,5.14
Precinct,49.12,50.49.12,656,49.29,,,,,3.67,,,,0,,,,0,0.76,0.88,1.3,,,,,,,0.0,0.15,4.88,0.0,25.3,0.0,0.15,2.74,1.98,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.91,2.9,1.22,0.0,51.07,8.54
Precinct,49.13,50.49.13,469,65.87,,,,,2.09,,,,0,,,,0,0.67,0.78,0.48,,,,,,,0.0,1.92,1.07,0.0,23.45,0.0,0.21,1.92,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.21,0.0,66.1,2.35
