region,district_name,district_id,precinct_id,num_possible_voters,num_special_voters,num_ballots,num_unused_ballots,num_spoiled_ballots,num_votes,num_valid_votes,num_invalid_votes,Free Georgia,United National Movement,Justice for Georgia,Christian Democratic Movement,New Rights,Labour Party,Georgian Dream
,,84,5,547,3,500,,,308,301,7,0,232,1,12,1,3,52
,,84,6,384,1,400,,,243,233,10,1,152,0,6,1,9,64
,,84,7,624,3,600,,,349,333,15,5,179,2,40,0,6,101
,,84,8,460,2,450,,,301,296,5,4,206,0,12,4,3,67
,,84,9,682,1,650,,,391,376,13,4,202,2,22,4,21,121
,,84,10,473,5,450,,,306,298,8,0,188,0,35,4,6,65
,,84,11,655,3,600,,,331,320,11,3,177,0,20,0,4,116
,,84,12,1054,1,1000,,,571,554,17,4,249,0,22,6,21,252
,,84,13,395,4,400,,,269,262,7,3,111,0,10,0,1,137
,,84,14,541,0,500,,,340,330,10,1,186,0,5,1,0,137
,,84,15,322,2,350,,,198,192,6,3,136,0,6,0,3,44
,,84,16,374,3,400,,,235,228,7,0,207,0,1,0,0,20
,,84,17,646,0,600,,,384,372,12,13,219,0,9,6,4,121
,,84,18,1177,0,1100,,,735,700,32,2,431,1,59,5,8,194
,,84,19,784,2,750,,,492,462,30,8,305,3,30,10,4,102
,,84,20,218,3,250,,,176,173,3,1,120,0,5,1,3,43
,,84,21,290,2,300,,,203,198,5,2,129,0,10,6,3,48
,,84,22,254,2,250,,,163,157,5,2,95,0,7,0,0,53
,,84,23,790,35,750,,,406,357,49,3,178,1,7,73,5,90
,,84,24,536,1,500,,,358,341,16,5,253,0,5,0,2,76
,,84,25,429,1,450,,,287,174,13,44,22,2,4,5,2,95
,,84,26,460,1,450,,,301,288,10,19,156,0,18,3,3,89
,,84,27,444,3,450,,,280,275,5,2,154,0,8,3,1,107
,,84,28,353,1,400,,,185,181,4,0,135,0,5,5,0,36
,,84,29,254,2,250,,,167,161,5,0,99,0,11,0,2,49
,,84,30,189,0,200,,,136,135,1,0,93,0,6,0,1,35
,,84,31,517,1,500,,,295,288,7,1,181,0,9,7,4,86
,,84,32,629,0,600,,,381,369,12,2,179,1,20,8,0,159
,,84,33,300,0,300,,,211,203,8,0,100,0,9,1,0,93
