"shape","common_id","common_name","Total Voter Turnout (#)","Total Voter Turnout (%)","Number of Precincts with Invalid Ballots from 0-1%","Number of Precincts with Invalid Ballots from 1-3%","Number of Precincts with Invalid Ballots from 3-5%","Number of Precincts with Invalid Ballots > 5%","Invalid Ballots (%)","Precincts with More Ballots Than Votes (#)","Precincts with More Ballots Than Votes (%)","More Ballots Than Votes (Average)","More Ballots Than Votes (#)","Precincts with More Votes than Ballots (#)","Precincts with More Votes than Ballots (%)","More Votes than Ballots (Average)","More Votes than Ballots (#)","Average votes per minute (08:00-12:00)","Average votes per minute (12:00-17:00)","Average votes per minute (17:00-20:00)","Number of Precincts with votes per minute > 2 (08:00-12:00)","Number of Precincts with votes per minute > 2 (12:00-17:00)","Number of Precincts with votes per minute > 2 (17:00-20:00)","Number of Precincts with votes per minute > 2","Precincts Reported (#)","Precincts Reported (%)","Non-Parliamentary Opposition","Armed Veterans Patriots","United Opposition","United National Movement","Greens Party","Alliance of Patriots","Self-governance to People","Reformers","Future Georgia","Georgian Party","Christian Democrats","Unity Hall","Way of Georgia","Labour Party","Party of People","Merab Kostava Society","Georgian Dream"
"Precinct","26","33-26","586","49.7876",\N,\N,\N,\N,"8.0063",\N,\N,\N,"1",\N,\N,\N,"0","0.9667","0.7133","1.0611",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","28.3276","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.9181","0.0000","0.0000","0.0000","53.5836"
"Precinct","27","33-27","652","42.2827",\N,\N,\N,\N,"2.9762",\N,\N,\N,"1",\N,\N,\N,"0","1.0000","0.7067","1.2222",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","6.4417","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","51.6871","0.0000","0.0000","0.0000","41.7178"
"Precinct","28","33-28","566","36.8490",\N,\N,\N,\N,"5.6667",\N,\N,\N,"0",\N,\N,\N,"0","0.9417","0.7567","0.8167",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","6.3604","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","45.4064","0.0000","0.0000","0.0000","48.2332"
"Precinct","29","33-29","755","49.9009",\N,\N,\N,\N,"5.1508",\N,\N,\N,"0",\N,\N,\N,"0","1.0500","1.0633","1.2500",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","3.3113","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","39.2053","0.0000","0.0000","0.0000","57.4834"
"Precinct","30","33-30","558","58.7368",\N,\N,\N,\N,"4.6154",\N,\N,\N,"1",\N,\N,\N,"0","0.6167","0.8100","1.0778",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","5.5556","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","33.1541","0.0000","0.0000","0.0000","61.1111"
"Precinct","31","33-31","878","56.1740",\N,\N,\N,\N,"1.7897",\N,\N,\N,"0",\N,\N,\N,"0","1.4292","1.2933","0.9056",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","8.7699","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","22.5513","0.0000","0.0000","0.0000","68.6788"
"Precinct","34","33-34","600","41.6956",\N,\N,\N,\N,"3.8462",\N,\N,\N,"1",\N,\N,\N,"0","0.8458","0.7600","1.0722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","11.8333","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13.5000","0.0000","0.0000","0.0000","74.5000"
"Precinct","35","33-35","340","43.2020",\N,\N,\N,\N,"5.2925",\N,\N,\N,"0",\N,\N,\N,"0","0.5208","0.4933","0.4778",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","9.4118","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","18.5294","0.0000","0.0000","0.0000","72.0588"
"Precinct","36","33-36","363","28.2051",\N,\N,\N,\N,"6.9231",\N,\N,\N,"2",\N,\N,\N,"0","0.6125","0.4367","0.6222",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","14.0496","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","34.1598","0.0000","0.0000","0.0000","51.2397"
"Precinct","37","33-37","244","56.2212",\N,\N,\N,\N,"5.7915",\N,\N,\N,"0",\N,\N,\N,"0","0.3000","0.4567","0.2778",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","16.3934","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","23.3607","0.0000","0.0000","0.0000","60.2459"
"Precinct","38","33-38","238","32.5581",\N,\N,\N,\N,"5.1793",\N,\N,\N,"0",\N,\N,\N,"0","0.2917","0.4067","0.3278",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","30.2521","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.9664","0.0000","0.0000","0.0000","53.7815"
"Precinct","39","33-39","129","59.7222",\N,\N,\N,\N,"7.8571",\N,\N,\N,"0",\N,\N,\N,"0","0.3333","0.1633","0.0611",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","10.8527","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.0543","0.0000","0.0000","0.0000","72.0930"
"Precinct","40","33-40","116","52.0179",\N,\N,\N,\N,"7.9365",\N,\N,\N,"0",\N,\N,\N,"0","0.2292","0.1000","0.2278",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","22.4138","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","24.1379","0.0000","0.0000","0.0000","53.4483"
"Precinct","41","33-41","96","71.1111",\N,\N,\N,\N,"0.0000",\N,\N,\N,"0",\N,\N,\N,"0","0.2292","0.0567","0.1333",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","33.3333","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","10.4167","0.0000","0.0000","0.0000","56.2500"
"Precinct","1","35-1","206","19.5632",\N,\N,\N,\N,"5.5046",\N,\N,\N,"1",\N,\N,\N,"0","0.3333","0.2600","0.3333",\N,\N,\N,\N,\N,\N,"3.3981","0.0000","10.1942","12.6214","14.0777","9.7087","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","49.5146"
"Precinct","2","35-2","371","27.6247",\N,\N,\N,\N,"4.6272",\N,\N,\N,"0",\N,\N,\N,"0","0.5125","0.5033","0.6389",\N,\N,\N,\N,\N,\N,"13.2075","0.0000","5.6604","13.7466","8.8949","9.4340","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","49.0566"
"Precinct","3","35-3","378","29.7170",\N,\N,\N,\N,"7.1253",\N,\N,\N,"0",\N,\N,\N,"0","0.6167","0.6033","0.4333",\N,\N,\N,\N,\N,\N,"4.2328","0.0000","7.9365","15.6085","7.4074","5.8201","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","58.9947"
"Precinct","4","35-4","384","26.4645",\N,\N,\N,\N,"11.5207",\N,\N,\N,"0",\N,\N,\N,"0","0.6958","0.5700","0.5333",\N,\N,\N,\N,\N,\N,"7.8125","0.0000","4.1667","23.4375","5.2083","10.9375","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","48.4375"
"Precinct","5","35-5","281","25.8272",\N,\N,\N,\N,"3.1034",\N,\N,\N,"0",\N,\N,\N,"0","0.3750","0.4067","0.4333",\N,\N,\N,\N,\N,\N,"2.4911","0.0000","3.2028","40.2135","3.9146","7.4733","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","42.7046"
"Precinct","6","35-6","427","31.8419",\N,\N,\N,\N,"6.5646",\N,\N,\N,"2",\N,\N,\N,"0","0.5583","0.7567","0.5333",\N,\N,\N,\N,\N,\N,"7.9625","0.0000","9.8361","18.0328","2.3419","7.9625","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","53.3958"
"Precinct","7","35-7","368","31.9444",\N,\N,\N,\N,"5.6410",\N,\N,\N,"1",\N,\N,\N,"0","0.5875","0.5267","0.5056",\N,\N,\N,\N,\N,\N,"12.5000","0.0000","5.9783","20.9239","5.1630","10.8696","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","44.2935"
"Precinct","8","35-8","243","28.9631",\N,\N,\N,\N,"7.2519",\N,\N,\N,"0",\N,\N,\N,"0","0.4333","0.3500","0.2944",\N,\N,\N,\N,\N,\N,"6.5844","0.0000","7.4074","35.3909","4.1152","7.8189","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","38.6831"
"Precinct","9","35-9","358","34.7573",\N,\N,\N,\N,"7.9692",\N,\N,\N,"0",\N,\N,\N,"0","0.5125","0.6233","0.4389",\N,\N,\N,\N,\N,\N,"3.3520","0.0000","10.6145","17.8771","9.2179","10.8939","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","48.0447"
"Precinct","10","35-10","322","31.0811",\N,\N,\N,\N,"3.5928",\N,\N,\N,"0",\N,\N,\N,"0","0.4958","0.4533","0.4389",\N,\N,\N,\N,\N,\N,"0.9317","0.0000","29.1925","16.7702","4.0373","3.1056","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","45.9627"
"Precinct","11","35-11","404","32.4759",\N,\N,\N,\N,"3.3493",\N,\N,\N,"0",\N,\N,\N,"0","0.5958","0.5367","0.6333",\N,\N,\N,\N,\N,\N,"0.7426","0.0000","9.1584","12.3762","5.6931","27.4752","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","44.5545"
"Precinct","12","35-12","225","21.3068",\N,\N,\N,\N,"1.7467",\N,\N,\N,"0",\N,\N,\N,"0","0.4042","0.2600","0.3000",\N,\N,\N,\N,\N,\N,"2.6667","0.0000","5.7778","21.3333","9.3333","12.4444","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","48.4444"
"Precinct","13","35-13","321","23.1268",\N,\N,\N,\N,"1.8349",\N,\N,\N,"0",\N,\N,\N,"0","0.3042","0.4633","0.6389",\N,\N,\N,\N,\N,\N,"2.4922","0.0000","5.6075","24.9221","2.4922","7.1651","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","57.3209"
"Precinct","14","35-14","239","24.0685",\N,\N,\N,\N,"8.4291",\N,\N,\N,"0",\N,\N,\N,"0","0.4333","0.3133","0.3500",\N,\N,\N,\N,\N,\N,"2.0921","0.0000","9.2050","18.4100","8.7866","8.7866","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","52.7197"
"Precinct","15","35-15","435","62.6801",\N,\N,\N,\N,"8.9958",\N,\N,\N,"2",\N,\N,\N,"0","0.7875","0.7933","0.2833",\N,\N,\N,\N,\N,\N,"1.6092","0.0000","4.1379","22.7586","17.4713","8.7356","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","44.8276"
"Precinct","16","35-16","360","28.5941",\N,\N,\N,\N,"9.7744",\N,\N,\N,"0",\N,\N,\N,"0","0.4625","0.5867","0.6222",\N,\N,\N,\N,\N,\N,"1.9444","0.0000","10.0000","17.5000","8.8889","15.5556","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","46.1111"
"Precinct","17","35-17","329","27.4854",\N,\N,\N,\N,"2.0833",\N,\N,\N,"14",\N,\N,\N,"0","0.5917","0.4333","0.3556",\N,\N,\N,\N,\N,\N,"1.5198","0.0000","7.5988","21.8845","3.9514","12.1581","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","48.6322"
"Precinct","18","35-18","437","33.1061",\N,\N,\N,\N,"7.8059",\N,\N,\N,"0",\N,\N,\N,"0","0.6833","0.6900","0.5722",\N,\N,\N,\N,\N,\N,"4.5767","0.0000","9.6110","24.4851","5.9497","12.1281","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","43.2494"
"Precinct","19","35-19","324","25.7962",\N,\N,\N,\N,"10.2493",\N,\N,\N,"1",\N,\N,\N,"0","0.6500","0.4567","0.3778",\N,\N,\N,\N,\N,\N,"6.7901","0.0000","8.6420","28.7037","5.5556","12.0370","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.9630"
"Precinct","20","35-20","452","40.5018",\N,\N,\N,\N,"10.1392",\N,\N,\N,"0",\N,\N,\N,"0","0.6667","0.7333","0.6833",\N,\N,\N,\N,\N,\N,"3.0973","0.0000","9.9558","19.6903","5.0885","10.3982","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","51.7699"
"Precinct","21","35-21","326","34.4245",\N,\N,\N,\N,"6.5903",\N,\N,\N,"0",\N,\N,\N,"0","0.5208","0.4567","0.4833",\N,\N,\N,\N,\N,\N,"3.9877","0.0000","6.4417","12.5767","3.3742","8.2822","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","65.3374"
"Precinct","22","35-22","226","47.0833",\N,\N,\N,\N,"4.2373",\N,\N,\N,"0",\N,\N,\N,"0","0.4250","0.2900","0.2611",\N,\N,\N,\N,\N,\N,"2.6549","0.0000","18.1416","17.2566","3.5398","9.7345","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","48.6726"
"Precinct","23","35-23","518","51.9559",\N,\N,\N,\N,"3.3582",\N,\N,\N,"0",\N,\N,\N,"0","0.6125","0.7967","0.8333",\N,\N,\N,\N,\N,\N,"0.5792","0.0000","2.3166","28.7645","4.0541","1.5444","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","62.7413"
"Precinct","24","35-24","147","50.3425",\N,\N,\N,\N,"2.0000",\N,\N,\N,"0",\N,\N,\N,"0","0.2792","0.2467","0.0500",\N,\N,\N,\N,\N,\N,"1.3605","0.0000","8.8435","27.2109","1.3605","4.0816","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","57.1429"
"Precinct","25","35-25","191","26.7882",\N,\N,\N,\N,"11.5741",\N,\N,\N,"0",\N,\N,\N,"0","0.3250","0.2767","0.3056",\N,\N,\N,\N,\N,\N,"0.5236","0.0000","6.8063","23.5602","10.9948","3.6649","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","54.4503"
"Precinct","26","35-26","628","55.8222",\N,\N,\N,\N,"6.5476",\N,\N,\N,"0",\N,\N,\N,"0","0.8250","0.9033","1.1278",\N,\N,\N,\N,\N,\N,"2.0701","0.0000","9.5541","15.7643","6.2102","3.3439","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","63.0573"
"Precinct","27","35-27","219","49.7727",\N,\N,\N,\N,"6.4103",\N,\N,\N,"1",\N,\N,\N,"0","0.3917","0.4000","0.1111",\N,\N,\N,\N,\N,\N,"1.8265","0.0000","6.8493","15.5251","31.0502","4.5662","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","39.7260"
"Precinct","28","35-28","621","54.1412",\N,\N,\N,\N,"7.4516",\N,\N,\N,"2",\N,\N,\N,"0","1.0333","0.8867","0.8722",\N,\N,\N,\N,\N,\N,"2.4155","0.0000","7.7295","17.2303","14.0097","4.8309","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","53.4622"
"Precinct","29","35-29","523","67.2237",\N,\N,\N,\N,"4.3876",\N,\N,\N,"170",\N,\N,\N,"0","0.4667","0.5400","1.5167",\N,\N,\N,\N,\N,\N,"0.3824","0.0000","4.7801","10.7075","17.5908","10.3250","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","23.7094"
"Precinct","30","35-30","370","49.6644",\N,\N,\N,\N,"11.2710",\N,\N,\N,"0",\N,\N,\N,"0","0.5417","0.6700","0.4778",\N,\N,\N,\N,\N,\N,"5.1351","0.0000","8.3784","12.1622","5.4054","18.6486","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","50.2703"
"Precinct","31","35-31","213","47.6510",\N,\N,\N,\N,"7.7922",\N,\N,\N,"1",\N,\N,\N,"0","0.2917","0.4067","0.2167",\N,\N,\N,\N,\N,\N,"3.7559","0.0000","6.1033","28.1690","10.7981","10.3286","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","40.3756"
"Precinct","32","35-32","365","29.5547",\N,\N,\N,\N,"8.7500",\N,\N,\N,"0",\N,\N,\N,"0","0.4958","0.5400","0.6611",\N,\N,\N,\N,\N,\N,"5.7534","0.0000","5.7534","15.6164","7.3973","8.4932","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","56.9863"
"Precinct","33","35-33","449","35.3543",\N,\N,\N,\N,"5.2743",\N,\N,\N,"0",\N,\N,\N,"0","0.6792","0.5733","0.7722",\N,\N,\N,\N,\N,\N,"3.3408","0.0000","9.3541","16.9265","7.5724","5.5679","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","57.2383"
"Precinct","34","35-34","324","31.3043",\N,\N,\N,\N,"3.5714",\N,\N,\N,"0",\N,\N,\N,"0","0.6083","0.3800","0.4222",\N,\N,\N,\N,\N,\N,"0.9259","0.0000","9.5679","13.8889","26.8519","4.3210","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","44.4444"
"Precinct","35","35-35","376","46.1916",\N,\N,\N,\N,"8.0685",\N,\N,\N,"0",\N,\N,\N,"0","0.5417","0.6667","0.4389",\N,\N,\N,\N,\N,\N,"2.1277","0.0000","4.2553","19.9468","6.1170","16.4894","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","51.0638"
"Precinct","36","35-36","410","46.4853",\N,\N,\N,\N,"10.0877",\N,\N,\N,"19",\N,\N,\N,"0","0.5583","0.6967","0.6278",\N,\N,\N,\N,\N,\N,"2.1951","0.0000","5.3659","14.3902","3.6585","12.9268","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","56.8293"
"Precinct","37","35-37","278","47.8485",\N,\N,\N,\N,"7.0234",\N,\N,\N,"0",\N,\N,\N,"0","0.4833","0.5067","0.1722",\N,\N,\N,\N,\N,\N,"4.3165","0.0000","6.8345","16.9065","5.0360","0.7194","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","66.1871"
"Precinct","38","35-38","205","53.6649",\N,\N,\N,\N,"8.8889",\N,\N,\N,"0",\N,\N,\N,"0","0.3083","0.3533","0.2500",\N,\N,\N,\N,\N,\N,"2.4390","0.0000","2.4390","7.8049","6.3415","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","80.9756"
"Precinct","39","35-39","268","57.7586",\N,\N,\N,\N,"7.2664",\N,\N,\N,"0",\N,\N,\N,"0","0.6375","0.3433","0.1833",\N,\N,\N,\N,\N,\N,"6.3433","0.0000","10.4478","26.1194","10.4478","9.3284","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","37.3134"
"Precinct","40","35-40","27","75.0000",\N,\N,\N,\N,"6.8966",\N,\N,\N,"0",\N,\N,\N,"0","0.0792","0.0267","0.0111",\N,\N,\N,\N,\N,\N,"3.7037","0.0000","0.0000","14.8148","29.6296","3.7037","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","48.1481"
"Precinct","41","35-41","70","88.6076",\N,\N,\N,\N,"6.6667",\N,\N,\N,"0",\N,\N,\N,"0","0.1917","0.0867","0.0167",\N,\N,\N,\N,\N,\N,"1.4286","0.0000","1.4286","24.2857","24.2857","8.5714","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","40.0000"
"Precinct","42","35-42","289","20.6281",\N,\N,\N,\N,"4.6205",\N,\N,\N,"0",\N,\N,\N,"0","0.4583","0.3333","0.5167",\N,\N,\N,\N,\N,\N,"3.1142","0.0000","8.9965","14.8789","4.8443","13.4948","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","54.6713"
"Precinct","43","35-43","345","25.2562",\N,\N,\N,\N,"5.9946",\N,\N,\N,"0",\N,\N,\N,"0","0.5667","0.4400","0.5500",\N,\N,\N,\N,\N,\N,"2.0290","0.0000","7.8261","17.9710","7.5362","16.2319","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","48.4058"
"Precinct","44","35-44","172","18.5145",\N,\N,\N,\N,"4.9724",\N,\N,\N,"0",\N,\N,\N,"0","0.2708","0.2600","0.2111",\N,\N,\N,\N,\N,\N,"11.0465","0.0000","5.8140","22.6744","8.1395","12.2093","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","40.1163"
"Precinct","45","35-45","309","27.3210",\N,\N,\N,\N,"8.3086",\N,\N,\N,"0",\N,\N,\N,"0","0.4792","0.4367","0.5056",\N,\N,\N,\N,\N,\N,"4.5307","0.0000","5.5016","21.6828","6.1489","7.1197","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","55.0162"
"Precinct","46","35-46","285","27.4566",\N,\N,\N,\N,"5.9406",\N,\N,\N,"0",\N,\N,\N,"0","0.4292","0.4467","0.3667",\N,\N,\N,\N,\N,\N,"1.7544","0.0000","11.2281","23.8596","4.9123","10.5263","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","47.7193"
"Precinct","47","35-47","357","32.8729",\N,\N,\N,\N,"7.5130",\N,\N,\N,"0",\N,\N,\N,"0","0.4792","0.5633","0.5667",\N,\N,\N,\N,\N,\N,"1.9608","0.0000","7.5630","19.8880","0.8403","10.6443","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","59.1036"
"Precinct","48","35-48","529","54.7619",\N,\N,\N,\N,"5.5357",\N,\N,\N,"0",\N,\N,\N,"0","0.9208","0.7467","0.6389",\N,\N,\N,\N,\N,\N,"3.2136","0.0000","5.4820","21.1720","13.7996","6.6163","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","49.7164"
"Precinct","49","35-49","250","26.9687",\N,\N,\N,\N,"7.0632",\N,\N,\N,"0",\N,\N,\N,"0","0.4375","0.3200","0.3778",\N,\N,\N,\N,\N,\N,"2.4000","0.0000","6.4000","14.0000","0.8000","32.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","44.4000"
"Precinct","50","35-50","266","22.3717",\N,\N,\N,\N,"6.9930",\N,\N,\N,"0",\N,\N,\N,"0","0.5042","0.3433","0.3444",\N,\N,\N,\N,\N,\N,"4.5113","0.0000","9.0226","19.1729","3.0075","12.4060","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","51.8797"
"Precinct","51","35-51","218","35.7964",\N,\N,\N,\N,"3.1111",\N,\N,\N,"0",\N,\N,\N,"0","0.2917","0.4167","0.1667",\N,\N,\N,\N,\N,\N,"0.9174","0.0000","2.7523","19.7248","3.2110","3.2110","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","70.1835"
"Precinct","52","35-52","364","50.3458",\N,\N,\N,\N,"10.3448",\N,\N,\N,"1",\N,\N,\N,"0","0.6208","0.5500","0.5111",\N,\N,\N,\N,\N,\N,"2.4725","0.0000","6.0440","18.4066","2.7473","16.7582","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","53.2967"
"Precinct","53","35-53","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,"0","0.0000","0.0000","0.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Precinct","1","36-1","351","29.7963",\N,\N,\N,\N,"8.1152",\N,\N,\N,"0",\N,\N,\N,"0","0.6750","0.5433","0.3167",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","16.2393","0.0000","0.0000","14.2450","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","20.7977","0.0000","0.0000","48.7179"
"Precinct","2","36-2","273","27.7721",\N,\N,\N,\N,"11.9355",\N,\N,\N,"0",\N,\N,\N,"0","0.4875","0.4133","0.3833",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","15.0183","0.0000","0.0000","10.2564","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","10.6227","0.0000","0.0000","64.1026"
"Precinct","3","36-3","374","39.3684",\N,\N,\N,\N,"7.8818",\N,\N,\N,"0",\N,\N,\N,"2","0.6917","0.6400","0.2667",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","16.8449","0.0000","0.0000","14.4385","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","10.6952","0.0000","0.0000","58.5561"
"Precinct","4","36-4","438","38.2867",\N,\N,\N,\N,"8.1761",\N,\N,\N,"0",\N,\N,\N,"0","0.8625","0.6500","0.4167",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","7.3059","0.0000","0.0000","10.5023","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.5251","0.0000","0.0000","66.6667"
"Precinct","5","36-5","369","40.5941",\N,\N,\N,\N,"11.7225",\N,\N,\N,"1",\N,\N,\N,"0","0.6792","0.6067","0.4056",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","10.8401","0.0000","0.0000","14.6341","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8.4011","0.0000","0.0000","65.8537"
"Precinct","6","36-6","201","27.0161",\N,\N,\N,\N,"20.2381",\N,\N,\N,"0",\N,\N,\N,"0","0.5083","0.2833","0.2500",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","17.4129","0.0000","0.0000","21.8905","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","10.4478","0.0000","0.0000","50.2488"
"Precinct","7","36-7","278","31.9173",\N,\N,\N,\N,"5.4422",\N,\N,\N,"0",\N,\N,\N,"0","0.5500","0.4233","0.1944",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","20.5036","0.0000","0.0000","7.1942","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","5.7554","0.0000","0.0000","66.5468"
