region,district id,district name,precinct,special precinct,possible voters,special voters,votes by 12,votes by 17,ballots signed for,num ballots,invalid votes,valid votes,logic check,logic check2,logic check,logic check2,logic check,logic check2,3 - United Opposition,5 - United National Movement,6 - Greens Party,8 - Alliance of Patriots,14 - Georgian Party,18 - Way of Georgia,41 - Georgian Dream
,57,,21,,913,3,146,221,282,850,8,,,,,,,,150,,,,,,124
,57,,22,,471,2,83,142,183,450,10,,,,,,,,69,,,,,,104
,57,,23,,436,3,88,125,161,450,10,,,,,,,,71,,,,,,79
,57,,24,,240,0,102,123,135,250,4,,,,,,,,29,,,,,,102
,57,,25,,367,0,112,147,163,350,4,,,,,,,,78,,,,,,81
,57,,26,,254,1,74,120,160,250,0,,,,,,,,24,,,,,,136
,57,,27,,418,2,164,234,246,450,5,,,,,,,,49,,,,,,192
,57,,28,,59,6,39,42,47,100,0,,,,,,,,23,,,,,,24
,57,,29,,678,2,183,275,342,650,8,,,,,,,,111,,,,,,223
,57,,30,,141,4,70,85,91,150,1,,,,,,,,13,,,,,,77
,57,,31,,976,3,161,250,304,900,2,,,,,,,,93,,,,,,209
,57,,32,,932,5,153,243,282,850,3,,,,,,,,79,,,,,,200
,57,,33,,828,4,161,270,320,750,25,,,,,,,,49,,,,,,246
,57,,34,,513,4,104,173,212,500,4,,,,,,,,110,,,,,,98
,57,,35,,975,2,173,262,322,900,8,,,,,,,,90,,,,,,224
,57,,36,,1006,5,210,326,375,950,9,,,,,,,,119,,,,,,247
,57,,37,,543,9,125,257,294,500,9,,,,,,,,92,,,,,,193
,61,,1,,1246,6,337,506,614,1200,17,,,,,,,,,,,305,,,292
,61,,2,,1276,11,282,427,583,1200,6,,,,,,,,,,,271,,,306
,61,,3,,1211,5,297,500,650,1150,10,,,,,,,,,,,286,,,354
,61,,4,,1263,4,279,591,594,1200,18,,,,,,,,,,,249,,,327
,61,,5,,432,0,103,184,253,450,2,,,,,,,,,,,125,,,126
,61,,6,,628,1,158,249,371,600,4,,,,,,,,,,,175,,,192
,61,,7,,407,1,100,173,230,450,3,,,,,,,,,,,48,,,179
,61,,8,,924,0,305,534,604,900,12,,,,,,,,,,,329,,,263
,61,,9,,1020,5,273,456,610,950,15,,,,,,,,,,,261,,,334
,61,,10,,1288,2,355,588,700,1250,10,,,,,,,,,,,400,,,290
,61,,11,,890,1,249,409,498,850,5,,,,,,,,,,,138,,,355
,61,,12,,694,3,228,373,454,650,8,,,,,,,,,,,209,,,237
,61,,13,,55,7,27,45,47,100,1,,,,,,,,,,,13,,,33
,61,,14,,526,3,160,226,256,500,5,,,,,,,,,,,88,,,163
,61,,15,,898,3,252,370,414,850,7,,,,,,,,,,,220,,,187
,61,,16,,756,5,152,273,334,700,6,,,,,,,,,,,109,,,219
,61,,17,,592,2,167,271,320,550,5,,,,,,,,,,,131,,,184
,61,,18,,873,1,197,374,478,800,7,,,,,,,,,,,146,,,325
,61,,19,,400,5,112,211,244,400,5,,,,,,,,,,,57,,,182
,61,,20,,430,2,134,188,269,450,3,,,,,,,,,,,115,,,151
,61,,21,,510,4,165,326,347,500,4,,,,,,,,,,,200,,,143
,61,,22,,701,3,165,252,327,650,1,,,,,,,,,,,169,,,157
,61,,23,,945,2,207,353,475,900,15,,,,,,,,,,,202,,,258
,61,,24,,1188,0,254,455,619,1150,7,,,,,,,,,,,279,,,333
,61,,25,,1427,2,289,466,578,1400,16,,,,,,,,,,,204,,,357
,61,,26,,991,1,185,343,433,950,5,,,,,,,,,,,86,,,342
,61,,27,,921,2,210,400,525,900,7,,,,,,,,,,,224,,,294
,61,,28,,625,4,146,255,305,600,8,,,,,,,,,,,104,,,193
,61,,29,,866,1,210,385,455,800,17,,,,,,,,,,,215,,,223
,61,,30,,462,5,122,220,255,500,4,,,,,,,,,,,101,,,150
,61,,31,,318,2,82,171,193,350,3,,,,,,,,,,,65,,,125
