shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Free Georgia,National Democratic Party of Georgia,United National Movement,Movement for Fair Georgia,Christian-Democratic Movement,Public Movement,Freedom Party,Georgian Group,New Rights,People's Party,Merab Kostava Society,Future Georgia,Labour Council of Georgia,Labour,Sportsman's Union,Georgian Dream
Precinct,2,52-2,630,60.9874,\N,\N,\N,\N,5.4054,\N,\N,\N,0,\N,\N,\N,0,1.2917,0.9033,0.4722,\N,\N,\N,\N,\N,\N,0,0,57.7778,0,0,0,0,0,1.2698,0,0,0,0,1.4286,0,39.5238
Precinct,3,52-3,648,63.035,\N,\N,\N,\N,1.9667,\N,\N,\N,0,\N,\N,\N,0,0.9958,1.1433,0.4389,\N,\N,\N,\N,\N,\N,0,0,44.1358,0,0,0,0,0,0.9259,0,0,0,0,0.7716,0,54.1667
Precinct,4,52-4,627,56.1828,\N,\N,\N,\N,2.9412,\N,\N,\N,1,\N,\N,\N,0,1.25,0.9433,0.35,\N,\N,\N,\N,\N,\N,0,0,42.5837,0,0,0,0,0,0.7974,0,0,0,0,0.9569,0,55.5024
Precinct,5,52-5,621,57.7138,\N,\N,\N,\N,2.0505,\N,\N,\N,2,\N,\N,\N,0,1.25,0.8933,0.3667,\N,\N,\N,\N,\N,\N,0,0,40.9018,0,0,0,0,0,0.8052,0,0,0,0,0.8052,0,57.1659
Precinct,6,52-6,564,58.4456,\N,\N,\N,\N,4.5685,\N,\N,\N,2,\N,\N,\N,0,1.1833,0.8267,0.3278,\N,\N,\N,\N,\N,\N,0,0,50,0,0,0,0,0,1.0638,0,0,0,0,1.2411,0,47.3404
Precinct,7,52-7,342,57.7703,\N,\N,\N,\N,4.4693,\N,\N,\N,1,\N,\N,\N,0,0.6917,0.4967,0.2389,\N,\N,\N,\N,\N,\N,0,0,50,0,0,0,0,0,0.5848,0,0,0,0,2.0468,0,47.076
Precinct,8,52-8,556,57.0842,\N,\N,\N,\N,7.947,\N,\N,\N,0,\N,\N,\N,0,1.0292,0.8833,0.5111,\N,\N,\N,\N,\N,\N,0,0,50.3597,0,0,0,0,0,1.259,0,0,0,0,2.518,0,45.8633
Precinct,9,52-9,713,67.3913,\N,\N,\N,\N,4.4236,\N,\N,\N,1,\N,\N,\N,0,1.4833,1.04,0.4333,\N,\N,\N,\N,\N,\N,0,0,48.9481,0,0,0,0,0,0.4208,0,0,0,0,1.5428,0,48.9481
Precinct,10,52-10,188,58.0247,\N,\N,\N,\N,5.5276,\N,\N,\N,0,\N,\N,\N,0,0.4583,0.2733,0.0389,\N,\N,\N,\N,\N,\N,0,0,53.7234,0,0,0,0,0,5.3191,0,0,0,0,0.5319,0,40.4255
Precinct,11,52-11,721,65.0135,\N,\N,\N,\N,3.2215,\N,\N,\N,0,\N,\N,\N,0,1.2917,1.1,0.5833,\N,\N,\N,\N,\N,\N,0,0,51.4563,0,0,0,0,0,0.6935,0,0,0,0,1.2483,0,46.6019
Precinct,12,52-12,834,58.078,\N,\N,\N,\N,2.5701,\N,\N,\N,0,\N,\N,\N,0,0.875,1.15,1.6722,\N,\N,\N,\N,\N,\N,0,0,41.7266,0,0,0,0,0,0.3597,0,0,0,0,0.8393,0,57.0743
Precinct,13,52-13,943,62.8248,\N,\N,\N,\N,3.2821,\N,\N,\N,0,\N,\N,\N,0,1.5167,1.47,0.9444,\N,\N,\N,\N,\N,\N,0,0,34.4645,0,0,0,0,0,0.4242,0,0,0,0,0.6363,0,64.4751
Precinct,14,52-14,638,63.8639,\N,\N,\N,\N,4.3478,\N,\N,\N,1,\N,\N,\N,0,1.1,1.0133,0.55,\N,\N,\N,\N,\N,\N,0,0,45.6113,0,0,0,0,0,0.4702,0,0,0,0,0.3135,0,53.4483
Precinct,15,52-15,718,65.7509,\N,\N,\N,\N,4.0107,\N,\N,\N,2,\N,\N,\N,0,0.8917,1.33,0.75,\N,\N,\N,\N,\N,\N,0,0,47.2145,0,0,0,0,0,0.1393,0,0,0,0,1.2535,0,51.1142
Precinct,16,52-16,630,62.1302,\N,\N,\N,\N,3.6697,\N,\N,\N,0,\N,\N,\N,0,1.3125,0.7667,0.6056,\N,\N,\N,\N,\N,\N,0,0,46.3492,0,0,0,0,0,1.2698,0,0,0,0,0.9524,0,51.4286
Precinct,17,52-17,266,57.0815,\N,\N,\N,\N,6.6667,\N,\N,\N,0,\N,\N,\N,0,0.6625,0.3533,0.1111,\N,\N,\N,\N,\N,\N,0,0,54.1353,0,0,0,0,0,0.7519,0,0,0,0,0,0,45.1128
Precinct,18,52-18,199,63.9871,\N,\N,\N,\N,4.7847,\N,\N,\N,2,\N,\N,\N,0,0.4583,0.2467,0.1389,\N,\N,\N,\N,\N,\N,0,0,51.2563,0,0,0,0,0,0.5025,0,0,0,0,2.0101,0,45.2261
Precinct,19,52-19,229,68.9759,\N,\N,\N,\N,3.7815,\N,\N,\N,0,\N,\N,\N,0,0.45,0.3433,0.15,\N,\N,\N,\N,\N,\N,0,0,77.2926,0,0,0,0,0,0,0,0,0,0,0.4367,0,22.2707
Precinct,20,52-20,223,75.3378,\N,\N,\N,\N,3.4632,\N,\N,\N,1,\N,\N,\N,0,0.6375,0.24,0.0333,\N,\N,\N,\N,\N,\N,0,0,60.5381,0,0,0,0,0,0,0,0,0,0,0.8969,0,38.1166
Precinct,21,52-21,206,67.541,\N,\N,\N,\N,3.7383,\N,\N,\N,0,\N,\N,\N,0,0.55,0.2467,0.0444,\N,\N,\N,\N,\N,\N,0,0,65.534,0,0,0,0,0,0,0,0,0,0,2.4272,0,32.0388
Precinct,22,52-22,371,61.7304,\N,\N,\N,\N,4.8718,\N,\N,\N,0,\N,\N,\N,0,0.5625,0.6667,0.3056,\N,\N,\N,\N,\N,\N,0,0,71.159,0,0,0,0,0,0.2695,0,0,0,0,0,0,28.5714
Precinct,23,52-23,509,54.6137,\N,\N,\N,\N,3.5985,\N,\N,\N,3,\N,\N,\N,0,0.9958,0.6767,0.4778,\N,\N,\N,\N,\N,\N,0,0,45.3831,0,0,0,0,0,1.9646,0,0,0,0,1.1788,0,50.8841
Precinct,24,52-24,507,61.8293,\N,\N,\N,\N,4.878,\N,\N,\N,0,\N,\N,\N,0,0.875,0.8633,0.3556,\N,\N,\N,\N,\N,\N,0,0,59.3688,0,0,0,0,0,0.1972,0,0,0,0,0.5917,0,39.8422
Precinct,25,52-25,477,61.4691,\N,\N,\N,\N,3.2454,\N,\N,\N,2,\N,\N,\N,0,0.9958,0.6533,0.3222,\N,\N,\N,\N,\N,\N,0,0,51.153,0,0,0,0,0,0.6289,0,0,0,0,0.8386,0,46.9602
Precinct,26,52-26,516,63.5468,\N,\N,\N,\N,2.6415,\N,\N,\N,0,\N,\N,\N,0,0.75,0.87,0.4944,\N,\N,\N,\N,\N,\N,0,0,35.4651,0,0,0,0,0,0.5814,0,0,0,0,1.7442,0,62.2093
Precinct,27,52-27,412,64.1745,\N,\N,\N,\N,3.7383,\N,\N,\N,1,\N,\N,\N,0,0.7417,0.6,0.3889,\N,\N,\N,\N,\N,\N,0,0,64.5631,0,0,0,0,0,0.2427,0,0,0,0,1.699,0,33.2524
Precinct,28,52-28,342,65.019,\N,\N,\N,\N,4.4693,\N,\N,\N,0,\N,\N,\N,0,0.5917,0.56,0.2667,\N,\N,\N,\N,\N,\N,0,0,48.538,0,0,0,0,0,1.462,0,0,0,0,2.924,0,47.076
Precinct,1,53-1,745,54.7392,\N,\N,\N,\N,1.8445,\N,\N,\N,2,\N,\N,\N,0,1.1625,1.1567,0.7389,\N,\N,\N,\N,\N,\N,1.3423,0,31.4094,0.4027,0,0,0,0,3.6242,0,0,0,0,0.2685,0,62.6846
Precinct,2,53-2,761,54.5129,\N,\N,\N,\N,2.8097,\N,\N,\N,3,\N,\N,\N,0,1.4,1.1467,0.5722,\N,\N,\N,\N,\N,\N,2.1025,0,45.9921,0.1314,0,0,0,0,3.9422,0,0,0,0,0.2628,0,47.1748
Precinct,3,53-3,805,56.2544,\N,\N,\N,\N,2.6602,\N,\N,\N,2,\N,\N,\N,0,1.2542,1.4233,0.55,\N,\N,\N,\N,\N,\N,1.9876,0,53.2919,2.1118,0,0,0,0,1.118,0,0,0,0,1.118,0,40.1242
Precinct,4,53-4,720,68.1173,\N,\N,\N,\N,3.2258,\N,\N,\N,0,\N,\N,\N,0,1.1042,1.1233,0.7889,\N,\N,\N,\N,\N,\N,0.4167,0,66.5278,0.6944,0,0,0,0,0.4167,0,0,0,0,0.9722,0,30.9722
Precinct,5,53-5,363,78.2328,\N,\N,\N,\N,1.626,\N,\N,\N,0,\N,\N,\N,0,0.7583,0.4667,0.2611,\N,\N,\N,\N,\N,\N,0,0,72.7273,0.2755,0,0,0,0,0.2755,0,0,0,0,0.551,0,26.1708
Precinct,6,53-6,675,54.7002,\N,\N,\N,\N,6.5097,\N,\N,\N,1,\N,\N,\N,0,1.0417,1.0667,0.8444,\N,\N,\N,\N,\N,\N,0.1481,0,59.4074,0.2963,0,0,0,0,1.7778,0,0,0,0,1.1852,0,37.037
Precinct,7,53-7,234,65,\N,\N,\N,\N,2.9046,\N,\N,\N,0,\N,\N,\N,0,0.5208,0.2767,0.1833,\N,\N,\N,\N,\N,\N,0.4274,0,89.3162,0,0,0,0,0,0.4274,0,0,0,0,0.4274,0,9.4017
Precinct,8,53-8,686,57.5021,\N,\N,\N,\N,4.0559,\N,\N,\N,0,\N,\N,\N,0,1.3875,0.9567,0.5278,\N,\N,\N,\N,\N,\N,0.1458,0,72.449,0.4373,0,0,0,0,1.7493,0,0,0,0,0.7289,0,24.4898
Precinct,9,53-9,774,57.6751,\N,\N,\N,\N,6.4087,\N,\N,\N,1,\N,\N,\N,0,1.25,1.25,0.8444,\N,\N,\N,\N,\N,\N,2.1964,0,48.8372,0.1292,0,0,0,0,0.9044,0,0,0,0,0.646,0,47.1576
Precinct,10,53-10,749,63.0471,\N,\N,\N,\N,2.6008,\N,\N,\N,0,\N,\N,\N,0,1.2083,1.1333,0.7722,\N,\N,\N,\N,\N,\N,0.9346,0,55.4072,0.534,0,0,0,0,1.4686,0,0,0,0,0.6676,0,40.988
Precinct,11,53-11,614,57.0102,\N,\N,\N,\N,5.3929,\N,\N,\N,1,\N,\N,\N,0,0.9833,0.8733,0.8389,\N,\N,\N,\N,\N,\N,0.1629,0,45.6026,0.3257,0,0,0,0,4.886,0,0,0,0,1.6287,0,47.2313
Precinct,12,53-12,464,69.9849,\N,\N,\N,\N,4.3299,\N,\N,\N,0,\N,\N,\N,0,1.1083,0.4367,0.4889,\N,\N,\N,\N,\N,\N,0.431,0,65.5172,0.2155,0,0,0,0,3.6638,0,0,0,0,0.8621,0,29.3103
Precinct,13,53-13,533,64.8418,\N,\N,\N,\N,3.6166,\N,\N,\N,0,\N,\N,\N,0,0.8667,0.84,0.5167,\N,\N,\N,\N,\N,\N,0.1876,0,73.7336,0.3752,0,0,0,0,1.6886,0,0,0,0,0.9381,0,23.0769
Precinct,14,53-14,502,62.5156,\N,\N,\N,\N,3.4615,\N,\N,\N,0,\N,\N,\N,0,1.0667,0.7467,0.2222,\N,\N,\N,\N,\N,\N,3.1873,0,54.3825,0.1992,0,0,0,0,1.7928,0,0,0,0,0.5976,0,39.8406
Precinct,15,53-15,460,59.4315,\N,\N,\N,\N,5.1546,\N,\N,\N,0,\N,\N,\N,0,1.1875,0.44,0.3778,\N,\N,\N,\N,\N,\N,0.6522,0,68.6957,0.4348,0,0,0,0,2.3913,0,0,0,0,0.4348,0,27.3913
Precinct,16,53-16,558,63.2653,\N,\N,\N,\N,1.7606,\N,\N,\N,0,\N,\N,\N,0,1.3583,0.69,0.1944,\N,\N,\N,\N,\N,\N,0.5376,0,69.5341,0.3584,0,0,0,0,0,0,0,0,0,0.1792,0,29.3907
Precinct,17,53-17,529,70.1592,\N,\N,\N,\N,2.7574,\N,\N,\N,0,\N,\N,\N,0,1.0083,0.91,0.1611,\N,\N,\N,\N,\N,\N,0.9452,0,55.5766,0.189,0,0,0,0,1.1342,0,0,0,0,0.3781,0,41.7769
Precinct,18,53-18,374,60.7143,\N,\N,\N,\N,5.3165,\N,\N,\N,0,\N,\N,\N,0,0.8458,0.5333,0.1778,\N,\N,\N,\N,\N,\N,1.0695,0,59.3583,0.5348,0,0,0,0,0.5348,0,0,0,0,0.8021,0,37.7005
Precinct,19,53-19,480,67.4157,\N,\N,\N,\N,4.3825,\N,\N,\N,1,\N,\N,\N,0,0.8583,0.75,0.3944,\N,\N,\N,\N,\N,\N,0.2083,0,79.1667,0.625,0,0,0,0,2.0833,0,0,0,0,0.2083,0,17.5
Precinct,20,53-20,447,60.0806,\N,\N,\N,\N,4.2827,\N,\N,\N,4,\N,\N,\N,0,0.8333,0.5667,0.5389,\N,\N,\N,\N,\N,\N,1.1186,0,66.2192,0.8949,0,0,0,0,0.6711,0,0,0,0,1.3423,0,28.8591
Precinct,21,53-21,464,63.388,\N,\N,\N,\N,3.3333,\N,\N,\N,4,\N,\N,\N,0,0.9333,0.6933,0.2667,\N,\N,\N,\N,\N,\N,0.2155,0,64.4397,0.6466,0,0,0,0,3.2328,0,0,0,0,0.2155,0,30.3879
Precinct,22,53-22,942,66.9986,\N,\N,\N,\N,3.0864,\N,\N,\N,0,\N,\N,\N,0,1.3167,1.7333,0.7556,\N,\N,\N,\N,\N,\N,0.8493,0,41.9321,0.6369,0,0,0,0,1.2739,0,0,0,0,1.5924,0,53.7155
Precinct,23,53-23,597,69.0972,\N,\N,\N,\N,1.8092,\N,\N,\N,0,\N,\N,\N,0,0.9542,0.99,0.4556,\N,\N,\N,\N,\N,\N,0.1675,0,75.8794,0.5025,0,0,0,0,0.1675,0,0,0,0,0.1675,0,23.1156
Precinct,24,53-24,750,64.1026,\N,\N,\N,\N,2.5974,\N,\N,\N,1,\N,\N,\N,0,1.0833,1.07,1.05,\N,\N,\N,\N,\N,\N,0.8,0,59.7333,0.4,0,0,0,0,1.6,0,0,0,0,1.7333,0,35.6
Precinct,25,53-25,358,69.5146,\N,\N,\N,\N,0,\N,\N,\N,0,\N,\N,\N,0,0.85,0.4833,0.05,\N,\N,\N,\N,\N,\N,0.2793,0,89.6648,0,0,0,0,0,0.838,0,0,0,0,0.2793,0,8.9385
Precinct,26,53-26,267,73.5537,\N,\N,\N,\N,3.9568,\N,\N,\N,0,\N,\N,\N,0,0.5083,0.3367,0.3056,\N,\N,\N,\N,\N,\N,0.3745,0,71.5356,0,0,0,0,0,0.7491,0,0,0,0,0.3745,0,26.9663
Precinct,27,53-27,268,64.2686,\N,\N,\N,\N,6.2937,\N,\N,\N,1,\N,\N,\N,0,0.6875,0.3133,0.15,\N,\N,\N,\N,\N,\N,0.3731,0,74.2537,0.3731,0,0,0,0,0.7463,0,0,0,0,0,0,23.8806
Precinct,28,53-28,390,66.4395,\N,\N,\N,\N,5.1095,\N,\N,\N,2,\N,\N,\N,0,0.875,0.44,0.3833,\N,\N,\N,\N,\N,\N,1.7949,0,58.2051,0,0,0,0,0,1.2821,0,0,0,0,0,0,38.2051
Precinct,29,53-29,460,58.9744,\N,\N,\N,\N,4.9587,\N,\N,\N,0,\N,\N,\N,0,0.7583,0.69,0.5278,\N,\N,\N,\N,\N,\N,0.6522,0,48.913,0,0,0,0,0,0.8696,0,0,0,0,0.6522,0,48.913
Precinct,30,53-30,552,69.1729,\N,\N,\N,\N,1.7794,\N,\N,\N,1,\N,\N,\N,0,0.8792,0.8267,0.5722,\N,\N,\N,\N,\N,\N,8.1522,0,60.1449,0.3623,0,0,0,0,0.7246,0,0,0,0,0.1812,0,30.2536
Precinct,31,53-31,246,78.5942,\N,\N,\N,\N,6.1069,\N,\N,\N,0,\N,\N,\N,0,0.4917,0.4433,0.0611,\N,\N,\N,\N,\N,\N,0,0,61.7886,1.626,0,0,0,0,0.4065,0,0,0,0,1.2195,0,34.9593
Precinct,1,54-1,787,61.0551,\N,\N,\N,\N,1.9925,\N,\N,\N,0,\N,\N,\N,0,1.475,1.1167,0.6333,\N,\N,\N,\N,\N,\N,0,0,38.2465,0,1.6518,0,0,0,0.2541,0,0,0,0,0,0,59.8475
Precinct,2,54-2,617,61.5768,\N,\N,\N,\N,0.8039,\N,\N,\N,1,\N,\N,\N,0,1.3125,0.71,0.5222,\N,\N,\N,\N,\N,\N,0,0,40.0324,0,1.4587,0,0,0,0.1621,0,0,0,0,0,0,58.1848
Precinct,3,54-3,631,64.6516,\N,\N,\N,\N,4.1033,\N,\N,\N,1,\N,\N,\N,0,1.2208,0.9033,0.5222,\N,\N,\N,\N,\N,\N,0.1585,0,32.3296,0,1.7433,0,0,0,0.317,0,0,0,0,0,0,65.2932
Precinct,4,54-4,806,60.3745,\N,\N,\N,\N,3.2413,\N,\N,\N,0,\N,\N,\N,0,1.7583,0.9667,0.6722,\N,\N,\N,\N,\N,\N,0.3722,0,40.6948,0,1.737,0,0,0,4.7146,0,0,0,0,0,0,52.4814
Precinct,5,54-5,844,62.6113,\N,\N,\N,\N,1.9744,\N,\N,\N,1,\N,\N,\N,0,1.2792,1.3433,0.8389,\N,\N,\N,\N,\N,\N,0.3555,0,39.455,0,1.1848,0,0,0,0,0,0,0,0,0,0,58.8863
Precinct,6,54-6,859,63.7713,\N,\N,\N,\N,1.1507,\N,\N,\N,0,\N,\N,\N,0,1.975,0.9333,0.6389,\N,\N,\N,\N,\N,\N,0.3492,0,39.5809,0,1.1641,0,0,0,0.3492,0,0,0,0,0,0,58.5565
Precinct,7,54-7,965,65.3351,\N,\N,\N,\N,1.5306,\N,\N,\N,0,\N,\N,\N,0,1.7167,1.4333,0.7667,\N,\N,\N,\N,\N,\N,0,0,38.5492,0,0.829,0,0,0,0.4145,0,0,0,0,0,0,60.2073
Precinct,8,54-8,841,58.6881,\N,\N,\N,\N,1.6374,\N,\N,\N,3,\N,\N,\N,0,1.4958,1.2367,0.6944,\N,\N,\N,\N,\N,\N,0,0,55.5291,0,1.308,0,0,0,1.0702,0,0,0,0,0,0,41.736
Precinct,9,54-9,770,65.2542,\N,\N,\N,\N,2.2843,\N,\N,\N,6,\N,\N,\N,0,1.475,1.1067,0.5667,\N,\N,\N,\N,\N,\N,0.2597,0,41.5584,0,0.9091,0,0,0,0,0,0,0,0,0,0,56.4935
Precinct,10,54-10,910,64.8148,\N,\N,\N,\N,3.2944,\N,\N,\N,0,\N,\N,\N,0,1.6208,1.4167,0.7056,\N,\N,\N,\N,\N,\N,0.4396,0,47.1429,0,1.6484,0,0,0,0.7692,0,0,0,0,0,0,50
Precinct,11,54-11,825,60.6172,\N,\N,\N,\N,3.5088,\N,\N,\N,0,\N,\N,\N,0,1.3333,1.3033,0.8,\N,\N,\N,\N,\N,\N,0.2424,0,45.0909,0,1.8182,0,0,0,0.2424,0,0,0,0,0,0,52.6061
Precinct,12,54-12,610,66.0173,\N,\N,\N,\N,2.4,\N,\N,\N,0,\N,\N,\N,0,1.2083,0.7867,0.55,\N,\N,\N,\N,\N,\N,0.1639,0,32.1311,0,6.2295,0,0,0,0.4918,0,0,0,0,0,0,60.9836
Precinct,13,54-13,742,62.616,\N,\N,\N,\N,2.3684,\N,\N,\N,1,\N,\N,\N,0,1.4375,1.0633,0.5333,\N,\N,\N,\N,\N,\N,0.8086,0,34.5013,0,0.4043,0,0,0,0.9434,0,0,0,0,0,0,63.2075
Precinct,14,54-14,733,51.1514,\N,\N,\N,\N,2.3968,\N,\N,\N,2,\N,\N,\N,0,1.1583,1.0667,0.85,\N,\N,\N,\N,\N,\N,0.1364,0,42.292,0,1.5007,0,0,0,0.4093,0,0,0,0,0,0,55.3888
Precinct,15,54-15,492,60.5166,\N,\N,\N,\N,2.5743,\N,\N,\N,1,\N,\N,\N,0,0.9375,0.63,0.5056,\N,\N,\N,\N,\N,\N,0.2033,0,36.9919,0,1.2195,0,0,0,0.4065,0,0,0,0,0,0,60.9756
Precinct,16,54-16,553,75.0339,\N,\N,\N,\N,1.7762,\N,\N,\N,0,\N,\N,\N,0,0.9417,0.9133,0.35,\N,\N,\N,\N,\N,\N,0.1808,0,48.4629,0,1.9892,0,0,0,0.3617,0,0,0,0,0,0,49.0054
Precinct,17,54-17,383,78.1633,\N,\N,\N,\N,2.2959,\N,\N,\N,0,\N,\N,\N,0,0.7042,0.6533,0.15,\N,\N,\N,\N,\N,\N,0,0,40.9922,0,0.7833,0,0,0,0,0,0,0,0,0,0,58.2245
Precinct,18,54-18,649,66.157,\N,\N,\N,\N,2.259,\N,\N,\N,0,\N,\N,\N,0,1.3625,0.79,0.5556,\N,\N,\N,\N,\N,\N,0,0,48.228,0,1.3867,0,0,0,0.3082,0,0,0,0,0,0,50.077
Precinct,19,54-19,350,75.2688,\N,\N,\N,\N,3.5813,\N,\N,\N,2,\N,\N,\N,0,0.575,0.69,0.1,\N,\N,\N,\N,\N,\N,0,0,49.7143,0,4.5714,0,0,0,2.8571,0,0,0,0,0,0,42.2857
Precinct,20,54-20,516,69.6356,\N,\N,\N,\N,1.9011,\N,\N,\N,0,\N,\N,\N,0,1.0167,0.71,0.3833,\N,\N,\N,\N,\N,\N,0,0,42.8295,0,1.938,0,0,0,0.1938,0,0,0,0,0,0,55.0388
Precinct,21,54-21,669,67.3038,\N,\N,\N,\N,4.2918,\N,\N,\N,0,\N,\N,\N,0,1.3542,0.9367,0.5167,\N,\N,\N,\N,\N,\N,0.4484,0,48.7294,0,0.8969,0,0,0,0.1495,0,0,0,0,0,0,49.7758
Precinct,22,54-22,780,69.2103,\N,\N,\N,\N,3.4653,\N,\N,\N,0,\N,\N,\N,0,1.3583,1.2433,0.6056,\N,\N,\N,\N,\N,\N,0.3846,0,43.7179,0,1.0256,0,0,0,0.2564,0,0,0,0,0,0,54.6154
Precinct,23,54-23,582,63.5371,\N,\N,\N,\N,2.1849,\N,\N,\N,1,\N,\N,\N,0,0.9083,1.0133,0.4056,\N,\N,\N,\N,\N,\N,0.3436,0,52.0619,0,1.5464,0,0,0,0,0,0,0,0,0,0,45.8763
Precinct,24,54-24,429,71.7391,\N,\N,\N,\N,1.6055,\N,\N,\N,0,\N,\N,\N,0,0.6667,0.7533,0.2778,\N,\N,\N,\N,\N,\N,0.2331,0,41.958,0,3.0303,0,0,0,0.2331,0,0,0,0,0,0,54.5455
Precinct,25,54-25,806,59.7037,\N,\N,\N,\N,3.3573,\N,\N,\N,0,\N,\N,\N,0,1.425,1.2533,0.6444,\N,\N,\N,\N,\N,\N,0,0,49.1315,0,1.3648,0,0,0,0.9926,0,0,0,0,0,0,48.5112
Precinct,26,54-26,718,68.1214,\N,\N,\N,\N,3.3647,\N,\N,\N,0,\N,\N,\N,0,1.1375,1.1467,0.7,\N,\N,\N,\N,\N,\N,0,0,52.3677,0,1.3928,0,0,0,0.4178,0,0,0,0,0,0,45.8217
Precinct,27,54-27,681,70.424,\N,\N,\N,\N,2.7143,\N,\N,\N,4,\N,\N,\N,0,1.1,1.12,0.5556,\N,\N,\N,\N,\N,\N,0.2937,0,53.0103,0,1.909,0,0,0,1.1747,0,0,0,0,0,0,43.025
Precinct,28,54-28,950,64.9795,\N,\N,\N,\N,2.4641,\N,\N,\N,2,\N,\N,\N,0,1.4375,1.57,0.8778,\N,\N,\N,\N,\N,\N,0.1053,0,44.8421,0,0.5263,0,0,0,0.5263,0,0,0,0,0,0,53.7895
Precinct,29,54-29,665,66.7001,\N,\N,\N,\N,2.0619,\N,\N,\N,1,\N,\N,\N,0,1.0417,1.1967,0.3889,\N,\N,\N,\N,\N,\N,0.6015,0,46.015,0,2.1053,0,0,0,0.3008,0,0,0,0,0,0,50.8271
Precinct,30,54-30,480,67.2269,\N,\N,\N,\N,2.0408,\N,\N,\N,0,\N,\N,\N,0,1.1083,0.5967,0.25,\N,\N,\N,\N,\N,\N,0.625,0,55.2083,0,2.7083,0,0,0,0.4167,0,0,0,0,0,0,41.0417
Precinct,31,54-31,281,75.3351,\N,\N,\N,\N,4.4218,\N,\N,\N,0,\N,\N,\N,0,0.5,0.4833,0.1611,\N,\N,\N,\N,\N,\N,0,0,61.21,0,1.0676,0,0,0,2.1352,0,0,0,0,0,0,35.5872
Precinct,32,54-32,111,67.6829,\N,\N,\N,\N,0,\N,\N,\N,4,\N,\N,\N,0,0.1792,0.2033,0.0389,\N,\N,\N,\N,\N,\N,0,0,72.973,0,4.5045,0,0,0,0,0,0,0,0,0,0,18.9189
Precinct,33,54-33,263,72.2527,\N,\N,\N,\N,3.3088,\N,\N,\N,0,\N,\N,\N,0,0.675,0.33,0.0611,\N,\N,\N,\N,\N,\N,0,0,42.9658,0,1.9011,0,0,0,1.5209,0,0,0,0,0,0,53.6122
Precinct,34,54-34,678,71.0692,\N,\N,\N,\N,1.4535,\N,\N,\N,0,\N,\N,\N,0,0.8333,1.3733,0.4222,\N,\N,\N,\N,\N,\N,0.1475,0,53.6873,0,1.0324,0,0,0,0.1475,0,0,0,0,0,0,44.9853
Precinct,35,54-35,732,65.2988,\N,\N,\N,\N,0.813,\N,\N,\N,0,\N,\N,\N,0,1,1.1,0.9333,\N,\N,\N,\N,\N,\N,0.2732,0,44.1257,0,0.6831,0,0,0,0.1366,0,0,0,0,0,0,54.7814
Precinct,36,54-36,375,71.5649,\N,\N,\N,\N,3.8462,\N,\N,\N,0,\N,\N,\N,0,0.9167,0.4667,0.1667,\N,\N,\N,\N,\N,\N,0,0,36,0,2.1333,0,0,0,0,0,0,0,0,0,0,61.8667
Precinct,37,54-37,305,74.9386,\N,\N,\N,\N,1.9293,\N,\N,\N,2,\N,\N,\N,0,0.5,0.4667,0.2833,\N,\N,\N,\N,\N,\N,0.6557,0,39.3443,0,0.3279,0,0,0,0,0,0,0,0,0,0,59.0164
Precinct,38,54-38,180,81.0811,\N,\N,\N,\N,1.6393,\N,\N,\N,0,\N,\N,\N,0,0.3625,0.2567,0.1056,\N,\N,\N,\N,\N,\N,0,0,55.5556,0,0.5556,0,0,0,0,0,0,0,0,0,0,43.8889
Precinct,39,54-39,769,59.891,\N,\N,\N,\N,1.788,\N,\N,\N,0,\N,\N,\N,0,1.6167,0.9033,0.6889,\N,\N,\N,\N,\N,\N,0.5202,0,39.922,0,1.1704,0,0,0,0.2601,0,0,0,0,0,0,58.1274
Precinct,40,54-40,747,59.7122,\N,\N,\N,\N,1.9685,\N,\N,\N,9,\N,\N,\N,0,1.1667,1.18,0.7111,\N,\N,\N,\N,\N,\N,0.2677,0,33.1995,0,2.1419,0,0,0,0.5355,0,0,0,0,0,0,62.6506
Precinct,41,54-41,844,61.7862,\N,\N,\N,\N,2.9885,\N,\N,\N,0,\N,\N,\N,0,1.4958,1.1067,0.9944,\N,\N,\N,\N,\N,\N,0.237,0,44.0758,0,1.6588,0,0,0,0.3555,0,0,0,0,0,0,53.673
Precinct,42,54-42,851,58.8113,\N,\N,\N,\N,2.0713,\N,\N,\N,1,\N,\N,\N,0,1.8208,1.0633,0.6278,\N,\N,\N,\N,\N,\N,0.1175,0,44.1833,0,1.7626,0,0,0,1.0576,0,0,0,0,0,0,52.7615
