shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,United National Movement,Greens Party,In the Name of the Lord,Alliance of Patriots,Self-governance to People,People's Party,Reformers,Our Georgia,Future Georgia,Georgian Party,People's Movement,Christian Democrats,Unity Hall,Way of Georgia,Freedom Party,Labour,Party of People,Merab Kostava Society,Labour Council of Georgia,Georgian Dream
Precinct,29,57-29,396,58.32,,,,,5.49,,,,0,,,,0,0.98,0.47,0.24,,,,,,,0.25,,25.76,14.9,,,4.29,0.76,,,,,,,,,,,1.26,,,,52.78
Precinct,30,57-30,109,77.31,,,,,4.39,,,,0,,,,0,0.34,0.08,0.04,,,,,,,0.0,,38.53,15.6,,,2.75,4.59,,,,,,,,,,,1.83,,,,36.7
Precinct,31,57-31,389,39.9,,,,,1.27,,,,0,,,,0,0.97,0.41,0.22,,,,,,,1.03,,13.37,33.16,,,0.51,0.0,,,,,,,,,,,2.83,,,,49.1
Precinct,32,57-32,321,34.59,,,,,2.43,,,,0,,,,0,0.65,0.45,0.22,,,,,,,5.3,,30.84,15.58,,,2.49,1.56,,,,,,,,,,,3.12,,,,41.12
Precinct,33,57-33,410,49.7,,,,,3.76,,,,0,,,,0,0.9,0.56,0.24,,,,,,,6.34,,16.59,24.63,,,3.66,0.24,,,,,,,,,,,1.46,,,,47.07
Precinct,34,57-34,249,48.54,,,,,3.11,,,,0,,,,0,0.48,0.38,0.15,,,,,,,0.8,,48.19,16.06,,,6.43,0.0,,,,,,,,,,,1.61,,,,27.31
Precinct,35,57-35,356,36.29,,,,,3.52,,,,0,,,,0,0.78,0.37,0.39,,,,,,,4.21,,26.69,40.45,,,1.97,0.28,,,,,,,,,,,0.56,,,,25.84
Precinct,36,57-36,415,41.17,,,,,3.71,,,,0,,,,0,0.85,0.6,0.26,,,,,,,3.13,,34.22,14.94,,,5.06,0.0,,,,,,,,,,,3.37,,,,39.28
Precinct,37,57-37,362,66.54,,,,,5.24,,,,0,,,,0,0.78,0.46,0.32,,,,,,,0.83,,24.31,19.89,,,19.89,0.0,,,,,,,,,,,0.83,,,,34.25
Precinct,1,58-1,301,40.84,,,,,4.44,,,,0,,,,0,0.65,0.34,0.31,,,,,,,4.32,,5.65,42.52,,,,0.66,,,,,,,,,1.66,,4.98,,,,40.2
Precinct,2,58-2,416,32.12,,,,,3.7,,,,0,,,,0,0.91,0.43,0.48,,,,,,,4.33,,13.94,31.49,,,,0.0,,,,,,,,,4.09,,3.13,,,,43.03
Precinct,3,58-3,406,32.85,,,,,6.45,,,,0,,,,0,0.72,0.57,0.5,,,,,,,3.45,,12.56,32.51,,,,0.74,,,,,,,,,6.65,,2.46,,,,41.38
Precinct,4,58-4,368,30.54,,,,,5.64,,,,0,,,,0,0.58,0.61,0.38,,,,,,,3.8,,9.51,41.58,,,,2.72,,,,,,,,,0.27,,5.98,,,,36.14
Precinct,5,58-5,226,29.24,,,,,6.22,,,,0,,,,0,0.45,0.3,0.24,,,,,,,1.77,,11.5,31.86,,,,0.44,,,,,,,,,1.33,,4.42,,,,48.67
Precinct,6,58-6,283,33.02,,,,,2.75,,,,0,,,,0,0.55,0.3,0.38,,,,,,,1.41,,15.9,47.7,,,,0.0,,,,,,,,,1.77,,4.59,,,,28.62
Precinct,7,58-7,290,29.68,,,,,3.97,,,,0,,,,0,0.58,0.35,0.32,,,,,,,0.69,,9.31,33.79,,,,0.69,,,,,,,,,0.69,,4.14,,,,50.69
Precinct,8,58-8,435,40.5,,,,,3.97,,,,0,,,,0,0.63,0.66,0.58,,,,,,,0.0,,6.67,42.76,,,,5.06,,,,,,,,,0.23,,4.83,,,,40.46
Precinct,9,58-9,496,41.26,,,,,3.5,,,,0,,,,0,0.71,0.79,0.6,,,,,,,0.6,,6.05,12.9,,,,1.21,,,,,,,,,0.4,,3.63,,,,74.19
Precinct,10,58-10,219,37.63,,,,,3.1,,,,0,,,,0,0.44,0.28,0.2,,,,,,,0.46,,4.11,33.79,,,,2.74,,,,,,,,,0.0,,5.02,,,,53.88
Precinct,11,58-11,514,45.81,,,,,7.05,,,,0,,,,0,0.93,0.66,0.73,,,,,,,0.19,,8.56,34.24,,,,0.0,,,,,,,,,5.64,,4.67,,,,46.69
Precinct,12,58-12,236,50.0,,,,,5.98,,,,0,,,,0,0.57,0.27,0.18,,,,,,,1.27,,9.75,36.86,,,,0.85,,,,,,,,,1.69,,5.93,,,,43.64
Precinct,13,58-13,353,45.84,,,,,4.59,,,,0,,,,0,0.78,0.44,0.28,,,,,,,1.13,,11.05,17.85,,,,0.28,,,,,,,,,2.27,,3.97,,,,62.89
Precinct,14,58-14,438,32.88,,,,,4.99,,,,0,,,,0,0.86,0.48,0.62,,,,,,,6.39,,10.05,29.22,,,,1.6,,,,,,,,,0.68,,4.57,,,,47.03
Precinct,15,58-15,481,33.66,,,,,3.02,,,,0,,,,0,0.93,0.52,0.65,,,,,,,1.25,,4.99,31.81,,,,0.42,,,,,,,,,1.87,,4.16,,,,54.26
Precinct,16,58-16,342,50.44,,,,,3.66,,,,0,,,,0,0.6,0.47,0.38,,,,,,,3.22,,3.22,40.64,,,,0.29,,,,,,,,,1.75,,2.92,,,,47.66
Precinct,17,58-17,129,65.15,,,,,0.77,,,,0,,,,0,0.31,0.1,0.15,,,,,,,0.0,,3.1,36.43,,,,0.78,,,,,,,,,0.78,,1.55,,,,56.59
Precinct,18,58-18,250,57.74,,,,,1.19,,,,0,,,,0,0.48,0.28,0.29,,,,,,,0.0,,2.0,26.8,,,,0.8,,,,,,,,,0.0,,0.4,,,,70.0
Precinct,19,58-19,346,43.63,,,,,3.62,,,,0,,,,0,0.48,0.62,0.31,,,,,,,0.87,,4.34,44.8,,,,0.29,,,,,,,,,0.87,,4.05,,,,44.8
Precinct,20,58-20,361,40.34,,,,,4.24,,,,0,,,,0,0.53,0.43,0.66,,,,,,,1.94,,3.6,31.3,,,,1.39,,,,,,,,,0.83,,1.11,,,,59.56
Precinct,21,58-21,468,35.21,,,,,3.31,,,,0,,,,0,0.83,0.63,0.53,,,,,,,1.92,,5.34,37.82,,,,0.21,,,,,,,,,1.28,,1.92,,,,51.5
Precinct,22,58-22,463,47.34,,,,,2.32,,,,0,,,,0,0.79,0.61,0.57,,,,,,,1.3,,5.4,47.52,,,,3.46,,,,,,,,,0.22,,2.81,,,,39.31
Precinct,23,58-23,131,70.05,,,,,5.07,,,,0,,,,0,0.29,0.21,0.04,,,,,,,0.0,,4.58,33.59,,,,0.76,,,,,,,,,0.0,,1.53,,,,59.54
Precinct,24,58-24,167,65.75,,,,,5.65,,,,0,,,,0,0.42,0.22,0.06,,,,,,,0.6,,0.6,30.54,,,,3.59,,,,,,,,,0.0,,2.4,,,,62.28
Precinct,25,58-25,554,50.41,,,,,4.15,,,,0,,,,0,0.7,0.79,0.95,,,,,,,0.36,,3.25,35.74,,,,6.86,,,,,,,,,1.81,,3.43,,,,48.56
Precinct,26,58-26,246,46.68,,,,,1.99,,,,0,,,,0,0.46,0.32,0.24,,,,,,,0.0,,11.38,28.05,,,,0.0,,,,,,,,,0.41,,2.85,,,,57.32
Precinct,27,58-27,120,54.3,,,,,0.83,,,,0,,,,0,0.25,0.13,0.12,,,,,,,0.0,,18.33,13.33,,,,0.0,,,,,,,,,0.0,,5.0,,,,63.33
Precinct,28,58-28,81,54.36,,,,,1.22,,,,0,,,,0,0.12,0.11,0.12,,,,,,,0.0,,11.11,28.4,,,,4.94,,,,,,,,,0.0,,4.94,,,,50.62
Precinct,29,58-29,124,43.82,,,,,3.13,,,,0,,,,0,0.36,0.08,0.11,,,,,,,0.0,,13.71,34.68,,,,0.81,,,,,,,,,0.0,,7.26,,,,43.55
Precinct,30,58-30,361,51.13,,,,,4.5,,,,0,,,,0,0.76,0.35,0.51,,,,,,,0.55,,6.37,19.94,,,,0.55,,,,,,,,,0.55,,10.53,,,,61.22
Precinct,31,58-31,183,45.98,,,,,1.08,,,,0,,,,0,0.38,0.23,0.14,,,,,,,0.55,,18.58,30.05,,,,3.28,,,,,,,,,0.0,,8.74,,,,38.8
Precinct,32,58-32,125,56.05,,,,,3.1,,,,0,,,,0,0.19,0.15,0.21,,,,,,,0.0,,6.4,29.6,,,,2.4,,,,,,,,,0.0,,4.0,,,,57.6
Precinct,33,58-33,398,49.5,,,,,3.63,,,,0,,,,0,0.55,0.77,0.29,,,,,,,0.5,,5.78,14.57,,,,0.25,,,,,,,,,0.25,,4.77,,,,73.87
Precinct,34,58-34,366,30.63,,,,,7.34,,,,0,,,,0,0.39,0.66,0.58,,,,,,,1.37,,16.12,18.03,,,,0.82,,,,,,,,,0.27,,27.05,,,,36.34
Precinct,35,58-35,494,49.15,,,,,2.18,,,,0,,,,0,0.48,0.89,0.69,,,,,,,0.2,,8.91,21.26,,,,0.4,,,,,,,,,0.2,,5.87,,,,63.16
Precinct,36,58-36,548,50.05,,,,,5.35,,,,0,,,,0,0.96,0.73,0.72,,,,,,,0.18,,26.28,19.53,,,,4.38,,,,,,,,,0.55,,2.01,,,,46.72
Precinct,37,58-37,241,60.25,,,,,4.74,,,,0,,,,0,0.57,0.21,0.3,,,,,,,0.0,,11.62,48.55,,,,2.07,,,,,,,,,0.0,,1.66,,,,35.68
Precinct,38,58-38,137,43.77,,,,,0.0,,,,0,,,,0,0.23,0.21,0.11,,,,,,,0.0,,5.11,40.88,,,,0.73,,,,,,,,,1.46,,4.38,,,,47.45
Precinct,39,58-39,79,68.1,,,,,0.0,,,,0,,,,0,0.14,0.11,0.07,,,,,,,0.0,,32.91,11.39,,,,0.0,,,,,,,,,0.0,,0.0,,,,55.7
Precinct,40,58-40,565,72.62,,,,,4.72,,,,0,,,,0,0.93,0.85,0.63,,,,,,,0.35,,1.95,18.23,,,,0.0,,,,,,,,,0.18,,1.95,,,,76.99
Precinct,41,58-41,437,64.55,,,,,7.02,,,,0,,,,0,0.95,0.58,0.37,,,,,,,3.2,,2.75,4.12,,,,0.0,,,,,,,,,0.92,,45.77,,,,43.25
Precinct,42,58-42,442,33.08,,,,,4.12,,,,0,,,,0,0.71,0.64,0.55,,,,,,,1.13,,7.24,33.26,,,,0.68,,,,,,,,,0.23,,5.66,,,,51.36
Precinct,43,58-43,419,36.09,,,,,4.56,,,,0,,,,0,0.6,0.71,0.46,,,,,,,0.24,,5.73,26.97,,,,0.95,,,,,,,,,0.72,,2.86,,,,62.53
Precinct,44,58-44,388,39.71,,,,,5.6,,,,0,,,,0,0.47,0.72,0.47,,,,,,,0.52,,4.9,30.15,,,,1.55,,,,,,,,,0.0,,4.9,,,,57.99
Precinct,45,58-45,582,46.9,,,,,7.62,,,,0,,,,0,0.93,0.87,0.81,,,,,,,0.86,,30.58,13.92,,,,0.52,,,,,,,,,0.34,,4.12,,,,49.66
Precinct,46,58-46,442,56.16,,,,,7.53,,,,0,,,,0,0.84,0.58,0.57,,,,,,,0.0,,6.11,25.57,,,,0.68,,,,,,,,,0.68,,9.73,,,,57.24
Precinct,47,58-47,375,46.41,,,,,6.72,,,,0,,,,0,0.84,0.4,0.44,,,,,,,1.87,,21.07,30.67,,,,1.87,,,,,,,,,2.13,,6.67,,,,35.73
Precinct,48,58-48,459,55.5,,,,,5.94,,,,0,,,,0,0.84,0.63,0.54,,,,,,,1.09,,9.37,34.42,,,,1.74,,,,,,,,,4.79,,4.79,,,,43.79
Precinct,49,58-49,417,36.42,,,,,3.7,,,,0,,,,0,0.68,0.63,0.45,,,,,,,0.48,,11.75,28.54,,,,2.16,,,,,,,,,0.96,,3.12,,,,53.0
Precinct,50,58-50,388,37.45,,,,,2.51,,,,0,,,,0,0.88,0.4,0.37,,,,,,,1.29,,15.21,40.21,,,,1.03,,,,,,,,,0.26,,3.35,,,,38.4
Precinct,51,58-51,341,41.94,,,,,5.8,,,,0,,,,0,0.63,0.4,0.5,,,,,,,7.62,,19.65,35.48,,,,0.29,,,,,,,,,0.59,,1.47,,,,34.9
Precinct,52,58-52,222,44.49,,,,,5.13,,,,0,,,,0,0.44,0.33,0.17,,,,,,,0.9,,20.72,23.42,,,,0.0,,,,,,,,,0.0,,0.9,,,,54.05
Precinct,53,58-53,188,32.7,,,,,6.0,,,,0,,,,0,0.39,0.18,0.29,,,,,,,1.06,,4.26,58.51,,,,0.0,,,,,,,,,0.53,,2.13,,,,33.51
Precinct,54,58-54,124,31.63,,,,,3.88,,,,0,,,,0,0.3,0.13,0.09,,,,,,,2.42,,8.06,41.13,,,,0.0,,,,,,,,,18.55,,2.42,,,,27.42
Precinct,55,58-55,237,35.22,,,,,2.07,,,,0,,,,0,0.48,0.28,0.24,,,,,,,2.11,,3.38,43.04,,,,0.42,,,,,,,,,0.42,,4.22,,,,45.99
Precinct,56,58-56,283,38.19,,,,,5.35,,,,0,,,,0,0.61,0.32,0.32,,,,,,,0.71,,6.01,50.53,,,,0.35,,,,,,,,,2.12,,4.59,,,,35.69
Precinct,57,58-57,144,35.47,,,,,3.36,,,,0,,,,0,0.35,0.15,0.12,,,,,,,0.0,,6.94,46.53,,,,0.0,,,,,,,,,0.0,,0.69,,,,46.53
Precinct,58,58-58,87,42.23,,,,,3.33,,,,0,,,,0,0.2,0.08,0.09,,,,,,,0.0,,2.3,57.47,,,,0.0,,,,,,,,,0.0,,0.0,,,,39.08
Precinct,59,58-59,290,35.19,,,,,2.36,,,,0,,,,0,0.46,0.39,0.39,,,,,,,1.03,,8.62,36.9,,,,0.34,,,,,,,,,2.76,,4.14,,,,46.21
Precinct,60,58-60,351,31.88,,,,,3.57,,,,0,,,,0,0.56,0.41,0.58,,,,,,,2.28,,6.27,40.17,,,,0.0,,,,,,,,,2.85,,3.99,,,,44.44
Precinct,61,58-61,398,32.23,,,,,3.63,,,,0,,,,0,0.69,0.47,0.59,,,,,,,2.01,,12.06,36.18,,,,0.25,,,,,,,,,1.76,,3.77,,,,43.22
Precinct,62,58-62,418,45.19,,,,,9.52,,,,0,,,,0,0.9,0.49,0.54,,,,,,,2.39,,18.42,29.9,,,,0.72,,,,,,,,,1.2,,6.46,,,,40.67
Precinct,63,58-63,324,47.23,,,,,3.57,,,,0,,,,0,0.45,0.5,0.42,,,,,,,0.31,,4.32,31.79,,,,2.16,,,,,,,,,0.31,,4.32,,,,56.79
Precinct,64,58-64,208,59.43,,,,,6.31,,,,0,,,,0,0.5,0.19,0.26,,,,,,,0.96,,5.77,30.77,,,,0.0,,,,,,,,,0.48,,7.69,,,,54.33
Precinct,65,58-65,337,37.4,,,,,5.6,,,,0,,,,0,0.59,0.45,0.44,,,,,,,0.89,,9.2,41.84,,,,1.78,,,,,,,,,2.97,,5.93,,,,37.39
Precinct,66,58-66,408,47.22,,,,,5.56,,,,0,,,,0,0.78,0.61,0.34,,,,,,,0.25,,6.86,31.37,,,,2.21,,,,,,,,,0.49,,1.96,,,,56.86
Precinct,67,58-67,265,33.93,,,,,3.64,,,,0,,,,0,0.53,0.27,0.38,,,,,,,0.38,,2.26,43.02,,,,0.0,,,,,,,,,0.38,,4.91,,,,49.06
Precinct,1,59-1,387,40.57,,,,,5.61,,,,0,,,,0,0.65,0.56,0.48,,,,,,,2.33,1.81,8.79,20.67,,,3.88,4.39,,0.0,,,,,,,0.0,,2.84,0.52,,,54.52
Precinct,2,59-2,396,29.2,,,,,5.71,,,,0,,,,0,0.68,0.49,0.61,,,,,,,1.01,0.76,9.6,29.55,,,3.28,0.76,,0.25,,,,,,,0.51,,2.78,0.51,,,51.01
Precinct,3,59-3,385,27.94,,,,,4.7,,,,0,,,,0,0.58,0.57,0.52,,,,,,,1.56,0.52,8.57,25.71,,,7.01,0.52,,0.0,,,,,,,0.52,,6.49,0.0,,,49.09
Precinct,4,59-4,373,32.89,,,,,3.87,,,,0,,,,0,0.58,0.51,0.52,,,,,,,1.34,0.54,5.9,32.17,,,6.17,0.27,,0.0,,,,,,,1.34,,5.09,0.0,,,47.19
Precinct,5,59-5,801,60.27,,,,,4.98,,,,0,,,,0,1.78,1.09,0.48,,,,,,,1.37,0.87,4.37,41.45,,,4.62,1.0,,0.12,,,,,,,0.5,,5.37,0.12,,,40.2
Precinct,6,59-6,382,34.79,,,,,3.78,,,,0,,,,0,0.78,0.49,0.36,,,,,,,4.19,0.52,13.61,29.84,,,4.71,0.0,,0.0,,,,,,,0.79,,5.76,0.0,,,40.58
Precinct,7,59-7,313,24.49,,,,,5.44,,,,0,,,,0,0.45,0.47,0.46,,,,,,,1.6,0.0,7.03,29.07,,,6.07,0.32,,0.0,,,,,,,1.28,,6.71,0.64,,,47.28
Precinct,8,59-8,304,23.05,,,,,5.3,,,,0,,,,0,0.44,0.42,0.51,,,,,,,0.99,0.99,11.84,25.66,,,5.59,0.0,,0.0,,,,,,,0.33,,4.28,0.66,,,49.67
Precinct,9,59-9,361,30.16,,,,,4.5,,,,0,,,,0,0.64,0.52,0.37,,,,,,,2.49,1.39,8.03,29.09,,,3.05,0.28,,0.55,,,,,,,0.28,,7.76,0.0,,,46.26
Precinct,10,59-10,328,28.8,,,,,4.37,,,,0,,,,0,0.49,0.4,0.59,,,,,,,3.66,1.52,10.06,19.51,,,7.01,0.61,,0.61,,,,,,,0.0,,8.23,0.0,,,48.78
Precinct,11,59-11,279,26.17,,,,,1.76,,,,0,,,,0,0.48,0.39,0.28,,,,,,,2.15,0.0,12.54,25.09,,,2.87,0.36,,0.36,,,,,,,0.36,,6.81,0.36,,,49.1
Precinct,12,59-12,428,33.52,,,,,2.28,,,,0,,,,0,0.82,0.54,0.45,,,,,,,1.17,0.47,7.48,22.66,,,4.21,0.7,,0.0,,,,,,,0.23,,7.24,0.0,,,55.84
Precinct,13,59-13,377,29.16,,,,,1.57,,,,0,,,,0,0.59,0.46,0.57,,,,,,,2.39,0.27,15.38,23.08,,,2.39,0.53,,0.27,,,,,,,0.8,,3.71,0.0,,,50.66
Precinct,14,59-14,510,37.17,,,,,3.77,,,,0,,,,0,0.78,0.68,0.77,,,,,,,2.94,0.2,8.24,20.0,,,4.12,2.55,,0.39,,,,,,,0.59,,4.51,0.0,,,56.47
Precinct,15,59-15,465,36.76,,,,,2.92,,,,0,,,,0,0.73,0.66,0.58,,,,,,,3.23,0.0,7.1,23.44,,,7.31,1.51,,0.0,,,,,,,1.29,,4.3,0.0,,,51.83
Precinct,16,59-16,461,39.07,,,,,4.36,,,,0,,,,0,0.63,0.63,0.78,,,,,,,0.87,0.65,9.11,17.79,,,10.63,1.3,,0.22,,,,,,,0.65,,6.29,0.22,,,52.06
Precinct,17,59-17,467,36.46,,,,,5.08,,,,0,,,,0,0.72,0.66,0.67,,,,,,,1.71,1.28,7.71,14.56,,,6.21,0.43,,0.0,,,,,,,1.07,,4.93,0.21,,,61.67
Precinct,18,59-18,112,45.53,,,,,3.45,,,,0,,,,0,0.26,0.14,0.07,,,,,,,0.89,0.0,7.14,21.43,,,1.79,0.0,,0.89,,,,,,,0.0,,0.89,0.89,,,66.07
Precinct,20,59-20,432,32.9,,,,,5.68,,,,0,,,,0,0.26,0.88,0.72,,,,,,,0.93,0.23,5.32,22.45,,,2.31,0.23,,0.0,,,,,,,0.69,,3.94,0.23,,,63.66
Precinct,21,59-21,521,35.93,,,,,2.8,,,,0,,,,0,0.76,0.64,0.89,,,,,,,2.5,0.38,7.29,23.8,,,3.84,0.0,,0.0,,,,,,,0.19,,3.45,0.38,,,57.77
Precinct,22,59-22,530,37.48,,,,,4.5,,,,0,,,,0,0.95,0.82,0.46,,,,,,,3.96,0.0,7.36,24.34,,,3.77,0.0,,0.0,,,,,,,2.26,,2.83,0.38,,,55.09
Precinct,23,59-23,328,37.23,,,,,5.48,,,,0,,,,0,0.61,0.34,0.55,,,,,,,1.52,0.0,9.76,25.61,,,13.41,0.3,,0.0,,,,,,,0.3,,3.05,0.0,,,46.04
Precinct,24,59-24,484,34.72,,,,,1.63,,,,0,,,,0,0.69,0.83,0.43,,,,,,,2.07,0.83,11.98,20.66,,,4.34,2.27,,0.0,,,,,,,0.62,,4.55,0.41,,,51.86
Precinct,25,59-25,507,35.78,,,,,4.16,,,,0,,,,0,0.87,0.67,0.66,,,,,,,2.17,0.59,11.83,16.77,,,2.56,0.59,,0.0,,,,,,,1.18,,3.55,0.2,,,60.55
Precinct,26,59-26,405,33.78,,,,,4.26,,,,0,,,,0,0.56,0.6,0.61,,,,,,,9.14,0.25,12.84,21.23,,,2.96,0.49,,0.0,,,,,,,0.74,,2.72,0.0,,,49.38
Precinct,27,59-27,503,41.16,,,,,3.82,,,,0,,,,0,0.81,0.82,0.47,,,,,,,3.98,0.2,11.93,14.51,,,3.58,0.99,,0.2,,,,,,,0.99,,3.58,0.0,,,60.04
Precinct,28,59-28,468,35.78,,,,,2.09,,,,0,,,,0,0.75,0.65,0.57,,,,,,,2.78,0.21,10.04,17.09,,,4.27,1.07,,0.21,,,,,,,0.64,,5.77,0.21,,,57.48
Precinct,29,59-29,448,37.49,,,,,4.27,,,,0,,,,0,0.67,0.59,0.73,,,,,,,2.68,0.67,6.7,25.67,,,3.57,0.22,,0.45,,,,,,,2.46,,5.36,0.0,,,52.46
Precinct,30,59-30,356,35.49,,,,,8.95,,,,0,,,,0,0.73,0.43,0.47,,,,,,,1.4,0.28,8.99,22.19,,,8.71,0.56,,0.28,,,,,,,0.84,,2.81,0.84,,,53.09
Precinct,31,59-31,459,39.06,,,,,2.96,,,,0,,,,0,0.75,0.58,0.67,,,,,,,7.63,0.22,7.19,20.48,,,4.58,0.0,,0.0,,,,,,,0.22,,3.92,0.0,,,55.56
Precinct,32,59-32,306,38.78,,,,,6.71,,,,0,,,,0,0.65,0.35,0.38,,,,,,,1.63,0.0,9.8,16.67,,,3.27,0.33,,0.65,,,,,,,0.33,,4.25,0.33,,,62.42
Precinct,33,59-33,381,42.76,,,,,3.3,,,,0,,,,0,0.64,0.46,0.58,,,,,,,2.89,0.79,16.8,15.49,,,13.39,0.79,,0.0,,,,,,,0.26,,3.15,0.0,,,46.46
Precinct,34,59-34,413,31.74,,,,,4.84,,,,0,,,,0,0.68,0.47,0.73,,,,,,,2.18,0.73,11.38,22.03,,,3.15,1.21,,0.0,,,,,,,0.48,,4.6,0.24,,,54.0
Precinct,35,59-35,471,34.33,,,,,4.66,,,,0,,,,0,0.79,0.77,0.41,,,,,,,3.82,10.83,10.83,16.99,,,3.4,0.64,,0.21,,,,,,,0.21,,4.46,0.21,,,48.2
Precinct,36,59-36,457,36.33,,,,,3.18,,,,0,,,,0,0.58,0.59,0.86,,,,,,,1.53,2.63,10.94,15.75,,,3.72,0.44,,0.22,,,,,,,2.63,,4.81,0.0,,,57.33
Precinct,37,59-37,428,30.88,,,,,3.6,,,,0,,,,0,0.62,0.55,0.73,,,,,,,1.4,0.0,10.28,15.65,,,5.37,1.4,,0.0,,,,,,,0.93,,5.14,0.47,,,59.35
Precinct,38,59-38,400,27.95,,,,,4.99,,,,0,,,,0,0.6,0.58,0.57,,,,,,,0.5,0.25,8.75,37.5,,,6.0,0.0,,0.25,,,,,,,0.5,,3.0,0.0,,,43.0
Precinct,39,59-39,474,32.18,,,,,4.24,,,,0,,,,0,0.78,0.64,0.64,,,,,,,1.27,0.84,14.98,15.4,,,6.12,0.21,,0.0,,,,,,,0.63,,4.22,0.0,,,56.12
Precinct,40,59-40,547,36.64,,,,,4.87,,,,0,,,,0,0.94,0.63,0.9,,,,,,,3.47,0.55,8.23,16.09,,,4.2,1.1,,0.18,,,,,,,0.18,,4.57,0.37,,,60.88
Precinct,41,59-41,485,38.43,,,,,5.27,,,,0,,,,0,1.07,0.39,0.77,,,,,,,0.62,1.03,8.25,15.46,,,6.39,0.41,,0.0,,,,,,,0.0,,3.09,0.21,,,64.54
Precinct,42,59-42,460,33.48,,,,,4.56,,,,0,,,,0,0.86,0.58,0.56,,,,,,,2.83,0.22,10.0,26.52,,,7.39,0.22,,0.22,,,,,,,0.22,,2.61,0.22,,,49.35
Precinct,43,59-43,405,29.18,,,,,2.88,,,,0,,,,0,0.52,0.68,0.49,,,,,,,2.22,0.99,14.07,21.73,,,7.65,0.74,,0.0,,,,,,,0.74,,4.69,0.0,,,47.65
Precinct,44,59-44,462,31.86,,,,,3.55,,,,0,,,,0,0.65,0.78,0.49,,,,,,,1.73,1.3,10.39,20.56,,,11.04,0.43,,0.0,,,,,,,0.22,,3.25,0.22,,,51.3
Precinct,45,59-45,439,32.04,,,,,5.18,,,,0,,,,0,0.68,0.67,0.55,,,,,,,3.42,0.23,11.62,25.28,,,6.83,2.05,,0.23,,,,,,,0.68,,4.78,0.0,,,43.51
Precinct,46,59-46,464,31.8,,,,,3.93,,,,0,,,,0,0.65,0.67,0.7,,,,,,,1.72,0.43,7.97,18.1,,,4.31,2.59,,0.22,,,,,,,0.43,,4.96,0.0,,,59.27
Precinct,47,59-47,454,30.78,,,,,4.02,,,,0,,,,0,0.74,0.63,0.58,,,,,,,2.86,1.1,12.78,26.21,,,5.95,0.88,,0.22,,,,,,,0.66,,3.08,0.0,,,46.26
Precinct,48,59-48,408,28.59,,,,,5.12,,,,0,,,,0,0.53,0.75,0.44,,,,,,,0.74,0.74,11.52,20.83,,,6.86,3.43,,0.25,,,,,,,1.23,,4.9,0.25,,,49.26
Precinct,49,59-49,286,30.26,,,,,3.05,,,,0,,,,0,0.56,0.36,0.29,,,,,,,2.45,0.35,8.39,26.92,,,4.2,0.0,,0.0,,,,,,,0.7,,2.8,0.0,,,53.85
Precinct,50,59-50,366,31.31,,,,,2.14,,,,0,,,,0,0.63,0.47,0.46,,,,,,,2.46,0.55,9.84,19.4,,,6.28,0.0,,0.27,,,,,,,1.09,,5.46,0.27,,,54.37
Precinct,51,59-51,360,26.32,,,,,4.76,,,,0,,,,0,0.68,0.49,0.37,,,,,,,0.83,0.28,8.06,26.11,,,3.61,0.28,,0.0,,,,,,,1.39,,5.83,0.28,,,52.78
Precinct,52,59-52,185,28.82,,,,,5.13,,,,0,,,,0,0.33,0.23,0.26,,,,,,,1.08,0.54,9.73,26.49,,,6.49,0.54,,0.0,,,,,,,2.16,,5.95,0.0,,,47.03
Precinct,53,59-53,275,28.29,,,,,2.48,,,,0,,,,0,0.46,0.39,0.31,,,,,,,0.73,0.73,7.64,30.55,,,4.73,2.18,,0.0,,,,,,,0.73,,4.0,0.0,,,48.73
Precinct,54,59-54,394,27.84,,,,,5.52,,,,0,,,,0,0.72,0.54,0.46,,,,,,,2.03,1.78,7.36,23.1,,,6.35,0.0,,0.51,,,,,,,1.52,,3.81,0.51,,,53.55
Precinct,55,59-55,376,26.22,,,,,3.59,,,,0,,,,0,0.52,0.53,0.58,,,,,,,4.26,1.06,14.1,23.4,,,4.79,0.0,,0.0,,,,,,,0.27,,5.05,0.0,,,47.07
Precinct,56,59-56,308,23.25,,,,,5.81,,,,0,,,,0,0.67,0.25,0.51,,,,,,,2.27,3.9,7.47,20.45,,,4.87,0.65,,0.65,,,,,,,0.32,,6.82,0.32,,,52.27
