shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,United National Movement,Greens Party,In the Name of the Lord,Alliance of Patriots,Self-governance to People,People's Party,Reformers,Our Georgia,Future Georgia,Georgian Party,People's Movement,Christian Democrats,Unity Hall,Way of Georgia,Freedom Party,Labour,Party of People,Merab Kostava Society,Labour Council of Georgia,Georgian Dream
Precinct,16,23-16,77,38.89,,,,,8.33,,,,0,,,,0,0.18,0.12,0.04,,,,,,,0.0,1.3,2.6,12.99,,,0.0,0.0,,,,,,,,,0.0,,1.3,,,,81.82
Precinct,17,23-17,213,38.52,,,,,13.41,,,,0,,,,0,0.65,0.26,0.06,,,,,,,0.47,1.88,19.25,20.19,,,0.94,0.0,,,,,,,,,0.47,,0.0,,,,56.81
Precinct,18,23-18,207,29.57,,,,,11.91,,,,0,,,,0,0.44,0.31,0.21,,,,,,,0.0,4.35,23.67,9.18,,,1.45,0.97,,,,,,,,,0.97,,1.45,,,,57.97
Precinct,19,23-19,67,57.76,,,,,2.9,,,,0,,,,0,0.18,0.07,0.03,,,,,,,5.97,4.48,5.97,22.39,,,2.99,4.48,,,,,,,,,0.0,,0.0,,,,53.73
Precinct,20,23-20,462,34.63,,,,,13.97,,,,0,,,,0,0.49,0.84,0.93,,,,,,,0.22,19.05,5.19,11.47,,,0.87,2.81,,,,,,,,,0.22,,0.65,,,,59.09
Precinct,21,23-21,217,37.87,,,,,6.47,,,,0,,,,0,0.57,0.21,0.18,,,,,,,0.0,3.23,4.61,23.96,,,0.46,0.0,,,,,,,,,0.0,,0.46,,,,62.67
Precinct,22,23-22,644,44.94,,,,,2.72,,,,0,,,,0,0.88,1.04,0.77,,,,,,,0.31,0.93,51.71,1.4,,,0.16,0.0,,,,,,,,,0.0,,0.16,,,,45.34
Precinct,23,23-23,159,37.24,,,,,11.17,,,,0,,,,0,0.49,0.19,0.02,,,,,,,0.63,22.01,10.69,0.0,,,0.63,0.0,,,,,,,,,0.0,,0.63,,,,61.64
Precinct,24,23-24,142,47.18,,,,,12.35,,,,0,,,,0,0.28,0.27,0.07,,,,,,,2.11,28.87,12.68,4.93,,,0.7,0.0,,,,,,,,,0.0,,0.0,,,,50.7
Precinct,25,23-25,129,52.02,,,,,17.83,,,,0,,,,0,0.33,0.21,0.07,,,,,,,0.78,13.18,38.76,1.55,,,0.0,1.55,,,,,,,,,0.0,,0.0,,,,44.19
Precinct,26,23-26,350,26.36,,,,,3.58,,,,0,,,,0,1.07,0.25,0.17,,,,,,,0.29,12.86,12.57,4.0,,,0.0,0.0,,,,,,,,,0.29,,0.29,,,,67.43
Precinct,27,23-27,271,20.8,,,,,9.67,,,,0,,,,0,0.65,0.31,0.29,,,,,,,1.11,17.34,9.59,1.48,,,0.37,0.0,,,,,,,,,0.0,,0.37,,,,69.74
Precinct,28,23-28,94,36.29,,,,,6.93,,,,0,,,,0,0.18,0.14,0.08,,,,,,,0.0,2.13,6.38,5.32,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,85.11
Precinct,29,23-29,151,45.62,,,,,0.0,,,,0,,,,0,0.41,0.14,0.05,,,,,,,0.0,1.32,9.27,6.62,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,82.78
Precinct,30,23-30,408,39.08,,,,,7.69,,,,0,,,,0,1.05,0.59,0.07,,,,,,,0.0,0.0,1.72,9.56,,,0.0,0.49,,,,,,,,,0.0,,0.49,,,,87.75
Precinct,31,23-31,387,41.52,,,,,10.21,,,,0,,,,0,0.91,0.54,0.28,,,,,,,0.0,0.26,2.33,9.82,,,0.78,0.52,,,,,,,,,0.26,,0.78,,,,85.27
Precinct,32,23-32,297,49.67,,,,,2.94,,,,0,,,,0,0.48,0.54,0.16,,,,,,,0.0,0.0,1.35,4.38,,,0.0,0.34,,,,,,,,,0.67,,0.0,,,,93.27
Precinct,33,23-33,416,53.82,,,,,0.72,,,,0,,,,0,0.78,0.71,0.11,,,,,,,0.0,0.0,1.92,2.64,,,0.0,1.44,,,,,,,,,0.0,,0.0,,,,93.99
Precinct,34,23-34,450,31.51,,,,,1.53,,,,0,,,,0,0.81,0.62,0.42,,,,,,,0.0,0.0,1.78,2.44,,,0.0,0.44,,,,,,,,,0.0,,0.0,,,,95.33
Precinct,35,23-35,528,42.65,,,,,1.49,,,,0,,,,0,1.08,0.63,0.48,,,,,,,0.0,0.19,0.95,3.41,,,0.0,1.14,,,,,,,,,0.0,,0.19,,,,93.37
Precinct,36,23-36,344,29.84,,,,,1.99,,,,0,,,,0,0.5,0.49,0.47,,,,,,,0.0,0.0,0.87,1.45,,,0.0,0.0,,,,,,,,,0.29,,0.0,,,,97.38
Precinct,37,23-37,310,48.67,,,,,4.91,,,,0,,,,0,0.6,0.36,0.41,,,,,,,0.0,0.0,7.42,5.48,,,0.32,0.0,,,,,,,,,0.0,,0.0,,,,86.77
Precinct,38,23-38,366,34.66,,,,,7.11,,,,0,,,,0,0.75,0.54,0.29,,,,,,,1.09,0.27,43.72,6.01,,,0.0,0.0,,,,,,,,,0.0,,0.27,,,,48.63
Precinct,39,23-39,90,50.85,,,,,6.25,,,,0,,,,0,0.25,0.06,0.09,,,,,,,0.0,0.0,7.78,23.33,,,1.11,0.0,,,,,,,,,0.0,,0.0,,,,67.78
Precinct,40,23-40,347,29.38,,,,,3.88,,,,0,,,,0,0.46,0.53,0.51,,,,,,,0.0,0.0,6.63,8.36,,,1.73,3.17,,,,,,,,,0.0,,2.02,,,,74.35
Precinct,41,23-41,731,56.06,,,,,6.04,,,,0,,,,0,1.01,1.16,1.05,,,,,,,0.41,0.55,15.46,9.17,,,9.44,1.64,,,,,,,,,1.23,,5.61,,,,56.5
Precinct,42,23-42,142,30.74,,,,,17.44,,,,0,,,,0,0.29,0.26,0.14,,,,,,,0.0,0.7,15.49,26.76,,,2.82,0.0,,,,,,,,,1.41,,0.7,,,,52.11
Precinct,43,23-43,340,52.8,,,,,6.34,,,,0,,,,0,0.61,0.51,0.34,,,,,,,0.29,0.0,20.88,3.24,,,13.82,0.0,,,,,,,,,0.0,,1.47,,,,59.41
Precinct,44,23-44,158,48.77,,,,,7.6,,,,0,,,,0,0.28,0.25,0.17,,,,,,,0.63,0.63,12.03,18.35,,,5.06,0.0,,,,,,,,,2.53,,7.59,,,,53.16
Precinct,45,23-45,227,49.78,,,,,0.87,,,,0,,,,0,0.43,0.31,0.19,,,,,,,0.0,0.88,24.67,18.5,,,0.44,2.2,,,,,,,,,0.0,,0.0,,,,53.3
Precinct,46,23-46,199,40.61,,,,,3.86,,,,0,,,,0,0.46,0.22,0.18,,,,,,,0.0,0.5,16.08,38.69,,,4.02,0.0,,,,,,,,,1.0,,0.0,,,,39.7
Precinct,47,23-47,433,31.0,,,,,10.91,,,,0,,,,0,0.79,0.71,0.46,,,,,,,0.23,0.0,9.01,45.5,,,0.46,0.46,,,,,,,,,0.23,,0.0,,,,43.88
Precinct,48,23-48,379,28.78,,,,,18.32,,,,0,,,,0,0.85,0.62,0.41,,,,,,,0.0,0.0,9.5,53.3,,,1.06,0.53,,,,,,,,,0.26,,0.26,,,,35.09
Precinct,49,23-49,420,31.53,,,,,9.87,,,,0,,,,0,0.77,0.6,0.56,,,,,,,0.0,0.0,16.9,30.95,,,1.43,2.14,,,,,,,,,0.0,,0.0,,,,47.38
Precinct,50,23-50,396,29.98,,,,,7.04,,,,0,,,,0,0.89,0.45,0.42,,,,,,,0.0,0.0,15.15,21.72,,,2.02,0.0,,,,,,,,,0.0,,0.25,,,,60.86
Precinct,51,23-51,447,33.51,,,,,26.24,,,,0,,,,0,1.06,0.82,0.59,,,,,,,0.22,0.0,31.32,27.52,,,1.12,1.57,,,,,,,,,0.22,,0.45,,,,37.58
Precinct,52,23-52,255,54.03,,,,,8.27,,,,0,,,,0,0.46,0.39,0.28,,,,,,,1.57,0.0,12.55,11.76,,,12.55,3.92,,,,,,,,,0.39,,3.53,,,,53.73
Precinct,53,23-53,508,27.9,,,,,2.12,,,,0,,,,0,0.97,0.69,0.44,,,,,,,0.0,0.0,7.87,12.6,,,0.79,0.2,,,,,,,,,0.0,,0.2,,,,78.35
Precinct,54,23-54,339,31.92,,,,,1.74,,,,0,,,,0,0.58,0.52,0.27,,,,,,,0.59,0.0,0.89,3.54,,,0.3,1.77,,,,,,,,,0.0,,0.0,,,,91.45
Precinct,55,23-55,362,27.85,,,,,4.74,,,,0,,,,0,0.85,0.23,0.6,,,,,,,0.28,0.0,1.38,5.25,,,0.28,0.0,,,,,,,,,0.0,,0.28,,,,92.27
Precinct,56,23-56,400,27.86,,,,,2.91,,,,0,,,,0,0.63,0.47,0.68,,,,,,,0.5,0.0,2.75,3.75,,,0.5,0.25,,,,,,,,,0.0,,0.5,,,,91.25
Precinct,57,23-57,214,60.45,,,,,4.89,,,,0,,,,0,0.31,0.29,0.35,,,,,,,0.93,1.87,5.61,13.08,,,1.87,0.47,,,,,,,,,0.47,,3.74,,,,71.5
Precinct,58,23-58,106,35.81,,,,,4.5,,,,0,,,,0,0.2,0.15,0.11,,,,,,,0.0,1.89,9.43,17.92,,,6.6,0.0,,,,,,,,,0.0,,0.94,,,,63.21
Precinct,59,23-59,271,38.39,,,,,5.9,,,,0,,,,0,0.45,0.39,0.35,,,,,,,0.0,1.85,3.69,1.85,,,0.0,1.48,,,,,,,,,0.0,,0.74,,,,89.67
Precinct,60,23-60,393,36.29,,,,,7.31,,,,0,,,,0,0.68,0.55,0.52,,,,,,,0.51,29.52,11.2,4.58,,,0.76,3.05,,,,,,,,,0.51,,0.0,,,,49.87
Precinct,61,23-61,329,31.24,,,,,6.27,,,,0,,,,0,0.66,0.49,0.25,,,,,,,0.61,0.61,20.97,10.94,,,8.81,3.65,,,,,,,,,1.22,,2.13,,,,51.06
Precinct,62,23-62,409,38.48,,,,,5.32,,,,0,,,,0,0.54,0.62,0.64,,,,,,,0.0,0.0,4.4,15.65,,,0.49,0.98,,,,,,,,,0.0,,0.49,,,,75.55
Precinct,1,24-1,478,44.55,,,,,3.63,,,,0,,,,0,0.88,0.76,0.31,,,,,,,2.72,,10.67,9.0,0.63,,,2.3,,,,,,,0.84,,,,2.93,,,,70.92
Precinct,2,24-2,541,43.28,,,,,4.92,,,,0,,,,0,1.02,0.83,0.43,,,,,,,1.48,,7.95,16.64,0.18,,,0.74,,,,,,,0.92,,,,3.88,,,,68.21
Precinct,3,24-3,224,37.65,,,,,4.27,,,,0,,,,0,0.43,0.36,0.12,,,,,,,0.0,,1.79,18.75,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,79.46
Precinct,4,24-4,553,41.21,,,,,11.38,,,,0,,,,0,0.9,0.99,0.61,,,,,,,0.72,,5.24,11.39,0.36,,,0.36,,,,,,,0.18,,,,0.18,,,,81.19
Precinct,5,24-5,177,25.21,,,,,8.29,,,,0,,,,0,0.35,0.24,0.19,,,,,,,0.0,,5.65,4.52,0.0,,,0.0,,,,,,,1.13,,,,0.0,,,,88.7
Precinct,6,24-6,49,44.95,,,,,5.77,,,,0,,,,0,0.11,0.07,0.03,,,,,,,0.0,,0.0,12.24,0.0,,,0.0,,,,,,,0.0,,,,2.04,,,,85.71
Precinct,7,24-7,203,38.45,,,,,2.4,,,,0,,,,0,0.48,0.25,0.1,,,,,,,0.0,,0.49,8.87,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,90.64
Precinct,8,24-8,386,62.16,,,,,5.39,,,,0,,,,0,0.76,0.57,0.31,,,,,,,0.78,,21.5,14.77,0.78,,,1.04,,,,,,,1.3,,,,7.51,,,,52.33
Precinct,9,24-9,272,56.79,,,,,9.03,,,,0,,,,0,0.62,0.31,0.32,,,,,,,2.94,,9.93,11.03,0.74,,,18.75,,,,,,,1.47,,,,11.4,,,,43.75
Precinct,10,24-10,206,47.14,,,,,8.04,,,,0,,,,0,0.37,0.39,0.09,,,,,,,0.0,,2.91,3.4,0.97,,,0.49,,,,,,,0.0,,,,0.0,,,,91.75
Precinct,11,24-11,40,68.97,,,,,20.0,,,,0,,,,0,0.09,0.07,0.03,,,,,,,0.0,,2.5,0.0,0.0,,,0.0,,,,,,,0.0,,,,2.5,,,,95.0
Precinct,12,24-12,399,58.08,,,,,8.49,,,,0,,,,0,0.75,0.58,0.45,,,,,,,0.0,,6.27,15.04,1.0,,,0.0,,,,,,,0.0,,,,5.51,,,,72.18
Precinct,13,24-13,88,69.29,,,,,3.3,,,,0,,,,0,0.17,0.15,0.03,,,,,,,0.0,,5.68,32.95,1.14,,,0.0,,,,,,,0.0,,,,1.14,,,,59.09
Precinct,14,24-14,124,43.66,,,,,9.49,,,,0,,,,0,0.33,0.15,0.07,,,,,,,0.0,,29.03,10.48,0.0,,,0.0,,,,,,,0.0,,,,0.81,,,,59.68
Precinct,15,24-15,119,58.91,,,,,6.3,,,,0,,,,0,0.33,0.13,0.04,,,,,,,0.0,,3.36,7.56,0.0,,,0.0,,,,,,,0.0,,,,1.68,,,,87.4
Precinct,16,24-16,314,65.42,,,,,2.18,,,,0,,,,0,0.53,0.45,0.34,,,,,,,0.0,,27.07,11.47,0.0,,,1.91,,,,,,,0.96,,,,3.82,,,,54.78
Precinct,17,24-17,428,63.5,,,,,9.32,,,,0,,,,0,0.35,1.11,0.3,,,,,,,0.47,,17.52,23.13,0.47,,,7.71,,,,,,,1.17,,,,12.15,,,,37.38
Precinct,18,24-18,88,66.17,,,,,2.22,,,,0,,,,0,0.21,0.1,0.06,,,,,,,2.27,,4.55,5.68,0.0,,,0.0,,,,,,,0.0,,,,4.55,,,,82.95
Precinct,19,24-19,206,51.12,,,,,2.37,,,,0,,,,0,0.46,0.28,0.09,,,,,,,0.0,,1.46,6.8,0.0,,,0.0,,,,,,,0.49,,,,0.0,,,,91.26
Precinct,20,24-20,201,49.14,,,,,15.55,,,,0,,,,0,0.42,0.38,0.14,,,,,,,0.5,,0.5,6.47,0.0,,,0.0,,,,,,,0.0,,,,1.0,,,,91.54
Precinct,21,24-21,174,49.57,,,,,7.94,,,,0,,,,0,0.5,0.14,0.15,,,,,,,1.15,,2.87,14.94,0.0,,,0.57,,,,,,,1.72,,,,1.15,,,,77.59
Precinct,22,24-22,459,43.18,,,,,21.4,,,,0,,,,0,0.83,0.99,0.49,,,,,,,3.05,,14.81,19.39,1.09,,,0.22,,,,,,,0.0,,,,0.22,,,,59.91
Precinct,23,24-23,41,47.13,,,,,2.38,,,,0,,,,0,0.06,0.08,0.02,,,,,,,0.0,,0.0,24.39,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,75.61
Precinct,24,24-24,346,50.58,,,,,4.42,,,,0,,,,0,0.61,0.52,0.33,,,,,,,0.29,,4.62,25.72,0.29,,,0.29,,,,,,,0.0,,,,0.58,,,,68.21
Precinct,25,24-25,116,39.73,,,,,16.55,,,,0,,,,0,0.22,0.23,0.09,,,,,,,0.0,,11.21,12.07,0.0,,,1.72,,,,,,,0.86,,,,0.86,,,,73.28
Precinct,26,24-26,180,48.39,,,,,3.74,,,,0,,,,0,0.48,0.19,0.07,,,,,,,1.11,,2.22,10.0,0.56,,,0.0,,,,,,,0.0,,,,0.0,,,,86.11
Precinct,27,24-27,30,130.43,,,,,0.0,,,,0,,,,0,0.09,0.03,0.0,,,,,,,0.0,,3.33,20.0,3.33,,,0.0,,,,,,,3.33,,,,6.67,,,,63.33
Precinct,28,24-28,133,33.33,,,,,6.34,,,,0,,,,0,0.42,0.14,0.01,,,,,,,0.0,,3.76,12.03,0.0,,,0.0,,,,,,,0.0,,,,0.75,,,,83.46
Precinct,29,24-29,254,39.56,,,,,7.3,,,,0,,,,0,0.65,0.37,0.05,,,,,,,1.97,,1.97,9.45,0.0,,,0.0,,,,,,,0.79,,,,1.18,,,,84.65
Precinct,30,24-30,58,40.85,,,,,4.92,,,,0,,,,0,0.2,0.02,0.04,,,,,,,0.0,,12.07,22.41,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,65.52
Precinct,31,24-31,74,25.61,,,,,7.5,,,,0,,,,0,0.14,0.09,0.11,,,,,,,1.35,,2.7,27.03,0.0,,,1.35,,,,,,,0.0,,,,0.0,,,,67.57
Precinct,32,24-32,572,79.55,,,,,2.22,,,,0,,,,0,0.8,0.93,0.64,,,,,,,0.87,,3.15,49.13,0.17,,,0.7,,,,,,,0.0,,,,1.57,,,,44.23
Precinct,33,24-33,38,40.0,,,,,0.0,,,,0,,,,0,0.11,0.02,0.03,,,,,,,2.63,,18.42,28.95,0.0,,,0.0,,,,,,,0.0,,,,5.26,,,,44.74
Precinct,34,24-34,20,66.67,,,,,0.0,,,,0,,,,0,0.08,0.0,0.0,,,,,,,0.0,,15.0,0.0,5.0,,,0.0,,,,,,,0.0,,,,0.0,,,,80.0
Precinct,35,24-35,88,30.88,,,,,3.3,,,,0,,,,0,0.24,0.08,0.04,,,,,,,1.14,,1.14,32.95,1.14,,,0.0,,,,,,,0.0,,,,2.27,,,,61.36
Precinct,36,24-36,115,47.13,,,,,2.54,,,,0,,,,0,0.23,0.13,0.13,,,,,,,0.0,,3.48,14.78,1.74,,,0.0,,,,,,,0.87,,,,0.0,,,,78.26
Precinct,37,24-37,112,47.66,,,,,1.75,,,,0,,,,0,0.19,0.2,0.05,,,,,,,2.68,,2.68,20.54,0.89,,,0.0,,,,,,,0.0,,,,0.0,,,,73.21
Precinct,38,24-38,249,52.98,,,,,1.97,,,,0,,,,0,0.63,0.3,0.08,,,,,,,0.8,,0.8,7.63,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,88.76
Precinct,39,24-39,330,49.77,,,,,2.65,,,,0,,,,0,0.5,0.5,0.38,,,,,,,0.61,,0.3,12.73,0.0,,,0.3,,,,,,,0.0,,,,0.3,,,,85.76
Precinct,40,24-40,98,60.12,,,,,0.0,,,,0,,,,0,0.22,0.13,0.03,,,,,,,0.0,,0.0,13.27,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,86.73
Precinct,41,24-41,33,75.0,,,,,5.71,,,,0,,,,0,0.09,0.04,0.01,,,,,,,3.03,,9.09,0.0,0.0,,,0.0,,,,,,,0.0,,,,9.09,,,,78.79
Precinct,42,24-42,120,49.59,,,,,4.76,,,,0,,,,0,0.34,0.12,0.04,,,,,,,0.83,,6.67,12.5,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,80.0
Precinct,43,24-43,443,44.43,,,,,13.48,,,,0,,,,0,0.76,0.74,0.6,,,,,,,0.23,,11.96,13.54,0.68,,,0.68,,,,,,,0.68,,,,0.9,,,,70.88
Precinct,44,24-44,128,44.6,,,,,3.03,,,,0,,,,0,0.23,0.22,0.05,,,,,,,0.0,,0.0,9.38,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,90.63
Precinct,45,24-45,140,46.67,,,,,6.67,,,,0,,,,0,0.44,0.13,0.03,,,,,,,0.71,,5.0,13.57,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,80.71
Precinct,46,24-46,168,34.93,,,,,12.95,,,,0,,,,0,0.47,0.24,0.04,,,,,,,1.79,,5.36,5.95,0.6,,,1.19,,,,,,,0.0,,,,0.0,,,,85.12
Precinct,47,24-47,178,51.74,,,,,4.81,,,,0,,,,0,0.53,0.18,0.03,,,,,,,0.0,,0.56,14.61,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,84.83
Precinct,48,24-48,326,50.0,,,,,6.59,,,,0,,,,0,0.43,0.63,0.32,,,,,,,4.29,,17.48,3.68,0.92,,,0.61,,,,,,,0.61,,,,3.37,,,,69.02
Precinct,49,24-49,188,57.85,,,,,5.53,,,,0,,,,0,0.31,0.34,0.13,,,,,,,2.13,,7.45,9.04,0.53,,,2.13,,,,,,,0.53,,,,9.57,,,,68.62
Precinct,50,24-50,397,50.38,,,,,12.36,,,,0,,,,0,0.68,0.71,0.43,,,,,,,1.76,,8.82,16.37,0.76,,,0.5,,,,,,,0.0,,,,1.01,,,,69.77
Precinct,1,25-1,313,36.02,,,,,2.19,,,,0,,,,0,0.58,0.41,0.32,,,,,,,2.56,,20.13,7.99,,,4.47,0.96,,2.56,,,,,0.0,,,,0.64,,,,60.7
Precinct,2,25-2,283,27.58,,,,,3.41,,,,0,,,,0,0.6,0.36,0.24,,,,,,,1.06,,20.49,4.59,,,2.47,5.65,,3.89,,,,,1.77,,,,0.0,,,,59.72
Precinct,3,25-3,259,29.3,,,,,4.07,,,,0,,,,0,0.45,0.39,0.26,,,,,,,5.02,,23.94,13.9,,,5.02,4.63,,1.54,,,,,2.32,,,,2.7,,,,40.93
Precinct,4,25-4,179,27.93,,,,,5.79,,,,0,,,,0,0.41,0.18,0.2,,,,,,,2.79,,25.14,16.76,,,2.79,2.23,,1.12,,,,,12.29,,,,0.0,,,,36.87
Precinct,5,25-5,98,40.83,,,,,2.97,,,,0,,,,0,0.12,0.18,0.11,,,,,,,8.16,,29.59,6.12,,,1.02,8.16,,10.2,,,,,1.02,,,,0.0,,,,35.71
Precinct,6,25-6,144,59.75,,,,,11.11,,,,0,,,,0,0.3,0.22,0.12,,,,,,,7.64,,10.42,18.06,,,0.0,4.17,,20.14,,,,,0.0,,,,0.69,,,,38.89
Precinct,7,25-7,62,54.39,,,,,0.0,,,,0,,,,0,0.08,0.08,0.1,,,,,,,0.0,,32.26,9.68,,,0.0,1.61,,3.23,,,,,0.0,,,,0.0,,,,53.23
Precinct,8,25-8,334,54.31,,,,,5.92,,,,0,,,,0,0.67,0.48,0.29,,,,,,,4.79,,14.37,31.44,,,8.98,0.6,,0.6,,,,,0.6,,,,1.8,,,,36.83
Precinct,9,25-9,54,70.13,,,,,3.57,,,,0,,,,0,0.08,0.12,0.02,,,,,,,1.85,,31.48,16.67,,,38.89,0.0,,0.0,,,,,0.0,,,,0.0,,,,11.11
Precinct,10,25-10,163,63.67,,,,,7.39,,,,0,,,,0,0.38,0.24,0.07,,,,,,,1.23,,41.72,3.68,,,0.61,0.0,,1.84,,,,,0.0,,,,0.0,,,,50.92
Precinct,11,25-11,59,50.86,,,,,6.35,,,,0,,,,0,0.22,0.03,0.0,,,,,,,0.0,,0.0,3.39,,,0.0,0.0,,0.0,,,,,0.0,,,,0.0,,,,96.61
Precinct,12,25-12,80,43.96,,,,,6.98,,,,0,,,,0,0.2,0.1,0.05,,,,,,,0.0,,0.0,17.5,,,3.75,0.0,,0.0,,,,,0.0,,,,0.0,,,,78.75
Precinct,13,25-13,140,17.35,,,,,2.1,,,,0,,,,0,0.42,0.11,0.06,,,,,,,0.0,,4.29,12.14,,,0.0,3.57,,0.71,,,,,0.0,,,,0.71,,,,78.57
Precinct,14,25-14,38,27.94,,,,,2.56,,,,0,,,,0,0.09,0.05,0.02,,,,,,,0.0,,13.16,10.53,,,5.26,2.63,,5.26,,,,,0.0,,,,0.0,,,,63.16
Precinct,15,25-15,164,32.87,,,,,4.65,,,,0,,,,0,0.26,0.26,0.18,,,,,,,0.0,,25.0,3.66,,,1.83,0.0,,0.0,,,,,0.0,,,,0.61,,,,68.9
Precinct,16,25-16,145,47.23,,,,,7.05,,,,0,,,,0,0.19,0.31,0.09,,,,,,,15.17,,21.38,11.03,,,0.0,2.76,,2.76,,,,,3.45,,,,0.0,,,,43.45
Precinct,17,25-17,118,23.14,,,,,2.48,,,,0,,,,0,0.23,0.16,0.09,,,,,,,0.85,,16.95,14.41,,,11.02,0.0,,0.85,,,,,3.39,,,,2.54,,,,50.0
Precinct,18,25-18,113,34.04,,,,,8.13,,,,0,,,,0,0.2,0.18,0.11,,,,,,,3.54,,16.81,32.74,,,5.31,1.77,,0.0,,,,,0.89,,,,0.0,,,,38.94
Precinct,19,25-19,33,23.74,,,,,2.94,,,,0,,,,0,0.05,0.05,0.04,,,,,,,0.0,,12.12,21.21,,,0.0,0.0,,0.0,,,,,0.0,,,,0.0,,,,66.67
Precinct,20,25-20,340,52.96,,,,,10.29,,,,0,,,,0,0.49,0.66,0.36,,,,,,,1.18,,24.71,10.0,,,0.29,0.29,,0.29,,,,,0.0,,,,0.29,,,,61.47
Precinct,21,25-21,118,47.97,,,,,7.81,,,,0,,,,0,0.21,0.23,0.05,,,,,,,0.85,,7.63,8.47,,,0.0,0.0,,0.85,,,,,1.69,,,,0.0,,,,80.51
Precinct,22,25-22,142,45.22,,,,,3.4,,,,0,,,,0,0.35,0.13,0.13,,,,,,,0.0,,5.63,6.34,,,0.0,0.0,,0.0,,,,,0.0,,,,0.0,,,,87.32
Precinct,23,25-23,116,30.05,,,,,2.52,,,,0,,,,0,0.27,0.15,0.06,,,,,,,0.0,,26.72,0.86,,,1.72,0.0,,0.0,,,,,0.0,,,,1.72,,,,68.97
Precinct,24,25-24,12,31.58,,,,,0.0,,,,0,,,,0,0.03,0.01,0.01,,,,,,,8.33,,0.0,8.33,,,0.0,0.0,,0.0,,,,,0.0,,,,0.0,,,,83.33
Precinct,25,25-25,289,56.78,,,,,3.02,,,,0,,,,0,0.53,0.49,0.12,,,,,,,0.35,,21.11,2.08,,,1.38,0.0,,0.0,,,,,0.0,,,,0.0,,,,75.09
Precinct,26,25-26,237,34.6,,,,,4.05,,,,0,,,,0,0.41,0.37,0.2,,,,,,,2.53,,25.32,12.24,,,1.27,9.28,,2.53,,,,,0.84,,,,0.84,,,,45.15
Precinct,27,25-27,392,46.61,,,,,3.69,,,,0,,,,0,0.83,0.46,0.38,,,,,,,0.26,,13.27,2.04,,,0.51,0.0,,0.77,,,,,0.0,,,,0.0,,,,83.16
Precinct,28,25-28,221,61.05,,,,,2.21,,,,0,,,,0,0.63,0.15,0.17,,,,,,,0.0,,14.03,2.26,,,0.0,0.0,,0.0,,,,,0.0,,,,0.45,,,,83.26
Precinct,29,25-29,310,45.66,,,,,5.49,,,,0,,,,0,0.58,0.45,0.29,,,,,,,2.26,,36.77,30.97,,,2.9,4.84,,0.65,,,,,1.94,,,,0.97,,,,18.71
Precinct,30,25-30,254,39.02,,,,,6.62,,,,0,,,,0,0.43,0.39,0.29,,,,,,,7.87,,43.31,4.72,,,1.57,3.54,,0.39,,,,,7.48,,,,0.39,,,,30.71
Precinct,31,25-31,299,60.16,,,,,3.55,,,,0,,,,0,0.66,0.45,0.09,,,,,,,0.0,,1.34,15.38,,,0.67,0.0,,0.0,,,,,0.0,,,,0.0,,,,82.61
Precinct,32,25-32,242,44.73,,,,,8.33,,,,0,,,,0,0.44,0.37,0.27,,,,,,,1.24,,28.1,14.05,,,6.61,5.37,,0.83,,,,,2.89,,,,1.24,,,,39.67
Precinct,33,25-33,70,12.7,,,,,9.09,,,,0,,,,0,0.14,0.09,0.09,,,,,,,1.43,,5.71,14.29,,,27.14,1.43,,1.43,,,,,0.0,,,,1.43,,,,47.14
Precinct,34,25-34,484,46.81,,,,,8.85,,,,0,,,,0,0.76,0.97,0.32,,,,,,,0.41,,17.77,2.27,,,0.21,0.0,,0.21,,,,,0.21,,,,0.0,,,,78.51
