Event, Shape Type, en: Indicator Type, en: Parent Indicator Name, en: Indicator Name, ka: Indicator Name, Visible,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color
2014 Mayor Election,Tbilisi District,Results,Armed Veterans Patriots,Armed Veterans Patriots,საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi District,Results,Greens Party,Greens Party,მწვანეთა პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi District,Results,Name of the Lord,Name of the Lord,უფლის სახელით,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi District,Results,Alliance of Patriots,Alliance of Patriots,საქართველოს პატრიოტთა ალიანსი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi District,Results,Self-governance to People,Self-governance to People,თვითმმართველობა ხალხს,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi District,Results,Reformers,Reformers,რეფორმატორები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi District,Results,Our Georgia,Our Georgia,ჩვენი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi District,Results,Georgian Party,Georgian Party,ქართული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi District,Results,Unity Hall,Unity Hall,ერთიანობის დარბაზი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi District,Results,Way of Georgia,Way of Georgia,საქართველოს გზა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi District,Results,Party of People,Party of People,სახალხო პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Other,Total Voter Turnout (#),Total Voter Turnout (#),ამომრჩეველთა აქტივობა (#),true,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,2000-2500,2000-2500,,>2500,>2500,
2014 Mayor Election,Tbilisi Precinct,Other,Total Voter Turnout (%),Total Voter Turnout (%),ამომრჩეველთა აქტივობა (%),true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Other,Number of Precincts with votes per minute > 2,Average votes per minute (08:00-12:00),წუთში ხმის მიცემის საშუალო რაოდენობა (08:00-12:00),true,0,0,,0-1,0-1,,1-2,1-2,,>2,>2,
2014 Mayor Election,Tbilisi Precinct,Other,Number of Precincts with votes per minute > 2,Average votes per minute (12:00-17:00),წუთში ხმის მიცემის საშუალო რაოდენობა (12:00-17:00),true,0,0,,0-1,0-1,,1-2,1-2,,>2,>2,
2014 Mayor Election,Tbilisi Precinct,Other,Number of Precincts with votes per minute > 2,Average votes per minute (17:00-20:00),წუთში ხმის მიცემის საშუალო რაოდენობა (17:00-20:00),true,0,0,,0-1,0-1,,1-2,1-2,,>2,>2,
2014 Mayor Election,Tbilisi Precinct,Other,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),ბათილი ბიულეტენები (%),true,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,
2014 Mayor Election,Tbilisi Precinct,Other,Precincts with More Ballots Than Votes (%),More Ballots Than Votes (#),ხმებზე მეტი ბიულეტენები (#),true,0,0,#93BE96,0-10,0-10,#DD776B,10-30,10-30,#BD160D,>30,>30,#8A050A
2014 Mayor Election,Tbilisi Precinct,Other,Precincts with More Votes Than Ballots (%),More Votes Than Ballots (#),ბიულეტენებზე მეტი ხმები (#),true,0,0,#93BE96,0-10,0-10,#DD776B,10-30,10-30,#BD160D,>30,>30,#8A050A
2014 Mayor Election,Tbilisi Precinct,Results,Future Georgia,Future Georgia,მომავალი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Labour,Labour,ლეიბორისტული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,United National Movement,United National Movement,ნაც. მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,People's Party,People's Party,სახალხო პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Merab Kostava Society,Merab Kostava Society,მერაბ კოსტავას საზოგადოება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Labour Council of Georgia,Labour Council of Georgia,საქართველოს მშრომელთა საბჭო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Georgian Dream,Georgian Dream,ქართული ოცნება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,United Opposition,United Opposition,გაერთიანებული ოპოზიცია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Non-Parliamentary Opposition,Non-Parliamentary Opposition,არასაპარლამენტო ოპოზიცია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Armed Veterans Patriots,Armed Veterans Patriots,საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Greens Party,Greens Party,მწვანეთა პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Name of the Lord,Name of the Lord,უფლის სახელით,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Alliance of Patriots,Alliance of Patriots,საქართველოს პატრიოტთა ალიანსი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Self-governance to People,Self-governance to People,თვითმმართველობა ხალხს,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Reformers,Reformers,რეფორმატორები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Our Georgia,Our Georgia,ჩვენი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Georgian Party,Georgian Party,ქართული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Unity Hall,Unity Hall,ერთიანობის დარბაზი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Way of Georgia,Way of Georgia,საქართველოს გზა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Mayor Election,Tbilisi Precinct,Results,Party of People,Party of People,სახალხო პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
