shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,United National Movement,Greens Party,Alliance of Patriots,Self-governance to People,Reformers,Future Georgia,Georgian Party,Christian Democrats,Unity Hall,Way of Georgia,Labour Party,Party of People,Merab Kostava Society,Georgian Dream
Precinct,3,46-3,193,59.38,,,,,1.03,,,,0,,,,0,0.44,0.19,0.18,,,,,,,,,,6.22,,,,,,,35.75,,,,,,58.03
Precinct,4,46-4,93,66.91,,,,,1.06,,,,0,,,,0,0.26,0.09,0.02,,,,,,,,,,25.81,,,,,,,15.05,,,,,,59.14
Precinct,5,46-5,147,65.04,,,,,2.0,,,,0,,,,0,0.39,0.15,0.06,,,,,,,,,,2.72,,,,,,,38.1,,,,,,59.18
Precinct,6,46-6,99,69.23,,,,,2.94,,,,0,,,,0,0.24,0.14,0.02,,,,,,,,,,12.12,,,,,,,26.26,,,,,,61.62
Precinct,7,46-7,254,70.95,,,,,2.68,,,,0,,,,0,0.65,0.26,0.15,,,,,,,,,,3.15,,,,,,,24.41,,,,,,72.44
Precinct,8,46-8,91,63.64,,,,,1.09,,,,0,,,,0,0.15,0.13,0.1,,,,,,,,,,17.58,,,,,,,13.19,,,,,,69.23
Precinct,9,46-9,195,61.51,,,,,1.52,,,,0,,,,0,0.37,0.31,0.08,,,,,,,,,,1.54,,,,,,,8.21,,,,,,90.26
Precinct,10,46-10,60,55.05,,,,,4.76,,,,0,,,,0,0.13,0.1,0.01,,,,,,,,,,0.0,,,,,,,18.33,,,,,,81.67
Precinct,11,46-11,156,72.22,,,,,1.89,,,,0,,,,0,0.31,0.16,0.19,,,,,,,,,,0.64,,,,,,,3.21,,,,,,96.15
Precinct,12,46-12,246,55.16,,,,,2.77,,,,0,,,,0,0.62,0.22,0.22,,,,,,,,,,25.2,,,,,,,36.59,,,,,,38.21
Precinct,13,46-13,203,66.34,,,,,3.33,,,,0,,,,0,0.4,0.26,0.21,,,,,,,,,,8.37,,,,,,,11.33,,,,,,80.3
Precinct,14,46-14,153,61.45,,,,,5.56,,,,0,,,,0,0.46,0.1,0.13,,,,,,,,,,9.15,,,,,,,15.69,,,,,,75.16
Precinct,15,46-15,87,58.39,,,,,4.4,,,,0,,,,0,0.26,0.06,0.07,,,,,,,,,,9.2,,,,,,,27.59,,,,,,63.22
Precinct,16,46-16,35,77.78,,,,,0.0,,,,0,,,,0,0.08,0.05,0.01,,,,,,,,,,5.71,,,,,,,28.57,,,,,,57.14
Precinct,17,46-17,152,55.47,,,,,3.8,,,,0,,,,0,0.5,0.11,0.03,,,,,,,,,,22.37,,,,,,,40.13,,,,,,37.5
Precinct,18,46-18,120,67.42,,,,,1.64,,,,0,,,,0,0.4,0.08,0.01,,,,,,,,,,5.0,,,,,,,15.0,,,,,,80.0
Precinct,19,46-19,64,56.64,,,,,0.0,,,,0,,,,0,0.21,0.04,0.0,,,,,,,,,,0.0,,,,,,,32.81,,,,,,67.19
Precinct,20,46-20,108,52.68,,,,,1.82,,,,0,,,,0,0.25,0.13,0.07,,,,,,,,,,11.11,,,,,,,28.7,,,,,,60.19
Precinct,21,46-21,77,60.63,,,,,3.75,,,,0,,,,0,0.21,0.1,0.0,,,,,,,,,,12.99,,,,,,,20.78,,,,,,66.23
Precinct,22,46-22,109,73.15,,,,,4.39,,,,0,,,,0,0.34,0.1,0.02,,,,,,,,,,4.59,,,,,,,23.85,,,,,,71.56
Precinct,23,46-23,88,60.69,,,,,5.38,,,,0,,,,0,0.34,0.03,0.02,,,,,,,,,,15.91,,,,,,,20.45,,,,,,63.64
Precinct,1,47-1,497,57.72,,,,,4.79,,,,0,,,,0,0.57,0.9,0.63,,,,,,,,,,,26.36,,,,,,,,3.82,,,,69.82
Precinct,2,47-2,499,55.32,,,,,7.42,,,,0,,,,0,0.73,0.89,0.53,,,,,,,,,,,17.84,,,,,,,,4.81,,,,77.35
Precinct,3,47-3,200,64.72,,,,,5.66,,,,0,,,,0,0.49,0.17,0.24,,,,,,,,,,,20.5,,,,,,,,29.0,,,,50.5
Precinct,4,47-4,95,66.43,,,,,5.94,,,,0,,,,0,0.32,0.05,0.06,,,,,,,,,,,30.53,,,,,,,,17.89,,,,51.58
Precinct,5,47-5,79,46.75,,,,,12.22,,,,0,,,,0,0.2,0.14,0.01,,,,,,,,,,,12.66,,,,,,,,24.05,,,,63.29
Precinct,6,47-6,82,57.34,,,,,4.65,,,,0,,,,0,0.26,0.05,0.04,,,,,,,,,,,37.8,,,,,,,,2.44,,,,51.22
Precinct,7,47-7,58,55.24,,,,,6.45,,,,0,,,,0,0.15,0.07,0.02,,,,,,,,,,,15.52,,,,,,,,15.52,,,,68.97
Precinct,8,47-8,74,68.52,,,,,2.63,,,,0,,,,0,0.26,0.04,0.0,,,,,,,,,,,32.43,,,,,,,,8.11,,,,59.46
Precinct,9,47-9,39,76.47,,,,,2.5,,,,0,,,,0,0.15,0.01,0.0,,,,,,,,,,,25.64,,,,,,,,23.08,,,,51.28
Precinct,10,47-10,26,68.42,,,,,0.0,,,,0,,,,0,0.06,0.04,0.0,,,,,,,,,,,0.0,,,,,,,,26.92,,,,73.08
Precinct,11,47-11,96,49.23,,,,,2.04,,,,0,,,,0,0.21,0.07,0.14,,,,,,,,,,,1.04,,,,,,,,1.04,,,,97.92
Precinct,12,47-12,26,78.79,,,,,0.0,,,,0,,,,0,0.05,0.04,0.01,,,,,,,,,,,0.0,,,,,,,,0.0,,,,100.0
Precinct,13,47-13,49,61.25,,,,,2.0,,,,0,,,,0,0.08,0.07,0.06,,,,,,,,,,,2.04,,,,,,,,8.16,,,,89.8
Precinct,14,47-14,47,67.14,,,,,2.08,,,,0,,,,0,0.18,0.02,0.0,,,,,,,,,,,6.38,,,,,,,,63.83,,,,29.79
Precinct,15,47-15,343,65.46,,,,,2.56,,,,0,,,,0,0.48,0.7,0.15,,,,,,,,,,,9.33,,,,,,,,46.36,,,,44.31
Precinct,16,47-16,61,72.62,,,,,3.17,,,,0,,,,0,0.12,0.07,0.07,,,,,,,,,,,19.67,,,,,,,,54.1,,,,26.23
Precinct,17,47-17,60,63.16,,,,,0.0,,,,0,,,,0,0.17,0.06,0.02,,,,,,,,,,,8.33,,,,,,,,3.33,,,,88.33
Precinct,18,47-18,36,61.02,,,,,0.0,,,,0,,,,0,0.1,0.02,0.03,,,,,,,,,,,2.78,,,,,,,,2.78,,,,94.44
Precinct,19,47-19,46,88.46,,,,,0.0,,,,0,,,,0,0.09,0.08,0.0,,,,,,,,,,,4.35,,,,,,,,0.0,,,,95.65
Precinct,20,47-20,290,48.99,,,,,3.97,,,,0,,,,0,0.7,0.23,0.35,,,,,,,,,,,21.72,,,,,,,,8.62,,,,69.66
Precinct,21,47-21,80,71.43,,,,,2.44,,,,0,,,,0,0.27,0.04,0.03,,,,,,,,,,,20.0,,,,,,,,20.0,,,,60.0
Precinct,22,47-22,138,63.89,,,,,0.0,,,,0,,,,0,0.42,0.11,0.03,,,,,,,,,,,8.7,,,,,,,,5.07,,,,83.33
Precinct,23,47-23,83,60.14,,,,,0.0,,,,0,,,,0,0.25,0.07,0.01,,,,,,,,,,,4.82,,,,,,,,1.2,,,,93.98
Precinct,24,47-24,73,51.41,,,,,0.0,,,,0,,,,0,0.26,0.02,0.02,,,,,,,,,,,8.22,,,,,,,,0.0,,,,91.78
Precinct,25,47-25,77,66.96,,,,,0.0,,,,0,,,,0,0.23,0.04,0.07,,,,,,,,,,,1.3,,,,,,,,3.9,,,,94.81
Precinct,26,47-26,131,54.58,,,,,3.68,,,,0,,,,0,0.33,0.09,0.17,,,,,,,,,,,9.16,,,,,,,,27.48,,,,63.36
Precinct,27,47-27,35,62.5,,,,,5.41,,,,0,,,,0,0.09,0.05,0.01,,,,,,,,,,,20.0,,,,,,,,11.43,,,,68.57
Precinct,28,47-28,132,72.93,,,,,7.04,,,,0,,,,0,0.33,0.19,0.03,,,,,,,,,,,12.12,,,,,,,,3.79,,,,84.09
Precinct,29,47-29,65,49.62,,,,,0.0,,,,0,,,,0,0.12,0.08,0.06,,,,,,,,,,,13.85,,,,,,,,12.31,,,,73.85
Precinct,30,47-30,52,72.22,,,,,1.89,,,,0,,,,0,0.1,0.08,0.02,,,,,,,,,,,19.23,,,,,,,,3.85,,,,76.92
Precinct,31,47-31,38,80.85,,,,,0.0,,,,0,,,,0,0.16,0.0,0.0,,,,,,,,,,,5.26,,,,,,,,2.63,,,,92.11
Precinct,32,47-32,126,60.87,,,,,1.56,,,,0,,,,0,0.36,0.04,0.16,,,,,,,,,,,15.87,,,,,,,,9.52,,,,73.81
Precinct,33,47-33,77,70.0,,,,,2.53,,,,0,,,,0,0.1,0.14,0.07,,,,,,,,,,,18.18,,,,,,,,11.69,,,,70.13
Precinct,34,47-34,126,63.64,,,,,4.55,,,,0,,,,0,0.32,0.16,0.04,,,,,,,,,,,5.56,,,,,,,,8.73,,,,85.71
Precinct,35,47-35,46,66.67,,,,,4.17,,,,0,,,,0,0.1,0.07,0.01,,,,,,,,,,,0.0,,,,,,,,21.74,,,,78.26
Precinct,36,47-36,170,45.7,,,,,8.6,,,,0,,,,0,0.25,0.28,0.24,,,,,,,,,,,21.76,,,,,,,,10.0,,,,68.24
Precinct,37,47-37,168,48.28,,,,,4.0,,,,0,,,,0,0.33,0.18,0.24,,,,,,,,,,,14.29,,,,,,,,8.33,,,,76.79
Precinct,38,47-38,250,48.17,,,,,6.37,,,,0,,,,0,0.39,0.4,0.3,,,,,,,,,,,28.8,,,,,,,,10.4,,,,60.8
Precinct,39,47-39,67,59.82,,,,,11.84,,,,0,,,,0,0.13,0.12,0.04,,,,,,,,,,,43.28,,,,,,,,5.97,,,,50.75
Precinct,40,47-40,140,57.38,,,,,5.41,,,,0,,,,0,0.33,0.19,0.06,,,,,,,,,,,16.43,,,,,,,,5.71,,,,77.86
Precinct,1,48-1,708,58.9,,,,,4.71,,,,0,,,,0,0.97,1.22,0.81,,,,,,,7.63,,,26.13,,,,,,,,,,,,,66.24
Precinct,2,48-2,479,55.31,,,,,6.99,,,,0,,,,0,0.73,0.68,0.75,,,,,,,15.03,,,19.0,,,,,,,,,,,,,65.97
Precinct,3,48-3,439,78.25,,,,,3.73,,,,0,,,,0,0.89,0.65,0.27,,,,,,,4.1,,,12.07,,,,,,,,,,,,,83.83
Precinct,4,48-4,491,59.66,,,,,9.07,,,,0,,,,0,0.82,0.84,0.51,,,,,,,10.18,,,22.0,,,,,,,,,,,,,67.82
Precinct,5,48-5,209,68.08,,,,,7.11,,,,0,,,,0,0.42,0.35,0.12,,,,,,,6.22,,,21.05,,,,,,,,,,,,,72.73
Precinct,6,48-6,276,66.99,,,,,6.12,,,,0,,,,0,0.47,0.42,0.31,,,,,,,6.16,,,28.99,,,,,,,,,,,,,64.86
Precinct,7,48-7,192,69.31,,,,,4.0,,,,0,,,,0,0.46,0.22,0.13,,,,,,,5.73,,,22.4,,,,,,,,,,,,,71.88
Precinct,8,48-8,668,63.8,,,,,3.75,,,,0,,,,0,0.96,1.18,0.61,,,,,,,41.47,,,2.99,,,,,,,,,,,,,55.54
Precinct,9,48-9,2,0.27,,,,,0.0,,,,0,,,,0,0.0,0.01,0.0,,,,,,,50.0,,,0.0,,,,,,,,,,,,,50.0
Precinct,10,48-10,539,73.33,,,,,1.82,,,,0,,,,0,0.89,0.98,0.24,,,,,,,2.41,,,32.47,,,,,,,,,,,,,65.12
Precinct,11,48-11,611,49.84,,,,,5.12,,,,0,,,,0,0.8,1.13,0.62,,,,,,,21.44,,,17.35,,,,,,,,,,,,,61.21
Precinct,12,48-12,273,75.83,,,,,0.73,,,,0,,,,0,0.33,0.57,0.14,,,,,,,3.3,,,4.03,,,,,,,,,,,,,92.67
Precinct,13,48-13,516,62.93,,,,,4.44,,,,0,,,,0,1.04,0.63,0.57,,,,,,,2.52,,,38.95,,,,,,,,,,,,,58.53
Precinct,14,48-14,433,63.4,,,,,4.84,,,,0,,,,0,0.63,0.69,0.55,,,,,,,3.46,,,31.18,,,,,,,,,,,,,65.36
Precinct,15,48-15,213,56.35,,,,,4.91,,,,0,,,,0,0.27,0.32,0.36,,,,,,,5.63,,,16.43,,,,,,,,,,,,,77.46
Precinct,16,48-16,92,67.15,,,,,4.17,,,,0,,,,0,0.21,0.12,0.05,,,,,,,9.78,,,27.17,,,,,,,,,,,,,63.04
Precinct,17,48-17,372,62.84,,,,,2.11,,,,0,,,,0,0.73,0.41,0.46,,,,,,,4.3,,,28.23,,,,,,,,,,,,,67.47
Precinct,18,48-18,111,65.29,,,,,10.48,,,,0,,,,0,0.18,0.14,0.22,,,,,,,16.22,,,29.73,,,,,,,,,,,,,54.05
Precinct,19,48-19,196,56.0,,,,,4.85,,,,0,,,,0,0.33,0.3,0.21,,,,,,,7.65,,,26.53,,,,,,,,,,,,,65.82
Precinct,20,48-20,227,65.04,,,,,4.62,,,,0,,,,0,0.35,0.4,0.18,,,,,,,7.05,,,22.03,,,,,,,,,,,,,70.93
Precinct,21,48-21,230,66.09,,,,,3.77,,,,0,,,,0,0.38,0.34,0.26,,,,,,,32.17,,,10.43,,,,,,,,,,,,,57.39
Precinct,22,48-22,74,61.16,,,,,2.63,,,,0,,,,0,0.18,0.07,0.07,,,,,,,18.92,,,25.68,,,,,,,,,,,,,54.05
Precinct,23,48-23,351,65.61,,,,,2.5,,,,0,,,,0,0.63,0.47,0.38,,,,,,,17.95,,,9.97,,,,,,,,,,,,,72.08
Precinct,24,48-24,183,56.48,,,,,5.67,,,,0,,,,0,0.33,0.27,0.19,,,,,,,15.85,,,13.66,,,,,,,,,,,,,70.49
Precinct,25,48-25,209,68.3,,,,,3.69,,,,0,,,,0,0.37,0.23,0.34,,,,,,,38.76,,,6.22,,,,,,,,,,,,,55.02
Precinct,26,48-26,369,67.34,,,,,4.4,,,,0,,,,0,0.65,0.52,0.4,,,,,,,22.49,,,14.09,,,,,,,,,,,,,63.41
Precinct,27,48-27,420,58.58,,,,,8.3,,,,0,,,,0,0.63,0.79,0.39,,,,,,,18.57,,,20.24,,,,,,,,,,,,,60.71
Precinct,28,48-28,380,61.89,,,,,12.64,,,,0,,,,0,0.93,0.46,0.42,,,,,,,9.47,,,17.89,,,,,,,,,,,,,72.63
Precinct,29,48-29,547,61.74,,,,,3.36,,,,0,,,,0,0.67,1.16,0.32,,,,,,,27.06,,,16.27,,,,,,,,,,,,,56.67
Precinct,30,48-30,590,59.54,,,,,4.38,,,,0,,,,0,1.1,0.95,0.38,,,,,,,19.49,,,22.37,,,,,,,,,,,,,58.14
Precinct,31,48-31,434,64.78,,,,,4.62,,,,0,,,,0,0.6,0.86,0.31,,,,,,,33.41,,,15.9,,,,,,,,,,,,,50.69
Precinct,32,48-32,278,60.57,,,,,4.47,,,,0,,,,0,0.67,0.32,0.19,,,,,,,24.1,,,13.31,,,,,,,,,,,,,61.87
Precinct,33,48-33,413,58.25,,,,,4.62,,,,0,,,,0,0.89,0.61,0.21,,,,,,,17.68,,,25.67,,,,,,,,,,,,,56.66
Precinct,34,48-34,136,65.7,,,,,2.16,,,,0,,,,0,0.28,0.19,0.09,,,,,,,5.15,,,31.62,,,,,,,,,,,,,63.24
Precinct,35,48-35,134,51.34,,,,,4.96,,,,0,,,,0,0.26,0.2,0.11,,,,,,,7.46,,,31.34,,,,,,,,,,,,,61.19
Precinct,36,48-36,129,74.14,,,,,5.15,,,,0,,,,0,0.28,0.15,0.13,,,,,,,29.46,,,6.98,,,,,,,,,,,,,63.57
Precinct,37,48-37,178,61.38,,,,,3.26,,,,0,,,,0,0.19,0.33,0.21,,,,,,,12.36,,,20.22,,,,,,,,,,,,,67.42
Precinct,1,49-1,542,46.09,,,,,2.87,,,,0,,,,0,0.92,0.7,0.71,,,,,,,,,25.09,36.9,,,,,,,,,1.66,,,,36.16
Precinct,2,49-2,715,52.0,,,,,3.9,,,,0,,,,0,1.13,1.04,0.9,,,,,,,,,28.53,30.49,,,,,,,,,1.12,,,,39.58
Precinct,3,49-3,783,58.13,,,,,2.25,,,,0,,,,0,1.18,1.06,1.12,,,,,,,,,47.13,26.44,,,,,,,,,1.28,,,,25.16
Precinct,4,49-4,604,56.13,,,,,1.95,,,,0,,,,0,0.77,1.01,0.71,,,,,,,,,8.28,50.0,,,,,,,,,1.66,,,,40.07
Precinct,5,49-5,623,57.1,,,,,1.89,,,,0,,,,0,0.94,0.87,0.83,,,,,,,,,6.74,45.75,,,,,,,,,8.51,,,,38.84
Precinct,6,49-6,864,59.79,,,,,1.59,,,,0,,,,0,1.19,1.24,1.22,,,,,,,,,22.11,30.79,,,,,,,,,1.27,,,,45.83
Precinct,7,49-7,370,52.63,,,,,4.39,,,,0,,,,0,0.63,0.61,0.3,,,,,,,,,5.95,23.24,,,,,,,,,3.24,,,,67.03
Precinct,8,49-8,397,87.06,,,,,1.73,,,,0,,,,0,0.68,0.7,0.18,,,,,,,,,3.02,50.88,,,,,,,,,0.0,,,,46.1
Precinct,9,49-9,662,61.41,,,,,4.06,,,,0,,,,0,1.2,0.93,0.69,,,,,,,,,3.02,39.43,,,,,,,,,0.91,,,,56.65
Precinct,10,49-10,314,51.99,,,,,5.71,,,,0,,,,0,0.56,0.51,0.24,,,,,,,,,14.65,25.8,,,,,,,,,3.82,,,,56.37
Precinct,11,49-11,850,60.37,,,,,2.3,,,,0,,,,0,1.49,1.03,1.13,,,,,,,,,5.88,34.94,,,,,,,,,1.29,,,,57.88
Precinct,12,49-12,619,47.58,,,,,3.73,,,,0,,,,0,0.87,0.88,0.96,,,,,,,,,15.02,21.0,,,,,,,,,14.22,,,,49.76
Precinct,13,49-13,390,55.08,,,,,3.94,,,,0,,,,0,0.53,0.63,0.51,,,,,,,,,10.26,13.08,,,,,,,,,1.28,,,,75.38
Precinct,14,49-14,822,61.39,,,,,2.95,,,,0,,,,0,1.32,1.18,0.98,,,,,,,,,2.68,57.54,,,,,,,,,0.12,,,,39.66
Precinct,15,49-15,591,43.46,,,,,2.64,,,,0,,,,0,0.78,0.97,0.72,,,,,,,,,15.06,29.78,,,,,,,,,1.02,,,,53.98
Precinct,16,49-16,406,59.88,,,,,1.69,,,,0,,,,0,0.45,0.79,0.38,,,,,,,,,5.91,41.38,,,,,,,,,6.65,,,,46.06
Precinct,17,49-17,720,58.87,,,,,5.26,,,,0,,,,0,1.03,1.17,0.89,,,,,,,,,18.47,40.69,,,,,,,,,1.11,,,,39.86
Precinct,18,49-18,876,56.08,,,,,3.31,,,,0,,,,0,1.48,1.17,1.11,,,,,,,,,13.13,46.35,,,,,,,,,4.79,,,,35.5
Precinct,19,49-19,774,62.47,,,,,3.01,,,,0,,,,0,1.05,1.15,1.13,,,,,,,,,7.75,34.88,,,,,,,,,6.98,,,,50.39
Precinct,20,49-20,689,63.04,,,,,3.77,,,,0,,,,0,0.9,1.12,0.91,,,,,,,,,13.93,46.73,,,,,,,,,1.6,,,,37.74
Precinct,21,49-21,649,54.08,,,,,3.85,,,,0,,,,0,1.01,0.85,0.98,,,,,,,,,4.62,48.54,,,,,,,,,2.0,,,,44.53
Precinct,22,49-22,676,59.88,,,,,6.24,,,,0,,,,0,0.87,1.24,0.77,,,,,,,,,21.89,30.47,,,,,,,,,0.59,,,,47.04
Precinct,23,49-23,749,58.29,,,,,3.97,,,,0,,,,0,1.03,1.21,0.94,,,,,,,,,17.22,32.71,,,,,,,,,1.47,,,,48.46
Precinct,24,49-24,848,59.55,,,,,2.42,,,,0,,,,0,1.33,1.15,1.15,,,,,,,,,5.66,41.16,,,,,,,,,0.59,,,,52.59
Precinct,25,49-25,743,54.51,,,,,4.74,,,,0,,,,0,1.6,0.83,0.81,,,,,,,,,12.25,35.13,,,,,,,,,1.08,,,,51.41
Precinct,26,49-26,648,55.43,,,,,2.41,,,,0,,,,0,0.99,1.01,0.69,,,,,,,,,30.71,30.25,,,,,,,,,0.77,,,,38.27
Precinct,27,49-27,577,68.77,,,,,2.37,,,,0,,,,0,0.95,0.84,0.61,,,,,,,,,5.55,27.38,,,,,,,,,1.21,,,,65.68
Precinct,28,49-28,340,62.39,,,,,2.58,,,,0,,,,0,0.52,0.51,0.41,,,,,,,,,6.47,54.12,,,,,,,,,1.76,,,,37.65
Precinct,29,49-29,458,59.25,,,,,3.17,,,,0,,,,0,0.72,0.7,0.51,,,,,,,,,14.19,18.34,,,,,,,,,2.4,,,,65.07
Precinct,30,49-30,449,60.76,,,,,3.02,,,,0,,,,0,0.66,0.73,0.47,,,,,,,,,14.25,29.4,,,,,,,,,3.56,,,,52.56
Precinct,31,49-31,374,52.38,,,,,2.35,,,,0,,,,0,0.7,0.48,0.39,,,,,,,,,10.7,34.22,,,,,,,,,0.53,,,,54.55
Precinct,32,49-32,531,64.76,,,,,3.1,,,,0,,,,0,0.96,0.72,0.56,,,,,,,,,12.62,42.75,,,,,,,,,1.13,,,,43.5
Precinct,33,49-33,167,54.75,,,,,4.02,,,,0,,,,0,0.29,0.24,0.17,,,,,,,,,7.78,59.28,,,,,,,,,1.2,,,,31.74
Precinct,1,50-1,569,52.11,,,,,4.85,,,,0,,,,0,0.9,0.67,1.01,,,,,,,2.11,,9.31,7.03,,,,,,,,,,,,,81.37
Precinct,2,50-2,577,47.37,,,,,3.35,,,,0,,,,0,0.94,0.67,0.95,,,,,,,3.99,,11.79,6.59,,,,,,,,,,,,,77.64
Precinct,3,50-3,480,43.2,,,,,3.81,,,,0,,,,0,0.8,0.6,0.72,,,,,,,5.42,,9.38,5.63,,,,,,,,,,,,,79.38
Precinct,4,50-4,614,55.92,,,,,3.15,,,,0,,,,0,1.2,0.74,0.7,,,,,,,0.33,,23.45,1.63,,,,,,,,,,,,,74.59
Precinct,5,50-5,573,43.91,,,,,2.22,,,,0,,,,0,0.78,0.81,0.86,,,,,,,7.33,,10.82,8.03,,,,,,,,,,,,,73.82
Precinct,6,50-6,483,48.89,,,,,3.98,,,,0,,,,0,0.94,0.54,0.64,,,,,,,2.07,,17.18,9.52,,,,,,,,,,,,,71.22
Precinct,7,50-7,386,55.46,,,,,0.26,,,,0,,,,0,0.63,0.44,0.58,,,,,,,0.78,,1.81,0.78,,,,,,,,,,,,,96.63
Precinct,8,50-8,452,49.67,,,,,6.42,,,,0,,,,0,0.68,0.69,0.63,,,,,,,0.66,,4.65,7.08,,,,,,,,,,,,,87.61
Precinct,9,50-9,473,46.51,,,,,2.87,,,,0,,,,0,0.7,0.6,0.78,,,,,,,0.63,,8.25,4.23,,,,,,,,,,,,,86.89
Precinct,10,50-10,417,43.85,,,,,4.36,,,,0,,,,0,0.6,0.64,0.56,,,,,,,1.44,,5.04,3.84,,,,,,,,,,,,,89.69
Precinct,11,50-11,241,53.32,,,,,0.0,,,,0,,,,0,0.37,0.28,0.38,,,,,,,0.0,,0.83,4.56,,,,,,,,,,,,,94.61
Precinct,12,50-12,464,50.27,,,,,3.93,,,,0,,,,0,0.83,0.52,0.71,,,,,,,0.65,,5.17,1.08,,,,,,,,,,,,,93.1
Precinct,13,50-13,161,51.6,,,,,0.0,,,,0,,,,0,0.25,0.23,0.17,,,,,,,0.62,,5.59,8.7,,,,,,,,,,,,,85.09
Precinct,14,50-14,228,56.44,,,,,3.8,,,,0,,,,0,0.37,0.38,0.19,,,,,,,1.32,,22.37,4.82,,,,,,,,,,,,,71.49
Precinct,15,50-15,681,49.42,,,,,3.81,,,,0,,,,0,1.01,1.25,0.49,,,,,,,0.73,,6.17,1.91,,,,,,,,,,,,,91.19
Precinct,16,50-16,350,46.3,,,,,4.89,,,,0,,,,0,0.7,0.52,0.24,,,,,,,0.57,,16.86,8.57,,,,,,,,,,,,,73.71
Precinct,17,50-17,454,40.97,,,,,2.99,,,,0,,,,0,1.0,0.53,0.38,,,,,,,0.44,,8.37,3.74,,,,,,,,,,,,,86.78
Precinct,18,50-18,233,41.39,,,,,2.92,,,,0,,,,0,0.5,0.28,0.19,,,,,,,0.86,,6.01,3.43,,,,,,,,,,,,,89.7
Precinct,19,50-19,595,43.15,,,,,1.65,,,,0,,,,0,0.73,0.98,0.75,,,,,,,2.86,,7.73,3.36,,,,,,,,,,,,,86.05
Precinct,20,50-20,252,45.82,,,,,1.56,,,,0,,,,0,0.25,0.4,0.42,,,,,,,0.4,,8.33,3.97,,,,,,,,,,,,,87.3
Precinct,21,50-21,280,46.82,,,,,3.45,,,,0,,,,0,0.55,0.34,0.31,,,,,,,0.36,,6.79,1.43,,,,,,,,,,,,,91.43
Precinct,22,50-22,447,42.53,,,,,4.49,,,,0,,,,0,0.58,0.71,0.64,,,,,,,0.67,,11.41,3.13,,,,,,,,,,,,,84.79
Precinct,23,50-23,494,52.95,,,,,3.7,,,,0,,,,0,0.96,0.54,0.67,,,,,,,1.82,,15.99,2.23,,,,,,,,,,,,,79.76
Precinct,24,50-24,506,52.44,,,,,3.8,,,,0,,,,0,0.83,0.72,0.62,,,,,,,0.59,,6.13,6.52,,,,,,,,,,,,,86.17
Precinct,25,50-25,318,51.88,,,,,5.36,,,,0,,,,0,0.39,0.48,0.54,,,,,,,0.94,,3.14,3.77,,,,,,,,,,,,,92.14
Precinct,26,50-26,504,44.21,,,,,5.79,,,,0,,,,0,0.73,0.92,0.47,,,,,,,3.37,,10.12,3.97,,,,,,,,,,,,,82.54
Precinct,27,50-27,429,39.98,,,,,4.24,,,,0,,,,0,0.73,0.62,0.49,,,,,,,5.36,,6.06,3.26,,,,,,,,,,,,,85.31
Precinct,28,50-28,378,51.71,,,,,6.44,,,,0,,,,0,0.55,0.74,0.27,,,,,,,1.32,,4.5,3.44,,,,,,,,,,,,,90.74
Precinct,29,50-29,490,63.64,,,,,2.39,,,,0,,,,0,0.91,0.73,0.36,,,,,,,0.2,,1.84,0.61,,,,,,,,,,,,,97.35
Precinct,30,50-30,215,46.14,,,,,2.71,,,,0,,,,0,0.29,0.28,0.38,,,,,,,0.0,,8.84,4.65,,,,,,,,,,,,,86.51
Precinct,31,50-31,400,53.26,,,,,2.68,,,,0,,,,0,0.71,0.48,0.53,,,,,,,1.5,,10.75,9.5,,,,,,,,,,,,,78.25
Precinct,32,50-32,604,52.94,,,,,3.82,,,,0,,,,0,1.0,0.9,0.66,,,,,,,7.12,,9.44,3.97,,,,,,,,,,,,,79.47
Precinct,33,50-33,362,56.56,,,,,1.9,,,,0,,,,0,0.72,0.34,0.52,,,,,,,0.55,,19.34,7.46,,,,,,,,,,,,,72.65
Precinct,34,50-34,667,47.27,,,,,4.3,,,,0,,,,0,0.96,1.04,0.87,,,,,,,2.7,,20.39,8.25,,,,,,,,,,,,,68.67
Precinct,35,50-35,172,55.48,,,,,3.37,,,,0,,,,0,0.3,0.18,0.29,,,,,,,1.74,,8.72,9.3,,,,,,,,,,,,,79.65
Precinct,36,50-36,627,53.73,,,,,7.25,,,,0,,,,0,1.12,0.83,0.87,,,,,,,1.91,,9.09,3.35,,,,,,,,,,,,,85.65
